# Input	DiseaseName	DiseaseID	GeneSymbol	GeneID	DiseaseCategories	DirectEvidence	InferenceChemicalName	InferenceScore	OmimIDs	PubMedIDs
psmb5	Abdominal Injuries	MESH:D000007	PSMB5	5693	Wounds and injuries		Resveratrol	4.23		18277952
psmb5	Abdominal Neoplasms	MESH:D000008	PSMB5	5693	Cancer		Sulindac	9.85		14745880
psmb5	Abdominal Neoplasms	MESH:D000008	PSMB5	5693	Cancer		Tamoxifen	9.85		14745880
psmb5	Abdominal Pain	MESH:D015746	PSMB5	5693	Signs and symptoms		Acetaminophen	34.01		11209028|11438806|16187469|29499192|8104298
psmb5	Abdominal Pain	MESH:D015746	PSMB5	5693	Signs and symptoms		Arsenic	34.01		24735908
psmb5	Abdominal Pain	MESH:D015746	PSMB5	5693	Signs and symptoms		Clozapine	34.01		1957942|9617515
psmb5	Abdominal Pain	MESH:D015746	PSMB5	5693	Signs and symptoms		Copper	34.01		12600855
psmb5	Abdominal Pain	MESH:D015746	PSMB5	5693	Signs and symptoms		Doxorubicin	34.01		3712578|6542584
psmb5	Abdominal Pain	MESH:D015746	PSMB5	5693	Signs and symptoms		Heparin	34.01		19309387|4326840|4351955
psmb5	Abdominal Pain	MESH:D015746	PSMB5	5693	Signs and symptoms		nimesulide	34.01		14655069
psmb5	Abdominal Pain	MESH:D015746	PSMB5	5693	Signs and symptoms		Ritonavir	34.01		12473836
psmb5	Abdominal Pain	MESH:D015746	PSMB5	5693	Signs and symptoms		Smoke	34.01		18608866
psmb5	Abdominal Pain	MESH:D015746	PSMB5	5693	Signs and symptoms		sodium arsenite	34.01		30612929
psmb5	Abdominal Pain	MESH:D015746	PSMB5	5693	Signs and symptoms		Tamoxifen	34.01		2578557
psmb5	Abdominal Pain	MESH:D015746	PSMB5	5693	Signs and symptoms		Valproic Acid	34.01		6206716
psmb5	Aberrant Crypt Foci	MESH:D058739	PSMB5	5693	Cancer		chlorophyllin	15.08		12628520
psmb5	Aberrant Crypt Foci	MESH:D058739	PSMB5	5693	Cancer		Copper	15.08		11983831
psmb5	Aberrant Crypt Foci	MESH:D058739	PSMB5	5693	Cancer		Resveratrol	15.08		16733082
psmb5	Aberrant Crypt Foci	MESH:D058739	PSMB5	5693	Cancer		Sulindac	15.08		29999212
psmb5	Abnormalities, Drug-Induced	MESH:D000014	PSMB5	5693	Congenital abnormality		4,4'-hexafluorisopropylidene diphenol	87.81		29458080
psmb5	Abnormalities, Drug-Induced	MESH:D000014	PSMB5	5693	Congenital abnormality		Acetaminophen	87.81		2213573
psmb5	Abnormalities, Drug-Induced	MESH:D000014	PSMB5	5693	Congenital abnormality		bisphenol A	87.81		20299547|20970156|21269433|25853433|29458080
psmb5	Abnormalities, Drug-Induced	MESH:D000014	PSMB5	5693	Congenital abnormality		Cannabidiol	87.81		29106691
psmb5	Abnormalities, Drug-Induced	MESH:D000014	PSMB5	5693	Congenital abnormality		Dibutyl Phthalate	87.81		22027561
psmb5	Abnormalities, Drug-Induced	MESH:D000014	PSMB5	5693	Congenital abnormality		Diethylhexyl Phthalate	87.81		20420898|25853433|6734493
psmb5	Abnormalities, Drug-Induced	MESH:D000014	PSMB5	5693	Congenital abnormality		Diethylstilbestrol	87.81		1171234|20002218
psmb5	Abnormalities, Drug-Induced	MESH:D000014	PSMB5	5693	Congenital abnormality		Doxorubicin	87.81		10674343|15578190
psmb5	Abnormalities, Drug-Induced	MESH:D000014	PSMB5	5693	Congenital abnormality		Dronabinol	87.81		29106691
psmb5	Abnormalities, Drug-Induced	MESH:D000014	PSMB5	5693	Congenital abnormality		Estradiol	87.81		12507662|29458080
psmb5	Abnormalities, Drug-Induced	MESH:D000014	PSMB5	5693	Congenital abnormality		Ethinyl Estradiol	87.81		29458080
psmb5	Abnormalities, Drug-Induced	MESH:D000014	PSMB5	5693	Congenital abnormality		Isotretinoin	87.81		12149069|18769834|8048045
psmb5	Abnormalities, Drug-Induced	MESH:D000014	PSMB5	5693	Congenital abnormality		O,O-diethyl O-3,5,6-trichloro-2-pyridyl phosphate	87.81		21346248
psmb5	Abnormalities, Drug-Induced	MESH:D000014	PSMB5	5693	Congenital abnormality		pentabromodiphenyl ether	87.81		20375078
psmb5	Abnormalities, Drug-Induced	MESH:D000014	PSMB5	5693	Congenital abnormality		Pentachlorophenol	87.81		29458080
psmb5	Abnormalities, Drug-Induced	MESH:D000014	PSMB5	5693	Congenital abnormality		perfluorooctane sulfonic acid	87.81		29458080
psmb5	Abnormalities, Drug-Induced	MESH:D000014	PSMB5	5693	Congenital abnormality		Phenobarbital	87.81		15123016|15644835|17584909|1893664|2055617|424928|4441320|6195326|6462788
psmb5	Abnormalities, Drug-Induced	MESH:D000014	PSMB5	5693	Congenital abnormality		Piperonyl Butoxide	87.81		19851987
psmb5	Abnormalities, Drug-Induced	MESH:D000014	PSMB5	5693	Congenital abnormality		Smoke	87.81		16193507
psmb5	Abnormalities, Drug-Induced	MESH:D000014	PSMB5	5693	Congenital abnormality		Tetrachlorodibenzodioxin	87.81		11091363|11752688|14514962|15322242|19805408|21777668|23811824
psmb5	Abnormalities, Drug-Induced	MESH:D000014	PSMB5	5693	Congenital abnormality		Thiram	87.81		20045017
psmb5	Abnormalities, Drug-Induced	MESH:D000014	PSMB5	5693	Congenital abnormality		Tobacco Smoke Pollution	87.81		27576004
psmb5	Abnormalities, Drug-Induced	MESH:D000014	PSMB5	5693	Congenital abnormality		Trichloroethylene	87.81		19910388
psmb5	Abnormalities, Drug-Induced	MESH:D000014	PSMB5	5693	Congenital abnormality		Trinitrotoluene	87.81		7525203
psmb5	Abnormalities, Drug-Induced	MESH:D000014	PSMB5	5693	Congenital abnormality		Valproic Acid	87.81		11091363|11223853|11339465|11986102|12196666|12237071|1363493|1377411|15123016|15208813|1574164|1574165|15901671|15955936|16112698|16239295|17320131|1893664|19174036|19507301|19850124|20025093|2284927|23888923|2499680|3080718|3140405|3142446|6126782|6147468|6150384|6401849|6412342|6428923|7687042|7852547|8363144|8816215|8875741|8935868|9344057
psmb5	Abnormalities, Drug-Induced	MESH:D000014	PSMB5	5693	Congenital abnormality		vinclozolin	87.81		25853433|29458080|32827888
psmb5	Abnormalities, Multiple	MESH:D000015	PSMB5	5693	Congenital abnormality		2,2',4,4'-tetrabromodiphenyl ether	60.04		20566336
psmb5	Abnormalities, Multiple	MESH:D000015	PSMB5	5693	Congenital abnormality		Atrazine	60.04		20809547
psmb5	Abnormalities, Multiple	MESH:D000015	PSMB5	5693	Congenital abnormality		bisphenol A	60.04		23637088|27107150|27486708|30248606
psmb5	Abnormalities, Multiple	MESH:D000015	PSMB5	5693	Congenital abnormality		Chlorpyrifos	60.04		23637088
psmb5	Abnormalities, Multiple	MESH:D000015	PSMB5	5693	Congenital abnormality		Copper	60.04		12604640
psmb5	Abnormalities, Multiple	MESH:D000015	PSMB5	5693	Congenital abnormality		Dibutyl Phthalate	60.04		22975441
psmb5	Abnormalities, Multiple	MESH:D000015	PSMB5	5693	Congenital abnormality		Estradiol	60.04		27107150
psmb5	Abnormalities, Multiple	MESH:D000015	PSMB5	5693	Congenital abnormality		Glyphosate	60.04		20695457
psmb5	Abnormalities, Multiple	MESH:D000015	PSMB5	5693	Congenital abnormality		Isotretinoin	60.04		18769834
psmb5	Abnormalities, Multiple	MESH:D000015	PSMB5	5693	Congenital abnormality		Particulate Matter	60.04		28391149
psmb5	Abnormalities, Multiple	MESH:D000015	PSMB5	5693	Congenital abnormality		perfluorooctane sulfonic acid	60.04		24667235
psmb5	Abnormalities, Multiple	MESH:D000015	PSMB5	5693	Congenital abnormality		perfluorooctanoic acid	60.04		31494276
psmb5	Abnormalities, Multiple	MESH:D000015	PSMB5	5693	Congenital abnormality		Phenobarbital	60.04		2492459
psmb5	Abnormalities, Multiple	MESH:D000015	PSMB5	5693	Congenital abnormality		Polycyclic Aromatic Hydrocarbons	60.04		29630969
psmb5	Abnormalities, Multiple	MESH:D000015	PSMB5	5693	Congenital abnormality		Tetrachlorodibenzodioxin	60.04		10048156|20566336|23811824|30398377
psmb5	Abnormalities, Multiple	MESH:D000015	PSMB5	5693	Congenital abnormality		Valproic Acid	60.04		11223853|15901671|19490988|23811354|2492459|6439041|8363144
psmb5	Abnormalities, Severe Teratoid	MESH:D009008	PSMB5	5693	Congenital abnormality		Acetaminophen	3.14		20566340
psmb5	Abortion, Spontaneous	MESH:D000022	PSMB5	5693	Pregnancy complication		Arsenic	25.25		12934964|20940111|22426358
psmb5	Abortion, Spontaneous	MESH:D000022	PSMB5	5693	Pregnancy complication		Chlorpyrifos	25.25		36769379
psmb5	Abortion, Spontaneous	MESH:D000022	PSMB5	5693	Pregnancy complication		Diethylhexyl Phthalate	25.25		22588786
psmb5	Abortion, Spontaneous	MESH:D000022	PSMB5	5693	Pregnancy complication		Diethylstilbestrol	25.25		10209454|79882
psmb5	Abortion, Spontaneous	MESH:D000022	PSMB5	5693	Pregnancy complication		Heparin	25.25		15592302|15671997
psmb5	Abortion, Spontaneous	MESH:D000022	PSMB5	5693	Pregnancy complication		Isotretinoin	25.25		3162101
psmb5	Abortion, Spontaneous	MESH:D000022	PSMB5	5693	Pregnancy complication		perfluorooctanoic acid	25.25		23978332|32319790
psmb5	Abortion, Spontaneous	MESH:D000022	PSMB5	5693	Pregnancy complication		sodium arsenite	25.25		17569693
psmb5	Abortion, Spontaneous	MESH:D000022	PSMB5	5693	Pregnancy complication		Vehicle Emissions	25.25		20049215
psmb5	Abruptio Placentae	MESH:D000037	PSMB5	5693	Pregnancy complication		Phenobarbital	3.42		19047607
psmb5	Accutane embryopathy	MESH:C535670	PSMB5	5693	Congenital abnormality		Isotretinoin	5.13		11105626|15864947|2278026|2933136|3162101|6237184|6591112|7499738
psmb5	Acidosis	MESH:D000138	PSMB5	5693	Metabolic disease		Acetaminophen	30.37		10092726|3403780|8214766
psmb5	Acidosis	MESH:D000138	PSMB5	5693	Metabolic disease		Ammonium Chloride	30.37		18287403
psmb5	Acidosis	MESH:D000138	PSMB5	5693	Metabolic disease		benzyloxycarbonylleucyl-leucyl-leucine aldehyde	30.37		29618784
psmb5	Acidosis	MESH:D000138	PSMB5	5693	Metabolic disease		Copper	30.37		11820775
psmb5	Acidosis	MESH:D000138	PSMB5	5693	Metabolic disease		Diethylhexyl Phthalate	30.37		22672789
psmb5	Acidosis	MESH:D000138	PSMB5	5693	Metabolic disease		Lactic Acid	30.37		18406487|20872349
psmb5	Acidosis	MESH:D000138	PSMB5	5693	Metabolic disease		Ritonavir	30.37		12473836
psmb5	Acidosis	MESH:D000138	PSMB5	5693	Metabolic disease		Theophylline	30.37		3769383|6506685
psmb5	Acidosis	MESH:D000138	PSMB5	5693	Metabolic disease		Valproic Acid	30.37		11891102
psmb5	Acidosis, Lactic	MESH:D000140	PSMB5	5693	Metabolic disease		Acetaminophen	26.95		10447915|18609519
psmb5	Acidosis, Lactic	MESH:D000140	PSMB5	5693	Metabolic disease		Clozapine	26.95		9034416
psmb5	Acidosis, Lactic	MESH:D000140	PSMB5	5693	Metabolic disease		Glucose	26.95		19427052
psmb5	Acidosis, Lactic	MESH:D000140	PSMB5	5693	Metabolic disease		Lactic Acid	26.95		11356440
psmb5	Acidosis, Lactic	MESH:D000140	PSMB5	5693	Metabolic disease		Lipopolysaccharides	26.95		9445295
psmb5	Acidosis, Lactic	MESH:D000140	PSMB5	5693	Metabolic disease		Ritonavir	26.95		9786823
psmb5	Acidosis, Lactic	MESH:D000140	PSMB5	5693	Metabolic disease		Valproic Acid	26.95		3922731
psmb5	Acidosis, Respiratory	MESH:D000142	PSMB5	5693	Metabolic disease|Respiratory tract disease		Copper Sulfate	2.94		7265320
psmb5	Acinetobacter Infections	MESH:D000151	PSMB5	5693	Bacterial infection or mycosis		Plant Extracts	3.85		22182644
psmb5	Acneiform Eruptions	MESH:D017486	PSMB5	5693	Skin disease		Isotretinoin	3.89		16232082
psmb5	Acne Vulgaris	MESH:D000152	PSMB5	5693	Skin disease		Ethinyl Estradiol	13.33		12615818|15269926|17505938|2945082|8222658
psmb5	Acne Vulgaris	MESH:D000152	PSMB5	5693	Skin disease		Isotretinoin	13.33		10831665|11464180|12207595|12587200|12622636|12653758|12963905|15204147|15826276|15897376|16185265|16232082|16405632|17062097|17166623|17277875|17286159|17305209|17472998|17501969|17556790|1831820|18363422|18769834|19382995|19783054|19950851|20059367|20236286|2039732|2933136|2938008|3157930|34224824|6225882|6238241|6591112|7769163|8347155|8655244|8746368|8961893|9330049|9784036
psmb5	Acne Vulgaris	MESH:D000152	PSMB5	5693	Skin disease		Tobacco Smoke Pollution	13.33		15029439
psmb5	Acne Vulgaris	MESH:D000152	PSMB5	5693	Skin disease		Vitamin E	13.33		6455256
psmb5	Acquired Immunodeficiency Syndrome	MESH:D000163	PSMB5	5693	Immune system disease|Viral disease		Ritonavir	4.40		10452668|8782789
psmb5	Activated Protein C Resistance	MESH:D020016	PSMB5	5693	Blood disease|Genetic disease (inborn)		Estradiol	2.95		11703344
psmb5	Acute Coronary Syndrome	MESH:D054058	PSMB5	5693	Cardiovascular disease		Copper	5.41		15966572
psmb5	Acute Coronary Syndrome	MESH:D054058	PSMB5	5693	Cardiovascular disease		Heparin	5.41		18972074|7923645
psmb5	Acute Disease	MESH:D000208	PSMB5	5693	Pathology (process)		Valproic Acid	2.58		15289703
psmb5	Acute Kidney Injury	MESH:D058186	PSMB5	5693	Urogenital disease (female)|Urogenital disease (male)		2,2',4,4'-tetrabromodiphenyl ether	84.96		37357614
psmb5	Acute Kidney Injury	MESH:D058186	PSMB5	5693	Urogenital disease (female)|Urogenital disease (male)		Acetaminophen	84.96		10454517|10462288|10529635|15058171|15118981|15546480|1605724|1676404|19109935|19183124|19369842|19515070|19639374|19815612|19995690|22093918|2302954|2873910|30099449|3403780|35020164|35243748|3605153|3747662|3827589|3992409|455818|6173498|6708674|6800515|6802245|6825559|6877410|7100020|7318260|7364436|7969685|8156726|8244261|8317017|8669426|8812206|9085330|9381478|9796772|9858252
psmb5	Acute Kidney Injury	MESH:D058186	PSMB5	5693	Urogenital disease (female)|Urogenital disease (male)		aristolochic acid I	84.96		24530882|26204831|27422293|34677723
psmb5	Acute Kidney Injury	MESH:D058186	PSMB5	5693	Urogenital disease (female)|Urogenital disease (male)		bisphenol A	84.96		24625398
psmb5	Acute Kidney Injury	MESH:D058186	PSMB5	5693	Urogenital disease (female)|Urogenital disease (male)		Clofibrate	84.96		12503032|55557|7437867
psmb5	Acute Kidney Injury	MESH:D058186	PSMB5	5693	Urogenital disease (female)|Urogenital disease (male)		Clozapine	84.96		10513719|10939762|12123128|20126316
psmb5	Acute Kidney Injury	MESH:D058186	PSMB5	5693	Urogenital disease (female)|Urogenital disease (male)		Copper Sulfate	84.96		30431687|602954
psmb5	Acute Kidney Injury	MESH:D058186	PSMB5	5693	Urogenital disease (female)|Urogenital disease (male)		Dimethylnitrosamine	84.96		28321044
psmb5	Acute Kidney Injury	MESH:D058186	PSMB5	5693	Urogenital disease (female)|Urogenital disease (male)		Doxorubicin	84.96		18680783|21354902|21812276|25411067|26825964|28885000|29474904|30543781|3070145|31376360|32289291
psmb5	Acute Kidney Injury	MESH:D058186	PSMB5	5693	Urogenital disease (female)|Urogenital disease (male)		Dronabinol	84.96		16161930
psmb5	Acute Kidney Injury	MESH:D058186	PSMB5	5693	Urogenital disease (female)|Urogenital disease (male)		Flutamide	84.96		12180480
psmb5	Acute Kidney Injury	MESH:D058186	PSMB5	5693	Urogenital disease (female)|Urogenital disease (male)		Glyphosate	84.96		24361898|32818823
psmb5	Acute Kidney Injury	MESH:D058186	PSMB5	5693	Urogenital disease (female)|Urogenital disease (male)		Heparin	84.96		1310879|17996113|3803229|435128|4713939
psmb5	Acute Kidney Injury	MESH:D058186	PSMB5	5693	Urogenital disease (female)|Urogenital disease (male)		Lipopolysaccharides	84.96		22253906|24561306|24973090|26055553|31654708|32687258|37436358
psmb5	Acute Kidney Injury	MESH:D058186	PSMB5	5693	Urogenital disease (female)|Urogenital disease (male)		Paraquat	84.96		21991918|26988026|28123623|30562684|33838153
psmb5	Acute Kidney Injury	MESH:D058186	PSMB5	5693	Urogenital disease (female)|Urogenital disease (male)		Particulate Matter	84.96		19797351|34751495
psmb5	Acute Kidney Injury	MESH:D058186	PSMB5	5693	Urogenital disease (female)|Urogenital disease (male)		perfluorooctane sulfonic acid	84.96		35934180
psmb5	Acute Kidney Injury	MESH:D058186	PSMB5	5693	Urogenital disease (female)|Urogenital disease (male)		Phenobarbital	84.96		1485575
psmb5	Acute Kidney Injury	MESH:D058186	PSMB5	5693	Urogenital disease (female)|Urogenital disease (male)		pirinixic acid	84.96		12503032
psmb5	Acute Kidney Injury	MESH:D058186	PSMB5	5693	Urogenital disease (female)|Urogenital disease (male)		Plant Extracts	84.96		18680783|19736602|22021999
psmb5	Acute Kidney Injury	MESH:D058186	PSMB5	5693	Urogenital disease (female)|Urogenital disease (male)		Resveratrol	84.96		16488442|16538975|21593185|24958931
psmb5	Acute Kidney Injury	MESH:D058186	PSMB5	5693	Urogenital disease (female)|Urogenital disease (male)		Ritonavir	84.96		10452668|8992345|9850700
psmb5	Acute Kidney Injury	MESH:D058186	PSMB5	5693	Urogenital disease (female)|Urogenital disease (male)		Rotenone	84.96		30099449
psmb5	Acute Kidney Injury	MESH:D058186	PSMB5	5693	Urogenital disease (female)|Urogenital disease (male)		Smoke	84.96		10095180|578557
psmb5	Acute Kidney Injury	MESH:D058186	PSMB5	5693	Urogenital disease (female)|Urogenital disease (male)		sodium arsenate	84.96		23724280
psmb5	Acute Kidney Injury	MESH:D058186	PSMB5	5693	Urogenital disease (female)|Urogenital disease (male)		sodium arsenite	84.96		21094152|23724280|32736004|32818823
psmb5	Acute Kidney Injury	MESH:D058186	PSMB5	5693	Urogenital disease (female)|Urogenital disease (male)		Sulindac	84.96		7897758
psmb5	Acute Kidney Injury	MESH:D058186	PSMB5	5693	Urogenital disease (female)|Urogenital disease (male)		tanshinone	84.96		35243748
psmb5	Acute Kidney Injury	MESH:D058186	PSMB5	5693	Urogenital disease (female)|Urogenital disease (male)		Theophylline	84.96		10441997|1956491|2858780
psmb5	Acute Kidney Injury	MESH:D058186	PSMB5	5693	Urogenital disease (female)|Urogenital disease (male)		Tobacco Smoke Pollution	84.96		29177025
psmb5	Acute Kidney Injury	MESH:D058186	PSMB5	5693	Urogenital disease (female)|Urogenital disease (male)		Valproic Acid	84.96		29968957
psmb5	Acute Kidney Injury	MESH:D058186	PSMB5	5693	Urogenital disease (female)|Urogenital disease (male)		Vehicle Emissions	84.96		19797351|34751495
psmb5	Acute Kidney Injury	MESH:D058186	PSMB5	5693	Urogenital disease (female)|Urogenital disease (male)		Vitamin E	84.96		3353995|9763232
psmb5	Acute Lung Injury	MESH:D055371	PSMB5	5693	Respiratory tract disease		Benzo(a)pyrene	47.18		28032951
psmb5	Acute Lung Injury	MESH:D055371	PSMB5	5693	Respiratory tract disease		cypermethrin	47.18		35876585
psmb5	Acute Lung Injury	MESH:D055371	PSMB5	5693	Respiratory tract disease		Diacetyl	47.18		27851905
psmb5	Acute Lung Injury	MESH:D055371	PSMB5	5693	Respiratory tract disease		Dronabinol	47.18		32612530|32754917
psmb5	Acute Lung Injury	MESH:D055371	PSMB5	5693	Respiratory tract disease		lipopolysaccharide, Escherichia coli O111 B4	47.18		21473879|23625030|25080890|26213241|26892447|28442377|30924981|36537648
psmb5	Acute Lung Injury	MESH:D055371	PSMB5	5693	Respiratory tract disease		Lipopolysaccharides	47.18		11850527|15612528|15665042|17400256|17448272|18653653|19010997|19374788|20539014|20972769|21153920|21284090|21307008|21352201|21511011|21600178|21875662|21925167|21939782|22135065|22696397|23313377|24818579|25845602|26360969|26363199|27302421|27830717|28245985|28600744|29480285|30102002|30769083|32147387|33109608|33930521|34687491|34978009|35616142|37148149|37182445
psmb5	Acute Lung Injury	MESH:D055371	PSMB5	5693	Respiratory tract disease		Nanotubes, Carbon	47.18		31265265
psmb5	Acute Lung Injury	MESH:D055371	PSMB5	5693	Respiratory tract disease		Ozone	47.18		26673133|27240593|29947284
psmb5	Acute Lung Injury	MESH:D055371	PSMB5	5693	Respiratory tract disease		Paraquat	47.18		19712760|20004239|20498031|21801858|21941782|23603004|24535699|24812154|24893116|24963491|25215149|25304964|25338942|25461551|25579023|25674253|25815693|25891457|26313688|26708779|26722498|26813466|27014807|27890776|28131803|28363843|28474156|28480221|28600744|30025709|30088170|30571954|30726711|30797787|30967525|32680482|32763286|33592258|34455893
psmb5	Acute Lung Injury	MESH:D055371	PSMB5	5693	Respiratory tract disease		Particulate Matter	47.18		12396868|12832678|16298680|28351761|29559844|29883952|31279222
psmb5	Acute Lung Injury	MESH:D055371	PSMB5	5693	Respiratory tract disease		pirinixic acid	47.18		18653653
psmb5	Acute Lung Injury	MESH:D055371	PSMB5	5693	Respiratory tract disease		Plant Extracts	47.18		28032951
psmb5	Acute Lung Injury	MESH:D055371	PSMB5	5693	Respiratory tract disease		Resveratrol	47.18		16488442|21284090|22646800|23625030|24818579|26708779
psmb5	Acute Lung Injury	MESH:D055371	PSMB5	5693	Respiratory tract disease		Smoke	47.18		29100208
psmb5	Acute Lung Injury	MESH:D055371	PSMB5	5693	Respiratory tract disease		Vehicle Emissions	47.18		12832678|16298680
psmb5	Adams-Stokes Syndrome	MESH:D000219	PSMB5	5693	Cardiovascular disease|Pathology (process)		Isoproterenol	3.85		5639626|6028741
psmb5	Adenocarcinoma	MESH:D000230	PSMB5	5693	Cancer		4,4'-hexafluorisopropylidene diphenol	69.68		30102602
psmb5	Adenocarcinoma	MESH:D000230	PSMB5	5693	Cancer		4-(N-methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone	69.68		17145898|19336973|25221795
psmb5	Adenocarcinoma	MESH:D000230	PSMB5	5693	Cancer		9,10-Dimethyl-1,2-benzanthracene	69.68		10697514|12097258|12844480|16941229|21398560|22248470|6280079|9131265
psmb5	Adenocarcinoma	MESH:D000230	PSMB5	5693	Cancer		Atrazine	69.68		21768606
psmb5	Adenocarcinoma	MESH:D000230	PSMB5	5693	Cancer		Benzo(a)pyrene	69.68		20127859|20464547
psmb5	Adenocarcinoma	MESH:D000230	PSMB5	5693	Cancer		bisphenol A	69.68		19590677|23810794|27721470|30387366|31287222
psmb5	Adenocarcinoma	MESH:D000230	PSMB5	5693	Cancer		bisphenol S	69.68		30102602
psmb5	Adenocarcinoma	MESH:D000230	PSMB5	5693	Cancer		Diethylstilbestrol	69.68		10454265|1137707|11389053|14659782|1597405|2040004|21747122|22989549|3166956|332603|3461643|3607779|3753751|4027990|4038685|4721406|481577|4856713|5076457|5549830|5556578|567256|6542052|6572737|6588221|7066910|7705955|8019968|9111216|9290700
psmb5	Adenocarcinoma	MESH:D000230	PSMB5	5693	Cancer		Dimethylnitrosamine	69.68		16033868|6428851
psmb5	Adenocarcinoma	MESH:D000230	PSMB5	5693	Cancer		Doxorubicin	69.68		11350909|12063298|1268859|17418594|3133435|3694619|6340628|639071|7103641|985619
psmb5	Adenocarcinoma	MESH:D000230	PSMB5	5693	Cancer		Estradiol	69.68		11006573|11375906|11473722|1455690|20732338|22389237|30387366|6280079|7728979|9131265
psmb5	Adenocarcinoma	MESH:D000230	PSMB5	5693	Cancer		Estrone	69.68		5556578|858144
psmb5	Adenocarcinoma	MESH:D000230	PSMB5	5693	Cancer		Ethinyl Estradiol	69.68		10667565|14692618|30387366|65687
psmb5	Adenocarcinoma	MESH:D000230	PSMB5	5693	Cancer		Flutamide	69.68		12820454|15154626
psmb5	Adenocarcinoma	MESH:D000230	PSMB5	5693	Cancer		nimesulide	69.68		12717830
psmb5	Adenocarcinoma	MESH:D000230	PSMB5	5693	Cancer		Phenobarbital	69.68		7586145
psmb5	Adenocarcinoma	MESH:D000230	PSMB5	5693	Cancer		Resveratrol	69.68		23248098|23810794|25061499
psmb5	Adenocarcinoma	MESH:D000230	PSMB5	5693	Cancer		sodium arsenate	69.68		10873715
psmb5	Adenocarcinoma	MESH:D000230	PSMB5	5693	Cancer		sodium arsenite	69.68		20937726
psmb5	Adenocarcinoma	MESH:D000230	PSMB5	5693	Cancer		Sulindac	69.68		11910360
psmb5	Adenocarcinoma	MESH:D000230	PSMB5	5693	Cancer		Tamoxifen	69.68		15750629|8360713
psmb5	Adenocarcinoma	MESH:D000230	PSMB5	5693	Cancer		Valproic Acid	69.68		1729766
psmb5	Adenocarcinoma	MESH:D000230	PSMB5	5693	Cancer		Vitamin E	69.68		9200147
psmb5	Adenocarcinoma, Bronchiolo-Alveolar	MESH:D002282	PSMB5	5693	Cancer		Tobacco Smoke Pollution	2.74		15814487
psmb5	Adenocarcinoma, Clear Cell	MESH:D018262	PSMB5	5693	Cancer		Diethylstilbestrol	4.08		11437935|1253110|15196869|1627392|16583845|17292458|1743561|18394687|20204493|22100434|22445810|3385459|3574818|3643169|3963071|398263|424100|424102|4347264|463989|4668177|4696964|4709529|4720194|4822648|507130|523031|656822|6662641|6823342|703988|7088431|7195652|7243130|7272973|7465156|7470424|851158|8677407|9718055|9754764
psmb5	Adenocarcinoma, Mucinous	MESH:D002288	PSMB5	5693	Cancer		Diethylstilbestrol	3.74		7672708
psmb5	Adenocarcinoma of Lung	MESH:D000077192	PSMB5	5693	Cancer		4-(N-methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone	13.74		11079726|19380174|26864819
psmb5	Adenocarcinoma of Lung	MESH:D000077192	PSMB5	5693	Cancer		Ivermectin	13.74		32201246
psmb5	Adenocarcinoma of Lung	MESH:D000077192	PSMB5	5693	Cancer		Particulate Matter	13.74		30664991|9455688
psmb5	Adenocarcinoma of Lung	MESH:D000077192	PSMB5	5693	Cancer		Resveratrol	13.74		18089832
psmb5	Adenocarcinoma of Lung	MESH:D000077192	PSMB5	5693	Cancer		Theophylline	13.74		11079726
psmb5	Adenocarcinoma of Lung	MESH:D000077192	PSMB5	5693	Cancer		Vehicle Emissions	13.74		26452295
psmb5	Adenocarcinoma, Papillary	MESH:D000231	PSMB5	5693	Cancer		Phenobarbital	3.59		6850638
psmb5	Adenoma	MESH:D000236	PSMB5	5693	Cancer		4-(N-methyl-N-nitrosamino)-1-(3-pyridyl)-1-butanone	65.19		16176798|17145898|21167638|26864819|33939976|8912846
psmb5	Adenoma	MESH:D000236	PSMB5	5693	Cancer		9,10-Dimethyl-1,2-benzanthracene	65.19		11376689|21398560
psmb5	Adenoma	MESH:D000236	PSMB5	5693	Cancer		Arsenic	65.19		32062438
psmb5	Adenoma	MESH:D000236	PSMB5	5693	Cancer		Benzo(a)pyrene	65.19		19841130|21562034|32062438|33939976|3802065|6695378|8571376|8761429|8912846
psmb5	Adenoma	MESH:D000236	PSMB5	5693	Cancer		beta-Naphthoflavone	65.19		19389873
psmb5	Adenoma	MESH:D000236	PSMB5	5693	Cancer		decabromobiphenyl ether	65.19		23531792
psmb5	Adenoma	MESH:D000236	PSMB5	5693	Cancer		Diethylhexyl Phthalate	65.19		3102426
psmb5	Adenoma	MESH:D000236	PSMB5	5693	Cancer		Dimethylnitrosamine	65.19		19555203|29024620|3180032|6428851
psmb5	Adenoma	MESH:D000236	PSMB5	5693	Cancer		Methylcholanthrene	65.19		10545420|6695378
psmb5	Adenoma	MESH:D000236	PSMB5	5693	Cancer		Particulate Matter	65.19		9455688
psmb5	Adenoma	MESH:D000236	PSMB5	5693	Cancer		Permethrin	65.19		28431163
psmb5	Adenoma	MESH:D000236	PSMB5	5693	Cancer		Phenobarbital	65.19		21424122|23531792|2387015|3180032|6850638|7923571
psmb5	Adenoma	MESH:D000236	PSMB5	5693	Cancer		Piperonyl Butoxide	65.19		23531792
