# Input	DiseaseName	DiseaseID	GeneSymbol	GeneID	DiseaseCategories	DirectEvidence	InferenceChemicalName	InferenceScore	OmimIDs	PubMedIDs
sgk1	Albuminuria	MESH:D000419	SGK1	6446	Signs and symptoms|Urogenital disease (female)|Urogenital disease (male)		Fructose	54.53		26358169
sgk1	Albuminuria	MESH:D000419	SGK1	6446	Signs and symptoms|Urogenital disease (female)|Urogenital disease (male)		Hydroxyurea	54.53		24084325
sgk1	Albuminuria	MESH:D000419	SGK1	6446	Signs and symptoms|Urogenital disease (female)|Urogenital disease (male)		Metformin	54.53		29380373|30290168
sgk1	Albuminuria	MESH:D000419	SGK1	6446	Signs and symptoms|Urogenital disease (female)|Urogenital disease (male)		Niclosamide	54.53		28318631
sgk1	Albuminuria	MESH:D000419	SGK1	6446	Signs and symptoms|Urogenital disease (female)|Urogenital disease (male)		Pioglitazone	54.53		11912544
sgk1	Albuminuria	MESH:D000419	SGK1	6446	Signs and symptoms|Urogenital disease (female)|Urogenital disease (male)		Raloxifene Hydrochloride	54.53		17308373|17451421
sgk1	Albuminuria	MESH:D000419	SGK1	6446	Signs and symptoms|Urogenital disease (female)|Urogenital disease (male)		Rosiglitazone	54.53		12571610
sgk1	Albuminuria	MESH:D000419	SGK1	6446	Signs and symptoms|Urogenital disease (female)|Urogenital disease (male)		sodium arsenite	54.53		34272803
sgk1	Albuminuria	MESH:D000419	SGK1	6446	Signs and symptoms|Urogenital disease (female)|Urogenital disease (male)		Sodium Chloride, Dietary	54.53		30290168
sgk1	Albuminuria	MESH:D000419	SGK1	6446	Signs and symptoms|Urogenital disease (female)|Urogenital disease (male)		Streptozocin	54.53		10553876|11508272|11912544|14647892|15818713|16037304|18569938|19673932|19895808|21832210|22116744|22733486|23376009|23611540|24413998|25503068|29291386|29420703|29988851|30184259|31726037|33631230|35243728|7589874|8206591
sgk1	Albuminuria	MESH:D000419	SGK1	6446	Signs and symptoms|Urogenital disease (female)|Urogenital disease (male)		Troglitazone	54.53		11912544
sgk1	Alcoholic Intoxication	MESH:D000435	SGK1	6446	Mental disorder|Substance-related disorder		Cannabidiol	11.48		31074060
sgk1	Alcoholic Intoxication	MESH:D000435	SGK1	6446	Mental disorder|Substance-related disorder		Ethanol	11.48		16402636|22280800|31074060|7617798|8115696|8723618
sgk1	Alcoholic Intoxication	MESH:D000435	SGK1	6446	Mental disorder|Substance-related disorder		Paclitaxel	11.48		16402636
sgk1	Alcohol-Induced Disorders	MESH:D020751	SGK1	6446	Substance-related disorder		Acetaminophen	11.14		21127120
sgk1	Alcohol-Induced Disorders	MESH:D020751	SGK1	6446	Substance-related disorder		Ethanol	11.14		123503|22298809|22486589|26711020|29800586|35713687
sgk1	Alcohol-Induced Disorders	MESH:D020751	SGK1	6446	Substance-related disorder		Fluoxetine	11.14		31339221
sgk1	Alcohol-Induced Disorders, Nervous System	MESH:D020268	SGK1	6446	Nervous system disease|Substance-related disorder		Ethanol	3.17		15451039|15451040|24223948|24336307
sgk1	Alcoholism	MESH:D000437	SGK1	6446	Mental disorder|Substance-related disorder		Cannabidiol	20.85		28194850|29859012
sgk1	Alcoholism	MESH:D000437	SGK1	6446	Mental disorder|Substance-related disorder		Estradiol	20.85		8590623
sgk1	Alcoholism	MESH:D000437	SGK1	6446	Mental disorder|Substance-related disorder		Ethanol	20.85		10708326|12237745|15542752|16923153|19968830|28194850|2866286|34553211|6142366|6542488|6685307|7885422
sgk1	Alcoholism	MESH:D000437	SGK1	6446	Mental disorder|Substance-related disorder		Ivermectin	20.85		21402096
sgk1	Alcoholism	MESH:D000437	SGK1	6446	Mental disorder|Substance-related disorder		Methamphetamine	20.85		20636664
sgk1	Alcoholism	MESH:D000437	SGK1	6446	Mental disorder|Substance-related disorder		Nicotine	20.85		17067804
sgk1	Alcoholism	MESH:D000437	SGK1	6446	Mental disorder|Substance-related disorder		N-Methyl-3,4-methylenedioxyamphetamine	20.85		18524499
sgk1	Alcoholism	MESH:D000437	SGK1	6446	Mental disorder|Substance-related disorder		Valproic Acid	20.85		15643110
sgk1	Alcohol-Related Disorders	MESH:D019973	SGK1	6446	Mental disorder|Substance-related disorder		Ethanol	14.79		21360948|23291223|4062453|9164573
sgk1	Alcohol-Related Disorders	MESH:D019973	SGK1	6446	Mental disorder|Substance-related disorder		lead acetate	14.79		30385389
sgk1	Alcohol-Related Disorders	MESH:D019973	SGK1	6446	Mental disorder|Substance-related disorder		Morphine	14.79		8174503
sgk1	Alcohol-Related Disorders	MESH:D019973	SGK1	6446	Mental disorder|Substance-related disorder		Valproic Acid	14.79		20204907
sgk1	Alcohol Withdrawal Delirium	MESH:D000430	SGK1	6446	Mental disorder|Nervous system disease|Substance-related disorder		Ethanol	6.70		25307574
sgk1	Alcohol Withdrawal Delirium	MESH:D000430	SGK1	6446	Mental disorder|Nervous system disease|Substance-related disorder		Haloperidol	6.70		7220787|98722
sgk1	Alcohol Withdrawal Seizures	MESH:D020270	SGK1	6446	Nervous system disease|Signs and symptoms|Substance-related disorder		Ethanol	6.99		16923153|7573789
sgk1	Alcohol Withdrawal Seizures	MESH:D020270	SGK1	6446	Nervous system disease|Signs and symptoms|Substance-related disorder		Phenobarbital	6.99		3746988
sgk1	Alkalosis	MESH:D000471	SGK1	6446	Metabolic disease		Calcitriol	18.52		8667442
sgk1	Alkalosis	MESH:D000471	SGK1	6446	Metabolic disease		Cisplatin	18.52		16723030
sgk1	Alkalosis	MESH:D000471	SGK1	6446	Metabolic disease		Cyclophosphamide	18.52		582354
sgk1	Alkalosis	MESH:D000471	SGK1	6446	Metabolic disease		Gentamicins	18.52		12571406
sgk1	Alkalosis	MESH:D000471	SGK1	6446	Metabolic disease		Valproic Acid	18.52		10227223
sgk1	Alkalosis	MESH:D000471	SGK1	6446	Metabolic disease		Vincristine	18.52		582354
sgk1	Alopecia	MESH:D000505	SGK1	6446	Pathology (anatomical condition)|Skin disease		Calcitriol	38.45		9764839
sgk1	Alopecia	MESH:D000505	SGK1	6446	Pathology (anatomical condition)|Skin disease		Cisplatin	38.45		11104554|15923795|2121628|8643971|8751544|9007121|985619|9879292
sgk1	Alopecia	MESH:D000505	SGK1	6446	Pathology (anatomical condition)|Skin disease		Cocaine	38.45		9027629
sgk1	Alopecia	MESH:D000505	SGK1	6446	Pathology (anatomical condition)|Skin disease		Colchicine	38.45		15088997|33002524|405656|843157
sgk1	Alopecia	MESH:D000505	SGK1	6446	Pathology (anatomical condition)|Skin disease		Cyclophosphamide	38.45		30760223|4168247|4551303|4559404|4700007|6392368|9390207|9764839|9816034
sgk1	Alopecia	MESH:D000505	SGK1	6446	Pathology (anatomical condition)|Skin disease		Doxorubicin	38.45		11147586|11522636|14998846|1987737|20185313|2224762|2468745|309102|3894277|4795227|6891885|7740334|8893895|9374088|9390207|9816034|985619
sgk1	Alopecia	MESH:D000505	SGK1	6446	Pathology (anatomical condition)|Skin disease		Estradiol	38.45		20053802
sgk1	Alopecia	MESH:D000505	SGK1	6446	Pathology (anatomical condition)|Skin disease		manganese chloride	38.45		19778223
sgk1	Alopecia	MESH:D000505	SGK1	6446	Pathology (anatomical condition)|Skin disease		Paclitaxel	38.45		11104554|11147586|12442916|15923795|15961435|16354605|20025538|30563934|7884419|8636602|8643971|8708721|8751544|8893892|8893895|9007121|9007123|9007126|9149030|9346219|9374088|9774950
sgk1	Alopecia	MESH:D000505	SGK1	6446	Pathology (anatomical condition)|Skin disease		Phenobarbital	38.45		6782217
sgk1	Alopecia	MESH:D000505	SGK1	6446	Pathology (anatomical condition)|Skin disease		Tretinoin	38.45		15955085|3771854
sgk1	Alopecia	MESH:D000505	SGK1	6446	Pathology (anatomical condition)|Skin disease		tributyltin	38.45		27310180
sgk1	Alopecia	MESH:D000505	SGK1	6446	Pathology (anatomical condition)|Skin disease		Valproic Acid	38.45		11393369|3107169|6107726|6772435|6782217
sgk1	Alopecia	MESH:D000505	SGK1	6446	Pathology (anatomical condition)|Skin disease		Vincristine	38.45		24374478|2862358|29958920|4294312|4348690|4352365|4551303|4559404|5067790|5254045|5660206|5813374
sgk1	Alstrom Syndrome	MESH:D056769	SGK1	6446	Congenital abnormality|Eye disease|Genetic disease (inborn)|Nervous system disease		Metformin	9.49		18038714
sgk1	Alstrom Syndrome	MESH:D056769	SGK1	6446	Congenital abnormality|Eye disease|Genetic disease (inborn)|Nervous system disease		Rosiglitazone	9.49		18038714
sgk1	Altitude Sickness	MESH:D000532	SGK1	6446	Respiratory tract disease		Dexamethasone	2.90		10915127
sgk1	Alveolar Bone Loss	MESH:D016301	SGK1	6446	Mouth disease|Musculoskeletal disease		Indomethacin	6.90		17225004
sgk1	Alveolar Bone Loss	MESH:D016301	SGK1	6446	Mouth disease|Musculoskeletal disease		Lipopolysaccharides	6.90		26497626
sgk1	Alveolitis, Extrinsic Allergic	MESH:D000542	SGK1	6446	Immune system disease|Respiratory tract disease		Air Pollutants	12.36		28106813
sgk1	Alveolitis, Extrinsic Allergic	MESH:D000542	SGK1	6446	Immune system disease|Respiratory tract disease		Cocaine	12.36		15483504
sgk1	Alveolitis, Extrinsic Allergic	MESH:D000542	SGK1	6446	Immune system disease|Respiratory tract disease		Particulate Matter	12.36		28106813|28415675
sgk1	Alzheimer Disease	MESH:D000544	SGK1	6446	Mental disorder|Nervous system disease		4-hydroxy-2-nonenal	46.83		19374891
sgk1	Alzheimer Disease	MESH:D000544	SGK1	6446	Mental disorder|Nervous system disease		Air Pollutants	46.83		33882496
sgk1	Alzheimer Disease	MESH:D000544	SGK1	6446	Mental disorder|Nervous system disease		Cadmium	46.83		27301955|29170048
sgk1	Alzheimer Disease	MESH:D000544	SGK1	6446	Mental disorder|Nervous system disease		Cannabidiol	46.83		27567873
sgk1	Alzheimer Disease	MESH:D000544	SGK1	6446	Mental disorder|Nervous system disease		Colchicine	46.83		17652827|9449054
sgk1	Alzheimer Disease	MESH:D000544	SGK1	6446	Mental disorder|Nervous system disease		Copper	46.83		11795876|16325427|16410023|16866297|16886094|16962711|17119284|18248325|20640797|21423579|25352456|25542178|34219710
sgk1	Alzheimer Disease	MESH:D000544	SGK1	6446	Mental disorder|Nervous system disease		Copper Sulfate	46.83		17851187
sgk1	Alzheimer Disease	MESH:D000544	SGK1	6446	Mental disorder|Nervous system disease		Dronabinol	46.83		27567873
sgk1	Alzheimer Disease	MESH:D000544	SGK1	6446	Mental disorder|Nervous system disease		Glucose	46.83		24055495
sgk1	Alzheimer Disease	MESH:D000544	SGK1	6446	Mental disorder|Nervous system disease		Haloperidol	46.83		3711028|9812111
sgk1	Alzheimer Disease	MESH:D000544	SGK1	6446	Mental disorder|Nervous system disease		Hydrogen Peroxide	46.83		12192006
sgk1	Alzheimer Disease	MESH:D000544	SGK1	6446	Mental disorder|Nervous system disease		Indomethacin	46.83		15579461|17627676
sgk1	Alzheimer Disease	MESH:D000544	SGK1	6446	Mental disorder|Nervous system disease		Mifepristone	46.83		17107752
sgk1	Alzheimer Disease	MESH:D000544	SGK1	6446	Mental disorder|Nervous system disease		Nanotubes, Carbon	46.83		20056170
sgk1	Alzheimer Disease	MESH:D000544	SGK1	6446	Mental disorder|Nervous system disease		Nicotine	46.83		16627626|17135361
sgk1	Alzheimer Disease	MESH:D000544	SGK1	6446	Mental disorder|Nervous system disease		Ozone	46.83		27239507|36089140
sgk1	Alzheimer Disease	MESH:D000544	SGK1	6446	Mental disorder|Nervous system disease		Particulate Matter	46.83		25978701|27239507
sgk1	Alzheimer Disease	MESH:D000544	SGK1	6446	Mental disorder|Nervous system disease		Raloxifene Hydrochloride	46.83		15800139
sgk1	Alzheimer Disease	MESH:D000544	SGK1	6446	Mental disorder|Nervous system disease		Rosiglitazone	46.83		16446752|19621015|20336061
sgk1	Alzheimer Disease	MESH:D000544	SGK1	6446	Mental disorder|Nervous system disease		Streptozocin	46.83		18208924|18515212|20683499|21290839|23060470|23087135|24055495|26511841|34428446
sgk1	Amblyopia	MESH:D000550	SGK1	6446	Eye disease|Nervous system disease|Signs and symptoms		Hexachlorocyclohexane	15.67		66660
sgk1	Amblyopia	MESH:D000550	SGK1	6446	Eye disease|Nervous system disease|Signs and symptoms		Smoke	15.67		1215251
sgk1	Amblyopia	MESH:D000550	SGK1	6446	Eye disease|Nervous system disease|Signs and symptoms		Tamoxifen	15.67		18415107
sgk1	Amblyopia	MESH:D000550	SGK1	6446	Eye disease|Nervous system disease|Signs and symptoms		Valproic Acid	15.67		17688650
sgk1	Amenorrhea	MESH:D000568	SGK1	6446	Pathology (process)		Cyclophosphamide	11.62		16207182|779796
sgk1	Amenorrhea	MESH:D000568	SGK1	6446	Pathology (process)		Dexamethasone	11.62		16207182
sgk1	Amenorrhea	MESH:D000568	SGK1	6446	Pathology (process)		Ethinyl Estradiol	11.62		2576253|2576255
sgk1	Amenorrhea	MESH:D000568	SGK1	6446	Pathology (process)		Medroxyprogesterone Acetate	11.62		3159786|6461984
sgk1	Amnesia	MESH:D000647	SGK1	6446	Mental disorder|Nervous system disease|Signs and symptoms		Amphetamine	35.53		561405
sgk1	Amnesia	MESH:D000647	SGK1	6446	Mental disorder|Nervous system disease|Signs and symptoms		Colchicine	35.53		2924118
sgk1	Amnesia	MESH:D000647	SGK1	6446	Mental disorder|Nervous system disease|Signs and symptoms		Cycloheximide	35.53		12650838|2273650|2547386|7617693
sgk1	Amnesia	MESH:D000647	SGK1	6446	Mental disorder|Nervous system disease|Signs and symptoms		daidzein	35.53		16428827
sgk1	Amnesia	MESH:D000647	SGK1	6446	Mental disorder|Nervous system disease|Signs and symptoms		Dexamethasone	35.53		12361696
sgk1	Amnesia	MESH:D000647	SGK1	6446	Mental disorder|Nervous system disease|Signs and symptoms		Diclofenac	35.53		3586791
sgk1	Amnesia	MESH:D000647	SGK1	6446	Mental disorder|Nervous system disease|Signs and symptoms		Estradiol	35.53		14643695|17152362|17369909
sgk1	Amnesia	MESH:D000647	SGK1	6446	Mental disorder|Nervous system disease|Signs and symptoms		Ethanol	35.53		15671690|15832823|19345205
sgk1	Amnesia	MESH:D000647	SGK1	6446	Mental disorder|Nervous system disease|Signs and symptoms		Glucose	35.53		3146778
sgk1	Amnesia	MESH:D000647	SGK1	6446	Mental disorder|Nervous system disease|Signs and symptoms		Haloperidol	35.53		12596523
sgk1	Amnesia	MESH:D000647	SGK1	6446	Mental disorder|Nervous system disease|Signs and symptoms		Morphine	35.53		11350863|15306205|15913802|16174677|16319519|16631214|16753898|16893575|16946625|17565710|17638127|18086480|18316071|18440834|19770639|20226816|20875463|21130846|21194259|2273650|24309294
sgk1	Amnesia	MESH:D000647	SGK1	6446	Mental disorder|Nervous system disease|Signs and symptoms		Nicotine	35.53		16174677|16893575|17565710|18316071|21130846|8968367
sgk1	Amnesia	MESH:D000647	SGK1	6446	Mental disorder|Nervous system disease|Signs and symptoms		Ouabain	35.53		14643695|2883982|561405
sgk1	Amnesia	MESH:D000647	SGK1	6446	Mental disorder|Nervous system disease|Signs and symptoms		Phenylephrine	35.53		20064624
sgk1	Amnesia	MESH:D000647	SGK1	6446	Mental disorder|Nervous system disease|Signs and symptoms		SCH 23390	35.53		15306205|16174677
sgk1	Amnesia	MESH:D000647	SGK1	6446	Mental disorder|Nervous system disease|Signs and symptoms		Sevoflurane	35.53		20807582
sgk1	Amnesia	MESH:D000647	SGK1	6446	Mental disorder|Nervous system disease|Signs and symptoms		Testosterone	35.53		14643695
sgk1	Amnesia, Retrograde	MESH:D000648	SGK1	6446	Mental disorder|Nervous system disease|Signs and symptoms		Dexamethasone	5.20		19236166
sgk1	Amnesia, Retrograde	MESH:D000648	SGK1	6446	Mental disorder|Nervous system disease|Signs and symptoms		Valproic Acid	5.20		18806245
sgk1	Amnesia, Transient Global	MESH:D020236	SGK1	6446	Mental disorder|Nervous system disease|Signs and symptoms		Ethanol	2.39		3613025
sgk1	Amphetamine-Related Disorders	MESH:D019969	SGK1	6446	Mental disorder|Substance-related disorder		Amphetamine	16.43		10605878|10780831|11140337|11672493|15010207|15617781|16459022|16470869|16858942|16916582|17389081|17403464|17922112|18282747|18475255|18563365|19160215|19269234|19501481|19737591|19896309|20520602|9543652
sgk1	Amphetamine-Related Disorders	MESH:D019969	SGK1	6446	Mental disorder|Substance-related disorder		Diclofenac	16.43		15085091
sgk1	Amphetamine-Related Disorders	MESH:D019969	SGK1	6446	Mental disorder|Substance-related disorder		Ethanol	16.43		20636664
sgk1	Amphetamine-Related Disorders	MESH:D019969	SGK1	6446	Mental disorder|Substance-related disorder		Fluoxetine	16.43		10911936|11377919|17105925
sgk1	Amphetamine-Related Disorders	MESH:D019969	SGK1	6446	Mental disorder|Substance-related disorder		Haloperidol	16.43		16858942
sgk1	Amphetamine-Related Disorders	MESH:D019969	SGK1	6446	Mental disorder|Substance-related disorder		Methamphetamine	16.43		10605878|10844042|11130157|11408539|11672493|12095072|12151750|12584481|15058092|15085091|15542708|15542752|15715821|16140168|16393734|16621383|17035931|17105910|17119930|17389081|17481706|17728435|17875025|18282747|18368606|18493748|18563365|18800068|19010609|19197004|19269234|19359780|19363377|19371575|19501481|19560473|19648469|19839966|19883738|20636650|20731630|21798282|2272810|23820845|23934209|29321746|30793820|32278788|8940805|9205790
sgk1	Amphetamine-Related Disorders	MESH:D019969	SGK1	6446	Mental disorder|Substance-related disorder		Nicotine	16.43		15542755|16820538|19733448
sgk1	Amphetamine-Related Disorders	MESH:D019969	SGK1	6446	Mental disorder|Substance-related disorder		N-Methyl-3,4-methylenedioxyamphetamine	16.43		15542708|18563365|19896309|23820845
sgk1	Amyloidosis	MESH:D000686	SGK1	6446	Metabolic disease		Colchicine	18.11		1499522|1604496|17505274
sgk1	Amyloidosis	MESH:D000686	SGK1	6446	Metabolic disease		Diethylstilbestrol	18.11		15469931
sgk1	Amyloidosis	MESH:D000686	SGK1	6446	Metabolic disease		Melphalan	18.11		10578165|17130952|18641023
sgk1	Amyloidosis	MESH:D000686	SGK1	6446	Metabolic disease		Metformin	18.11		15983227
sgk1	Amyloidosis	MESH:D000686	SGK1	6446	Metabolic disease		Rosiglitazone	18.11		15983227
sgk1	Amyotrophic Lateral Sclerosis	MESH:D000690	SGK1	6446	Metabolic disease|Nervous system disease		2,2',4,4'-tetrabromodiphenyl ether	26.12		27159543
sgk1	Amyotrophic Lateral Sclerosis	MESH:D000690	SGK1	6446	Metabolic disease|Nervous system disease		4-hydroxy-2-nonenal	26.12		10965797
sgk1	Amyotrophic Lateral Sclerosis	MESH:D000690	SGK1	6446	Metabolic disease|Nervous system disease		Air Pollutants	26.12		25544309
sgk1	Amyotrophic Lateral Sclerosis	MESH:D000690	SGK1	6446	Metabolic disease|Nervous system disease		Arsenic	26.12		28337565
sgk1	Amyotrophic Lateral Sclerosis	MESH:D000690	SGK1	6446	Metabolic disease|Nervous system disease		Copper	26.12		10694572
sgk1	Amyotrophic Lateral Sclerosis	MESH:D000690	SGK1	6446	Metabolic disease|Nervous system disease		Dronabinol	26.12		15204022
sgk1	Amyotrophic Lateral Sclerosis	MESH:D000690	SGK1	6446	Metabolic disease|Nervous system disease		Formaldehyde	26.12		27418175|28585120
sgk1	Amyotrophic Lateral Sclerosis	MESH:D000690	SGK1	6446	Metabolic disease|Nervous system disease		Polychlorinated Biphenyls	26.12		27159543
sgk1	Amyotrophic Lateral Sclerosis	MESH:D000690	SGK1	6446	Metabolic disease|Nervous system disease		Tobacco Smoke Pollution	26.12		27377857
sgk1	Amyotrophic Lateral Sclerosis	MESH:D000690	SGK1	6446	Metabolic disease|Nervous system disease		Vehicle Emissions	26.12		29852480
sgk1	Amyotrophic Lateral Sclerosis	MESH:D000690	SGK1	6446	Metabolic disease|Nervous system disease		Water Pollutants, Chemical	26.12		33562464
sgk1	Anaphylaxis	MESH:D000707	SGK1	6446	Immune system disease		Acetaminophen	18.97		1422939|19008617
sgk1	Anaphylaxis	MESH:D000707	SGK1	6446	Immune system disease		chrysin	18.97		21515303
sgk1	Anaphylaxis	MESH:D000707	SGK1	6446	Immune system disease		Cocaine	18.97		10425061
sgk1	Anaphylaxis	MESH:D000707	SGK1	6446	Immune system disease		Diclofenac	18.97		12975044|9220183
sgk1	Anaphylaxis	MESH:D000707	SGK1	6446	Immune system disease		Indomethacin	18.97		9220183
sgk1	Anaphylaxis	MESH:D000707	SGK1	6446	Immune system disease		Ketoconazole	18.97		15701770|18277890
sgk1	Anaphylaxis	MESH:D000707	SGK1	6446	Immune system disease		Morphine	18.97		2471936
sgk1	Anaphylaxis	MESH:D000707	SGK1	6446	Immune system disease		Paclitaxel	18.97		7509380|7524159
sgk1	Anaphylaxis	MESH:D000707	SGK1	6446	Immune system disease		Vincristine	18.97		19018221
sgk1	Anemia	MESH:D000740	SGK1	6446	Blood disease		2,2,5,7,8-pentamethyl-1-hydroxychroman	120.97		20430063
sgk1	Anemia	MESH:D000740	SGK1	6446	Blood disease		Acetaminophen	120.97		7585440
sgk1	Anemia	MESH:D000740	SGK1	6446	Blood disease		Acrylamide	120.97		25934431
sgk1	Anemia	MESH:D000740	SGK1	6446	Blood disease		Aflatoxin B1	120.97		32894639
sgk1	Anemia	MESH:D000740	SGK1	6446	Blood disease		Air Pollutants	120.97		28153527
sgk1	Anemia	MESH:D000740	SGK1	6446	Blood disease		Aldosterone	120.97		3524928
sgk1	Anemia	MESH:D000740	SGK1	6446	Blood disease		Amphetamine	120.97		17285340
sgk1	Anemia	MESH:D000740	SGK1	6446	Blood disease		Arsenic	120.97		15116095
sgk1	Anemia	MESH:D000740	SGK1	6446	Blood disease		Arsenic Trioxide	120.97		17497326|25542264
sgk1	Anemia	MESH:D000740	SGK1	6446	Blood disease		Azathioprine	120.97		18340638|4560141|5023921|8212154|8963480|9278222
sgk1	Anemia	MESH:D000740	SGK1	6446	Blood disease		Bortezomib	120.97		16763792|18463870|24673398
sgk1	Anemia	MESH:D000740	SGK1	6446	Blood disease		Cadmium	120.97		11090055|23703608
sgk1	Anemia	MESH:D000740	SGK1	6446	Blood disease		Calcitriol	120.97		15354979
sgk1	Anemia	MESH:D000740	SGK1	6446	Blood disease		Carbamazepine	120.97		10369620
sgk1	Anemia	MESH:D000740	SGK1	6446	Blood disease		chromium hexavalent ion	120.97		24418189|25846368
sgk1	Anemia	MESH:D000740	SGK1	6446	Blood disease		Cisplatin	120.97		10408844|10586424|11090055|11371143|11828949|11955656|12217742|14581271|15459211|15923795|16100454|16332718|17141357|17430667|17697552|17974278|18243407|18467726|19396018|20020992|21193969|21296123|2131037|2206854|2206997|24521819|8202718|8526189|9164223|9879292
sgk1	Anemia	MESH:D000740	SGK1	6446	Blood disease		Cocaine	120.97		10490887
sgk1	Anemia	MESH:D000740	SGK1	6446	Blood disease		Colchicine	120.97		6532622
sgk1	Anemia	MESH:D000740	SGK1	6446	Blood disease		Copper	120.97		11516174|12805251|20164366|22332037|22457245|23555700|24708542
sgk1	Anemia	MESH:D000740	SGK1	6446	Blood disease		Cyclophosphamide	120.97		12406105|14755012|15553845|16872048|17461902|17629752|1766265|19627214|2000096|20035269|2187653|2444515|24673398|448907|4551437|8297739
sgk1	Anemia	MESH:D000740	SGK1	6446	Blood disease		Cyclosporine	120.97		17565578|18675097|9665008|9816119
sgk1	Anemia	MESH:D000740	SGK1	6446	Blood disease		Dactinomycin	120.97		4551437
sgk1	Anemia	MESH:D000740	SGK1	6446	Blood disease		Dexamethasone	120.97		12601542|24673398
sgk1	Anemia	MESH:D000740	SGK1	6446	Blood disease		Doxorubicin	120.97		11147586|11745287|14755012|15459211|17629752|1905199|2224762|35667395|4795227
sgk1	Anemia	MESH:D000740	SGK1	6446	Blood disease		Ethanol	120.97		32894639
sgk1	Anemia	MESH:D000740	SGK1	6446	Blood disease		Fenretinide	120.97		6226123
sgk1	Anemia	MESH:D000740	SGK1	6446	Blood disease		Gentamicins	120.97		1982298
sgk1	Anemia	MESH:D000740	SGK1	6446	Blood disease		Glucose	120.97		20857844
sgk1	Anemia	MESH:D000740	SGK1	6446	Blood disease		Hexachlorocyclohexane	120.97		52731|9355698
sgk1	Anemia	MESH:D000740	SGK1	6446	Blood disease		Hydroxyurea	120.97		10762306|12620292|4643395|4692124|4883783
sgk1	Anemia	MESH:D000740	SGK1	6446	Blood disease		Indomethacin	120.97		5723725
sgk1	Anemia	MESH:D000740	SGK1	6446	Blood disease		Irinotecan	120.97		15365766|17679458
sgk1	Anemia	MESH:D000740	SGK1	6446	Blood disease		Melphalan	120.97		11846301|18463870
sgk1	Anemia	MESH:D000740	SGK1	6446	Blood disease		Methylnitrosourea	120.97		20884814
sgk1	Anemia	MESH:D000740	SGK1	6446	Blood disease		Mitomycin	120.97		15724837|1609513|18000507|6340628|9660540
sgk1	Anemia	MESH:D000740	SGK1	6446	Blood disease		Paclitaxel	120.97		10800167|11147586|11230474|11371143|12208573|12367796|12601542|14760117|15493352|15493357|15581045|15923795|15961435|16100454|16332718|16612156|16763792|16914900|17974278|19396017|19812061|20051288|7525883|7543559|7644923|8610231
sgk1	Anemia	MESH:D000740	SGK1	6446	Blood disease		Particulate Matter	120.97		28153527
sgk1	Anemia	MESH:D000740	SGK1	6446	Blood disease		Propylthiouracil	120.97		12549809|12857055|1806466|20168071
sgk1	Anemia	MESH:D000740	SGK1	6446	Blood disease		sodium arsenite	120.97		20946910|29657918|30612929
sgk1	Anemia	MESH:D000740	SGK1	6446	Blood disease		Temozolomide	120.97		15360003|17108062
sgk1	Anemia	MESH:D000740	SGK1	6446	Blood disease		Tetrachlorodibenzodioxin	120.97		11748828
sgk1	Anemia	MESH:D000740	SGK1	6446	Blood disease		Valproic Acid	120.97		14986271|35090963
sgk1	Anemia	MESH:D000740	SGK1	6446	Blood disease		Vincristine	120.97		11846301|4551437|4552812|5813374
sgk1	Anemia	MESH:D000740	SGK1	6446	Blood disease		Water Pollutants, Chemical	120.97		26546277
sgk1	Anemia, Aplastic	MESH:D000741	SGK1	6446	Blood disease		Antirheumatic Agents	59.93		6523315
sgk1	Anemia, Aplastic	MESH:D000741	SGK1	6446	Blood disease		Azathioprine	59.93		12352092|17661987
sgk1	Anemia, Aplastic	MESH:D000741	SGK1	6446	Blood disease		Carbamazepine	59.93		12389151|12897634|16886988|2042043|2089834|3161347|3409843|3691421|557593|5804525|6831050
sgk1	Anemia, Aplastic	MESH:D000741	SGK1	6446	Blood disease		Clozapine	59.93		12866349
sgk1	Anemia, Aplastic	MESH:D000741	SGK1	6446	Blood disease		Cyclophosphamide	59.93		3377871
sgk1	Anemia, Aplastic	MESH:D000741	SGK1	6446	Blood disease		Cyclosporine	59.93		10342591|10410193|10679804|11136894|11736962|11757752|15493589|15863969|19259075|9885444
sgk1	Anemia, Aplastic	MESH:D000741	SGK1	6446	Blood disease		Dexamethasone	59.93		10679804
sgk1	Anemia, Aplastic	MESH:D000741	SGK1	6446	Blood disease		Diclofenac	59.93		2606642
sgk1	Anemia, Aplastic	MESH:D000741	SGK1	6446	Blood disease		Doxorubicin	59.93		12540035
sgk1	Anemia, Aplastic	MESH:D000741	SGK1	6446	Blood disease		Fluoxetine	59.93		9546514
sgk1	Anemia, Aplastic	MESH:D000741	SGK1	6446	Blood disease		Hexachlorocyclohexane	59.93		1700687|1700929|2476560|4097796|61288|7512682
sgk1	Anemia, Aplastic	MESH:D000741	SGK1	6446	Blood disease		Indomethacin	59.93		122219|3747087|5638712|620377|6801896|7263204|872001
sgk1	Anemia, Aplastic	MESH:D000741	SGK1	6446	Blood disease		Ketoconazole	59.93		11747860
sgk1	Anemia, Aplastic	MESH:D000741	SGK1	6446	Blood disease		Methimazole	59.93		10085704|10544668|15072706|15493589|1642096|16553037|171299|18816182|20144635|3437520|6188311|9086574|9245107|9777751
sgk1	Anemia, Aplastic	MESH:D000741	SGK1	6446	Blood disease		Mitomycin	59.93		6010939
