ID	Gene.symbol	Gene.title	log2(fold change)(Stg2-Tumor vs Stg2-Normal)	-log10(Pvalue)(Stg2-Tumor vs Stg2-Normal)
201895_at	ARAF	A-Raf proto-oncogene, serine/threonine kinase	-0.758	2.858
201900_s_at	AKR1A1	aldo-keto reductase family 1 member A1	-1.258	6.727
201903_at	UQCRC1	ubiquinol-cytochrome c reductase core protein I	-1.679	7.756
201904_s_at	CTDSPL	CTD small phosphatase like	-2.311	7.162
201906_s_at	CTDSPL	CTD small phosphatase like	-1.485	5.735
201911_s_at	FARP1	FERM, ARH/RhoGEF and pleckstrin domain protein 1	-0.703	2.402
201917_s_at	SLC25A36	solute carrier family 25 member 36	-0.992	3.135
201919_at	SLC25A36	solute carrier family 25 member 36	-0.41	2.118
201923_at	PRDX4	peroxiredoxin 4	1.568	6.438
201927_s_at	PKP4	plakophilin 4	-1.04	2.71
201928_at	PKP4	plakophilin 4	-0.53	2.066
201929_s_at	PKP4	plakophilin 4	-0.979	3.475
201930_at	MCM6	minichromosome maintenance complex component 6	0.854	2.87
201931_at	ETFA	electron transfer flavoprotein alpha subunit	-0.771	2.759
201932_at	LRRC41	leucine rich repeat containing 41	1.892	2.865
201938_at	CDK2AP1	cyclin dependent kinase 2 associated protein 1	0.623	2.439
201939_at	PLK2	polo like kinase 2	3.785	5.519
201948_at	GNL2	G protein nucleolar 2	0.76	3.798
201954_at	ARPC1B	actin related protein 2/3 complex subunit 1B	1.926	5.903
201955_at	CCNC	cyclin C	-0.586	2.841
201966_at	NDUFS2	NADH:ubiquinone oxidoreductase core subunit S2	-0.907	4.351
201970_s_at	NASP	nuclear autoantigenic sperm protein	1.288	3.109
201972_at	ATP6V1A	ATPase H+ transporting V1 subunit A	-0.936	5.84
201973_s_at	CCZ1B///CCZ1	CCZ1 homolog B, vacuolar protein trafficking and biogenesis associated///CCZ1 homolog, vacuolar protein trafficking and biogenesis associated	0.561	3.323
201980_s_at	RSU1	Ras suppressor protein 1	1.037	4.703
201981_at	PAPPA	pappalysin 1	-1.62	3.483
201983_s_at	EGFR	epidermal growth factor receptor	1.595	5.157
201984_s_at	EGFR	epidermal growth factor receptor	1.614	3.273
201994_at	MORF4L2	mortality factor 4 like 2	0.524	3.614
202000_at	NDUFA6	NADH:ubiquinone oxidoreductase subunit A6	-0.712	3.655
202001_s_at	NDUFA6	NADH:ubiquinone oxidoreductase subunit A6	-0.405	2.047
202002_at	ACAA2	acetyl-CoA acyltransferase 2	-1.919	2.862
202004_x_at	SDHC	succinate dehydrogenase complex subunit C	-0.929	4.163
202005_at	ST14	suppression of tumorigenicity 14	-1.039	2.67
202006_at	PTPN12	protein tyrosine phosphatase, non-receptor type 12	1.15	4.43
202016_at	MEST	mesoderm specific transcript	-1.856	4.271
202017_at	EPHX1	epoxide hydrolase 1	-1.507	5.651
202023_at	EFNA1	ephrin A1	1.633	5.82
202025_x_at	ACAA1	acetyl-CoA acyltransferase 1	-1.429	4.946
202026_at	SDHD	succinate dehydrogenase complex subunit D	-0.976	4.335
202035_s_at	SFRP1	secreted frizzled related protein 1	-4.196	6.954
202036_s_at	SFRP1	secreted frizzled related protein 1	-6.034	10.665
202037_s_at	SFRP1	secreted frizzled related protein 1	-4.292	14.684
202042_at	LOC101928623///HARS	uncharacterized LOC101928623///histidyl-tRNA synthetase	0.442	2.351
202045_s_at	ARHGAP35	Rho GTPase activating protein 35	-0.712	2.816
202047_s_at	CBX6	chromobox 6	-0.824	2.839
202053_s_at	ALDH3A2	aldehyde dehydrogenase 3 family member A2	-2.008	8.108
202054_s_at	ALDH3A2	aldehyde dehydrogenase 3 family member A2	-1.604	3.575
202085_at	TJP2	tight junction protein 2	-0.626	2.043
202090_s_at	UQCR11	ubiquinol-cytochrome c reductase, complex III subunit XI	-0.688	2.502
202095_s_at	BIRC5	baculoviral IAP repeat containing 5	1.946	2.535
202096_s_at	TSPO	translocator protein	1.166	3.81
202098_s_at	PRMT2	protein arginine methyltransferase 2	0.602	2.454
202100_at	RALB	RALB Ras like proto-oncogene B	0.537	2.514
202107_s_at	MCM2	minichromosome maintenance complex component 2	1.025	2.087
202108_at	PEPD	peptidase D	-2.354	7.921
202109_at	ARFIP2	ADP ribosylation factor interacting protein 2	-0.511	2.943
202110_at	COX7B	cytochrome c oxidase subunit 7B	-0.442	2.206
202112_at	VWF	von Willebrand factor	4.295	5.122
202128_at	AREL1	apoptosis resistant E3 ubiquitin protein ligase 1	-0.764	3.676
202130_at	RIOK3	RIO kinase 3	0.614	3.106
202133_at	WWTR1	WW domain containing transcription regulator 1	0.638	2.276
202136_at	ZMYND11	zinc finger MYND-type containing 11	-0.502	2.643
202139_at	AKR7A2	aldo-keto reductase family 7 member A2	-0.754	2.719
202141_s_at	COPS8	COP9 signalosome subunit 8	0.489	2.831
202153_s_at	NUP62	nucleoporin 62	2.494	6.333
202156_s_at	CELF2	CUGBP, Elav-like family member 2	1.497	3.247
202157_s_at	CELF2	CUGBP, Elav-like family member 2	1.438	4.861
202161_at	PKN1	protein kinase N1	1.391	3.701
202162_s_at	CNOT8	CCR4-NOT transcription complex subunit 8	0.957	2.344
202164_s_at	CNOT8	CCR4-NOT transcription complex subunit 8	0.607	2.237
202170_s_at	AASDHPPT	aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase	-0.591	2.465
202178_at	PRKCZ	protein kinase C zeta	-0.708	2.633
202193_at	LIMK2	LIM domain kinase 2	1.021	2.991
202202_s_at	LAMA4	laminin subunit alpha 4	2.51	4.876
202204_s_at	AMFR	autocrine motility factor receptor	-1.362	6.376
202206_at	ARL4C	ADP ribosylation factor like GTPase 4C	2.012	2.723
202207_at	ARL4C	ADP ribosylation factor like GTPase 4C	2.043	5.533
202208_s_at	ARL4C	ADP ribosylation factor like GTPase 4C	2.936	4.107
202209_at	LSM3	LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated	-0.585	2.924
202217_at	C21orf33	chromosome 21 open reading frame 33	-1.515	7.235
202220_at	KIAA0907	KIAA0907	0.446	2.03
202235_at	SLC16A1	solute carrier family 16 member 1	1.985	2.538
202236_s_at	SLC16A1	solute carrier family 16 member 1	1.499	2.704
202237_at	LOC101928916///NNMT	uncharacterized LOC101928916///nicotinamide N-methyltransferase	5.047	9.382
202238_s_at	LOC101928916///NNMT	uncharacterized LOC101928916///nicotinamide N-methyltransferase	6.21	7.033
202245_at	LSS	lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase)	-0.618	2.569
202250_s_at	DCAF8	DDB1 and CUL4 associated factor 8	-0.726	3.628
202269_x_at	GBP1	guanylate binding protein 1	2.051	5.568
202270_at	GBP1	guanylate binding protein 1	2.545	4.788
202276_at	SHFM1	split hand/foot malformation (ectrodactyly) type 1	0.851	4.431
202279_at	C14orf2	chromosome 14 open reading frame 2	-0.747	2.447
202281_at	GAK	cyclin G associated kinase	-0.632	2.446
202282_at	HSD17B10	hydroxysteroid 17-beta dehydrogenase 10	-0.83	4.317
202284_s_at	CDKN1A	cyclin dependent kinase inhibitor 1A	1.035	2.377
202286_s_at	TACSTD2	tumor-associated calcium signal transducer 2	-2.833	3.43
202288_at	MTOR	mechanistic target of rapamycin	-1.043	3.737
202292_x_at	LYPLA2	lysophospholipase II	-0.678	3.077
202293_at	STAG1	stromal antigen 1	1.119	4.239
202295_s_at	CTSH	cathepsin H	-2.012	8.543
202299_s_at	LAMTOR5	late endosomal/lysosomal adaptor, MAPK and MTOR activator 5	-0.915	4.469
202300_at	LAMTOR5	late endosomal/lysosomal adaptor, MAPK and MTOR activator 5	-0.981	5.976
202302_s_at	RSRC2	arginine and serine rich coiled-coil 2	0.487	2.426
202306_at	POLR2G	RNA polymerase II subunit G	0.472	2.114
202307_s_at	TAP1	transporter 1, ATP binding cassette subfamily B member	2.628	4.446
202310_s_at	COL1A1	collagen type I alpha 1 chain	2.84	3.442
202311_s_at	COL1A1	collagen type I alpha 1 chain	2.461	4.183
202315_s_at	BCR	BCR, RhoGEF and GTPase activating protein	-1.054	4.99
202324_s_at	ACBD3	acyl-CoA binding domain containing 3	1.019	4.285
202325_s_at	ATP5J	ATP synthase, H+ transporting, mitochondrial Fo complex subunit F6	-0.667	4.23
202336_s_at	PAM	peptidylglycine alpha-amidating monooxygenase	0.598	2.147
202341_s_at	TRIM2	tripartite motif containing 2	-1.541	2.314
202342_s_at	TRIM2	tripartite motif containing 2	-1.869	6.821
202345_s_at	FABP5	fatty acid binding protein 5	4.233	5.671
202358_s_at	SNX19	sorting nexin 19	-0.799	2.592
202359_s_at	SNX19	sorting nexin 19	-0.724	2.42
202364_at	MXI1	MAX interactor 1, dimerization protein	0.779	2.103
202366_at	ACADS	acyl-CoA dehydrogenase, C-2 to C-3 short chain	-0.949	2.746
202367_at	CUX1	cut like homeobox 1	-1.067	4.054
202370_s_at	CBFB	core-binding factor beta subunit	1.207	6.1
202375_at	SEC24D	SEC24 homolog D, COPII coat complex component	1.768	3.922
202381_at	ADAM9	ADAM metallopeptidase domain 9	0.93	2.53
202387_at	BAG1	BCL2 associated athanogene 1	-0.933	2.841
202391_at	BASP1	brain abundant membrane attached signal protein 1	1.248	2.509
202396_at	TCERG1	transcription elongation regulator 1	0.946	3.58
202399_s_at	C15orf38-AP3S2///AP3S2	C15orf38-AP3S2 readthrough///adaptor related protein complex 3 sigma 2 subunit	-0.545	2.501
202403_s_at	COL1A2	collagen type I alpha 2 chain	2.468	4.298
202404_s_at	COL1A2	collagen type I alpha 2 chain	3.662	5.569
202411_at	IFI27	interferon alpha inducible protein 27	1.974	3.025
202413_s_at	USP1	ubiquitin specific peptidase 1	0.616	2.796
202421_at	IGSF3	immunoglobulin superfamily member 3	-0.894	2.595
202422_s_at	ACSL4	acyl-CoA synthetase long-chain family member 4	-1.007	2.514
202428_x_at	DBI	diazepam binding inhibitor, acyl-CoA binding protein	-0.536	2.449
202430_s_at	PLSCR1	phospholipid scramblase 1	0.82	3.213
202431_s_at	MYC	v-myc avian myelocytomatosis viral oncogene homolog	3.776	5.049
202433_at	SLC35B1	solute carrier family 35 member B1	0.547	2.316
202435_s_at	CYP1B1	cytochrome P450 family 1 subfamily B member 1	-1.662	3.123
202442_at	AP3S1	adaptor related protein complex 3 sigma 1 subunit	0.641	3.921
202446_s_at	PLSCR1	phospholipid scramblase 1	1.409	6.341
202447_at	DECR1	2,4-dienoyl-CoA reductase 1, mitochondrial	-0.659	3.176
202449_s_at	RXRA	retinoid X receptor alpha	-1.021	3.38
202462_s_at	DDX46	DEAD-box helicase 46	0.442	2.289
202466_at	PAPD7	poly(A) RNA polymerase D7, non-canonical	0.799	4.618
202468_s_at	CTNNAL1	catenin alpha like 1	-1.263	5.158
202471_s_at	IDH3G	isocitrate dehydrogenase 3 (NAD(+)) gamma	-0.53	3.153
202475_at	TMEM147	transmembrane protein 147	-0.631	3.297
202477_s_at	TUBGCP2	tubulin gamma complex associated protein 2	-0.618	2.806
202483_s_at	RANBP1	RAN binding protein 1	1.086	3.076
202484_s_at	MBD2	methyl-CpG binding domain protein 2	0.732	4.016
202497_x_at	SLC2A3	solute carrier family 2 member 3	2.82	2.894
202499_s_at	SLC2A3	solute carrier family 2 member 3	2.454	2.763
202501_at	MAPRE2	microtubule associated protein RP/EB family member 2	1.167	3.14
202502_at	ACADM	acyl-CoA dehydrogenase, C-4 to C-12 straight chain	-1.22	4.835
202503_s_at	KIAA0101	KIAA0101	1.534	2.763
202510_s_at	TNFAIP2	TNF alpha induced protein 2	0.729	2.369
202524_s_at	SPOCK2	sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 2	-1.063	3.361
202525_at	PRSS8	protease, serine 8	-1.52	3.658
202531_at	IRF1	interferon regulatory factor 1	0.931	3.736
202532_s_at	DHFR	dihydrofolate reductase	-1.051	3.964
202545_at	PRKCD	protein kinase C delta	-1.704	2.997
202548_s_at	ARHGEF7	Rho guanine nucleotide exchange factor 7	0.689	2.328
202554_s_at	GSTM3	glutathione S-transferase mu 3	-2.707	6.007
202557_at	HSPA13	heat shock protein family A (Hsp70) member 13	1.208	3.597
202559_x_at	CHTOP	chromatin target of PRMT1	1.632	6.093
202561_at	TNKS	tankyrase	0.459	2.201
202562_s_at	C14orf1	chromosome 14 open reading frame 1	-0.728	2.698
202564_x_at	ARL2	ADP ribosylation factor like GTPase 2	-1.412	6.783
202568_s_at	MARK3	microtubule affinity regulating kinase 3	-0.453	2.651
202570_s_at	DLGAP4	DLG associated protein 4	1.596	2.348
202580_x_at	FOXM1	forkhead box M1	2.014	2.472
202587_s_at	AK1	adenylate kinase 1	-0.875	2.839
202589_at	TYMS	thymidylate synthetase	1.754	3.697
202590_s_at	PDK2	pyruvate dehydrogenase kinase 2	-1.069	5.569
202592_at	BLOC1S1	biogenesis of lysosomal organelles complex 1 subunit 1	-0.709	3.77
202594_at	LEPROTL1	leptin receptor overlapping transcript-like 1	1.163	5.141
202595_s_at	LEPROTL1	leptin receptor overlapping transcript-like 1	1.125	4.531
202596_at	ENSA	endosulfine alpha	0.536	2.405
202597_at	IRF6	interferon regulatory factor 6	-0.777	2.82
202603_at	ADAM10	ADAM metallopeptidase domain 10	0.683	2.421
202604_x_at	ADAM10	ADAM metallopeptidase domain 10	0.883	2.576
202607_at	NDST1	N-deacetylase and N-sulfotransferase 1	-0.984	3.383
202619_s_at	PLOD2	procollagen-lysine,2-oxoglutarate 5-dioxygenase 2	2.489	6.688
202620_s_at	PLOD2	procollagen-lysine,2-oxoglutarate 5-dioxygenase 2	2.325	8.047
202621_at	IRF3	interferon regulatory factor 3	0.473	2.023
202622_s_at	ATXN2	ataxin 2	-0.706	2.507
202625_at	LYN	LYN proto-oncogene, Src family tyrosine kinase	1.387	4.249
202626_s_at	LYN	LYN proto-oncogene, Src family tyrosine kinase	1.377	2.891
202627_s_at	SERPINE1	serpin family E member 1	2.65	3.778
202628_s_at	SERPINE1	serpin family E member 1	2.758	3.192
202633_at	TOPBP1	topoisomerase (DNA) II binding protein 1	0.786	3.542
202637_s_at	ICAM1	intercellular adhesion molecule 1	0.998	3.348
202638_s_at	ICAM1	intercellular adhesion molecule 1	2.165	4.817
202644_s_at	TNFAIP3	TNF alpha induced protein 3	1.934	5.888
202646_s_at	CSDE1	cold shock domain containing E1	-0.458	2.812
202649_x_at	RPS19	ribosomal protein S19	1.21	5.286
202651_at	LPGAT1	lysophosphatidylglycerol acyltransferase 1	1.478	5.53
202656_s_at	SERTAD2	SERTA domain containing 2	1.001	3.473
202657_s_at	SERTAD2	SERTA domain containing 2	1.159	5.523
202659_at	PSMB10	proteasome subunit beta 10	1.389	2.35
202660_at	ITPR2	inositol 1,4,5-trisphosphate receptor type 2	-1.066	2.397
202661_at	ITPR2	inositol 1,4,5-trisphosphate receptor type 2	-1.213	3.316
202663_at	WIPF1	WAS/WASL interacting protein family member 1	1.244	2.207
202664_at	WIPF1	WAS/WASL interacting protein family member 1	1.556	4.14
202670_at	MAP2K1	mitogen-activated protein kinase kinase 1	0.47	2.321
202675_at	SDHB	succinate dehydrogenase complex iron sulfur subunit B	-0.683	2.825
202677_at	RASA1	RAS p21 protein activator 1	0.629	2.092
202679_at	NPC1	NPC intracellular cholesterol transporter 1	1.192	4.681
202682_s_at	USP4	ubiquitin specific peptidase 4	-0.425	2.098
202686_s_at	AXL	AXL receptor tyrosine kinase	1.409	3.955
202690_s_at	SNRPD1	small nuclear ribonucleoprotein D1 polypeptide	0.801	2.62
202693_s_at	STK17A	serine/threonine kinase 17a	0.809	2.358
202701_at	BMP1	bone morphogenetic protein 1	0.978	3.349
202702_at	TRIM26	tripartite motif containing 26	-0.566	2.633
202704_at	TOB1	transducer of ERBB2, 1	-1.05	3.067
202713_s_at	KIAA0391///PSMA6	KIAA0391///proteasome subunit alpha 6	-0.679	3.009
202718_at	IGFBP2	insulin like growth factor binding protein 2	-2.833	7.783
202719_s_at	TES	testin LIM domain protein	1.15	3.581
202720_at	TES	testin LIM domain protein	0.925	2.462
202721_s_at	GFPT1	glutamine--fructose-6-phosphate transaminase 1	1.126	2.635
202726_at	LIG1	DNA ligase 1	1.957	3.473
202727_s_at	IFNGR1	interferon gamma receptor 1	1.253	5.149
202737_s_at	LSM4	LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated	-0.552	2.022
202740_at	ABHD14A-ACY1///ACY1	ABHD14A-ACY1 readthrough///aminoacylase 1	-3.763	12.174
202743_at	PIK3R3	phosphoinositide-3-kinase regulatory subunit 3	0.948	2.133
202748_at	GBP2	guanylate binding protein 2	1.599	5.632
202752_x_at	SLC7A8	solute carrier family 7 member 8	-3.798	8.282
202761_s_at	SYNE2	spectrin repeat containing nuclear envelope protein 2	-0.978	3.039
202766_s_at	FBN1	fibrillin 1	1.92	2.554
202767_at	ACP2	acid phosphatase 2, lysosomal	-0.587	2.776
202772_at	HMGCL	3-hydroxymethyl-3-methylglutaryl-CoA lyase	-1.224	6.814
202780_at	OXCT1	3-oxoacid CoA-transferase 1	-1.631	5.157
202783_at	NNT	nicotinamide nucleotide transhydrogenase	-1.343	2.547
202784_s_at	NNT	nicotinamide nucleotide transhydrogenase	-1.013	2.39
202786_at	STK39	serine/threonine kinase 39	1.267	2.799
202788_at	MAPKAPK3	mitogen-activated protein kinase-activated protein kinase 3	-0.895	3.904
202789_at	PLCG1	phospholipase C gamma 1	0.825	2.417
202792_s_at	PPP6R2	protein phosphatase 6 regulatory subunit 2	-0.858	4.13
202794_at	INPP1	inositol polyphosphate-1-phosphatase	0.627	3.001
202796_at	SYNPO	synaptopodin	0.941	2.395
202800_at	SLC1A3	solute carrier family 1 member 3	2.217	3.439
202803_s_at	ITGB2	integrin subunit beta 2	2.196	5.126
202804_at	ABCC1	ATP binding cassette subfamily C member 1	1.259	4.841
202807_s_at	TOM1	target of myb1 membrane trafficking protein	-0.552	2.166
202818_s_at	TCEB3	transcription elongation factor B subunit 3	-0.866	4.34
202825_at	SLC25A4	solute carrier family 25 member 4	-1.17	4.53
202829_s_at	VAMP7	vesicle associated membrane protein 7	-0.48	2.613
202840_at	TAF15	TATA-box binding protein associated factor 15	-0.677	2.62
202844_s_at	RALBP1	ralA binding protein 1	-0.991	2.638
202845_s_at	RALBP1	ralA binding protein 1	-0.852	2.933
202846_s_at	PIGC	phosphatidylinositol glycan anchor biosynthesis class C	1.004	2.768
202847_at	PCK2	phosphoenolpyruvate carboxykinase 2, mitochondrial	-2.927	8.061
202848_s_at	GRK6	G protein-coupled receptor kinase 6	1.54	2.112
202850_at	ABCD3	ATP binding cassette subfamily D member 3	-0.716	2.848
202855_s_at	MIR6787///SLC16A3	microRNA 6787///solute carrier family 16 member 3	3.854	2.708
202856_s_at	MIR6787///SLC16A3	microRNA 6787///solute carrier family 16 member 3	2.958	6.941
202859_x_at	CXCL8	C-X-C motif chemokine ligand 8	2.244	3.214
202863_at	SP100	SP100 nuclear antigen	0.876	3.754
202864_s_at	SP100	SP100 nuclear antigen	1.102	3.117
202877_s_at	CD93	CD93 molecule	1.467	2.821
202878_s_at	CD93	CD93 molecule	1.404	3.918
202887_s_at	DDIT4	DNA damage inducible transcript 4	2.732	5.796
202888_s_at	ANPEP	alanyl aminopeptidase, membrane	-1.736	3.68
202889_x_at	MAP7	microtubule associated protein 7	-1.311	2.963
202890_at	MAP7	microtubule associated protein 7	-1.225	2.608
202891_at	NIT1	nitrilase 1	-0.537	2.196
202896_s_at	SIRPA	signal regulatory protein alpha	0.719	2.197
202897_at	SIRPA	signal regulatory protein alpha	1.118	2.997
202901_x_at	CTSS	cathepsin S	1.468	2.445
202902_s_at	CTSS	cathepsin S	2.211	4.418
202906_s_at	NBN	nibrin	2.137	7.377
202907_s_at	NBN	nibrin	1.081	4.115
202909_at	EPM2AIP1	EPM2A interacting protein 1	-1.113	2.911
202910_s_at	ADGRE5	adhesion G protein-coupled receptor E5	1.993	5.915
202912_at	ADM	adrenomedullin	1.95	3.282
202913_at	ARHGEF11	Rho guanine nucleotide exchange factor 11	-0.596	2.653
202920_at	ANK2	ankyrin 2, neuronal	-3.615	6.848
202921_s_at	ANK2	ankyrin 2, neuronal	-2.215	5.3
202922_at	GCLC	glutamate-cysteine ligase catalytic subunit	-0.883	3.699
202930_s_at	SUCLA2	succinate-CoA ligase ADP-forming beta subunit	-0.935	3.004
202931_x_at	BIN1	bridging integrator 1	-1.202	4.945
202934_at	HK2	hexokinase 2	3.921	6.791
202942_at	ETFB	electron transfer flavoprotein beta subunit	-0.993	3.286
202947_s_at	GYPC	glycophorin C (Gerbich blood group)	0.719	2.114
202949_s_at	FHL2	four and a half LIM domains 2	1.386	2.582
202953_at	C1QB	complement C1q B chain	2.833	6.699
202957_at	HCLS1	hematopoietic cell-specific Lyn substrate 1	1.61	4.278
202959_at	MUT	methylmalonyl-CoA mutase	-0.908	2.682
202960_s_at	MUT	methylmalonyl-CoA mutase	-1.361	3.704
202962_at	KIF13B	kinesin family member 13B	-1.573	7.854
202968_s_at	DYRK2	dual specificity tyrosine phosphorylation regulated kinase 2	1.459	2.489
202969_at	DYRK2	dual specificity tyrosine phosphorylation regulated kinase 2	1.553	3.115
202970_at	DYRK2	dual specificity tyrosine phosphorylation regulated kinase 2	1.175	2.144
202973_x_at	FAM13A	family with sequence similarity 13 member A	0.868	2.82
202974_at	MPP1	membrane palmitoylated protein 1	-0.686	2.73
202975_s_at	RHOBTB3	Rho related BTB domain containing 3	-1.884	3.282
202976_s_at	RHOBTB3	Rho related BTB domain containing 3	-3.023	5.682
202982_s_at	ACOT1///ACOT2	acyl-CoA thioesterase 1///acyl-CoA thioesterase 2	-1.773	3.572
202986_at	ARNT2	aryl hydrocarbon receptor nuclear translocator 2	-2.921	4.815
202988_s_at	RGS1	regulator of G-protein signaling 1	3.567	4.618
202990_at	PYGL	phosphorylase, glycogen, liver	1.797	4.34
202992_at	C7	complement component 7	-2.446	2.738
202993_at	ILVBL	ilvB acetolactate synthase like	-1.714	7.075
202998_s_at	LOXL2	lysyl oxidase like 2	2.654	5.92
203008_x_at	TXNDC9	thioredoxin domain containing 9	0.674	4.715
203009_at	BCAM	basal cell adhesion molecule (Lutheran blood group)	-2.347	7.139
203020_at	RABGAP1L	RAB GTPase activating protein 1 like	-0.684	2.388
203024_s_at	C5orf15	chromosome 5 open reading frame 15	0.67	2.6
203031_s_at	UROS	uroporphyrinogen III synthase	-0.901	4.45
203033_x_at	FH	fumarate hydratase	-0.908	3.911
203038_at	PTPRK	protein tyrosine phosphatase, receptor type K	0.824	2.138
203039_s_at	NDUFS1	NADH:ubiquinone oxidoreductase core subunit S1	-0.838	2.686
203044_at	CHSY1	chondroitin sulfate synthase 1	0.923	3.297
203045_at	NINJ1	ninjurin 1	-0.777	2.482
203047_at	STK10	serine/threonine kinase 10	3.065	4.098
203050_at	TP53BP1	tumor protein p53 binding protein 1	0.583	2.27
203054_s_at	TCTA	T-cell leukemia translocation altered	-0.792	3.37
203058_s_at	PAPSS2	3'-phosphoadenosine 5'-phosphosulfate synthase 2	-0.693	2.065
203063_at	PPM1F	protein phosphatase, Mg2+/Mn2+ dependent 1F	1.879	2.07
