Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Fragile X Syndrome WP4549	1/122	0.09882785548789487	0.1037419477497239	0	0	10.259297520661157	23.743869658838804	AKT1
Ebola Virus Infection In Host WP4217	1/129	0.10420971821743223	0.10879036517204464	0	0	9.69482421875	21.923389670646692	AKT1
TGF Beta Signaling Pathway WP366	1/132	0.10650695802526006	0.11058099467103503	0	0	9.471374045801527	21.21156803124573	AKT1
Brain Derived Neurotrophic Factor BDNF Signaling Pathway WP2380	1/137	0.11032337391025118	0.11392087523341154	0	0	9.120863970588236	20.1054803872225	AKT1
EGF EGFR Signaling Pathway WP437	1/159	0.12693406952722158	0.1303647200549843	0	0	7.8421677215189876	16.18692009165463	AKT1
Primary Ovarian Insufficiency WP5316	1/170	0.1351295363574209	0.13803554789198907	0	0	7.327662721893491	14.666473984509441	AKT1
Vitamin D Receptor Pathway WP2877	1/186	0.14692105422114227	0.1492780764813745	0	0	6.688513513513514	12.827631741655056	SLC2A4
Network Map Of SARS CoV 2 Signaling Pathway WP5115	1/218	0.1700516292571852	0.17186068914289995	0	0	5.692972350230415	10.085972605095764	AKT1
IL 24 Signaling Pathway WP5413	1/232	0.1799845008406272	0.1809367997868739	0	0	5.3441558441558445	9.164610227089177	AKT1
VEGFA VEGFR2 Signaling WP3888	1/430	0.30901358925493866	0.30901358925493866	0	0	2.8487762237762237	3.345517404793866	AKT1
