# Input	ChemicalName	ChemicalId	CasRN	GeneSymbol	GeneId	Organism	OrganismId	PubMedIds
ckb	afimoxifene	C016601	68392-35-8	CKB	1152	Homo sapiens	9606	21233418
ckb	Aldehydes	D000447		CKB	1152	Homo sapiens	9606	25014914
ckb	Ammonium Chloride	D000643	12125-02-9	CKB	1152	Rattus norvegicus	10116	16483693
ckb	Amphetamine	D000661	300-62-9	CKB	1152	Rattus norvegicus	10116	18191157
ckb	Ampicillin	D000667	69-53-4	CKB	1152	Homo sapiens	9606	21632981
ckb	Antigens, Polyomavirus Transforming	D000952		CKB	1152	Mus musculus	10090	26680231
ckb	Antirheumatic Agents	D018501		CKB	1152	Homo sapiens	9606	24449571
ckb	aristolochic acid I	C000228	313-67-7	CKB	1152	Homo sapiens	9606	33212167
ckb	Arsenic Trioxide	D000077237	1327-53-3	CKB	1152	Gallus gallus	9031	28054265
ckb	Arsenic Trioxide	D000077237	1327-53-3	CKB	1152	Homo sapiens	9606	30093655
ckb	arsenite	C015001	15502-74-6	CKB	1152	Homo sapiens	9606	31646340
ckb	Asbestos, Serpentine	D017632		CKB	1152	Homo sapiens	9606	21148743
ckb	Atrazine	D001280	1912-24-9	CKB	1152	Macaca mulatta	9544	29505797
ckb	Atrazine	D001280	1912-24-9	CKB	1152	Oncorhynchus mykiss	8022	22982499
ckb	Azathioprine	D001379	446-86-6	CKB	1152	Homo sapiens	9606	22623647
ckb	AZM551248	C547126		CKB	1152	Canis lupus familiaris	9615	22323515
ckb	benidipine	C061004	105979-17-7	CKB	1152	Rattus norvegicus	10116	25269373
ckb	Benzo(a)pyrene	D001564	50-32-8	CKB	1152	Homo sapiens	9606	27901495
ckb	Benztropine	D001590	86-13-5	CKB	1152	Homo sapiens	9606	34122009
ckb	benzyloxycarbonylleucyl-leucyl-leucine aldehyde	C072553		CKB	1152	Mus musculus	10090	25566086
ckb	Betaine	D001622	107-43-7	CKB	1152	Rattus norvegicus	10116	26391144
ckb	Bexarotene	D000077610		CKB	1152	Rattus norvegicus	10116	16648578
ckb	biochanin A	C004541	491-80-5	CKB	1152	Homo sapiens	9606	16621514
ckb	bisphenol A	C006780	80-05-7	CKB	1152	Chrysemys picta bellii	8478	28159858
ckb	bisphenol A	C006780	80-05-7	CKB	1152	Homo sapiens	9606	23019147|28628672|30903817|34186270|37567409
ckb	bisphenol A	C006780	80-05-7	CKB	1152	Mus musculus	10090	26063408|35999755
ckb	bisphenol A	C006780	80-05-7	CKB	1152	Rattus norvegicus	10116	12075121|25181051|30816183|32145629|33296240|36041667
ckb	bisphenol B	C492482		CKB	1152	Homo sapiens	9606	34186270
ckb	bisphenol F	C000611646		CKB	1152	Homo sapiens	9606	34186270
ckb	bisphenol F	C000611646		CKB	1152	Rattus norvegicus	10116	36041667
ckb	bisphenol S	C543008	80-09-1	CKB	1152	Homo sapiens	9606	34186270
ckb	bisphenol S	C543008	80-09-1	CKB	1152	Mus musculus	10090	33297965
ckb	bisphenol S	C543008	80-09-1	CKB	1152	Rattus norvegicus	10116	36041667
ckb	bis(tri-n-butyltin)oxide	C005961		CKB	1152	Fundulus heteroclitus	8078	17451821
ckb	Bleomycin	D001761	11056-06-7	CKB	1152	Rattus norvegicus	10116	25933445
ckb	Blood Glucose	D001786		CKB	1152	Rattus norvegicus	10116	34351043
ckb	butyraldehyde	C018475	123-72-8	CKB	1152	Homo sapiens	9606	26079696
ckb	Cadmium	D002104	7440-43-9	CKB	1152	Homo sapiens	9606	24376830|31646340
ckb	Cadmium Chloride	D019256	10108-64-2	CKB	1152	Homo sapiens	9606	12634122
ckb	Cadmium Chloride	D019256	10108-64-2	CKB	1152	Paralichthys olivaceus	8255	16647146
ckb	Caffeine	D002110	58-08-2	CKB	1152	Homo sapiens	9606	35688186
ckb	Calcifediol	D002112	19356-17-3	CKB	1152	Rattus norvegicus	10116	17293106
ckb	Calcimycin	D000001	52665-69-7	CKB	1152			2822142
ckb	candoxin	C459604		CKB	1152	Homo sapiens	9606	16309724
ckb	Carbamazepine	D002220	298-46-4	CKB	1152	Homo sapiens	9606	25979313
ckb	Carbon Tetrachloride	D002251	56-23-5	CKB	1152	Mus musculus	10090	17484886|27339419
ckb	Carbon Tetrachloride	D002251	56-23-5	CKB	1152	Rattus norvegicus	10116	19688255|31150632
ckb	Carvedilol	D000077261	72956-09-3	CKB	1152	Rattus norvegicus	10116	25496245
ckb	celastrol	C050414		CKB	1152	Rattus norvegicus	10116	30588110
ckb	Chlorodiphenyl (54% Chlorine)	D020111	11097-69-1	CKB	1152	Rattus norvegicus	10116	19389042|21791222
ckb	chloropicrin	C100187	76-06-2	CKB	1152	Homo sapiens	9606	28476498
ckb	Chlorpyrifos	D004390	2921-88-2	CKB	1152	Mus musculus	10090	37019170
ckb	Choline	D002794	62-49-7	CKB	1152	Mus musculus	10090	20938992
ckb	chromic oxide	C023600	1308-38-9	CKB	1152	Homo sapiens	9606	12634122
ckb	chromous chloride	C017133	10049-05-5	CKB	1152	Homo sapiens	9606	12634122
ckb	Cisplatin	D002945	15663-27-1	CKB	1152	Homo sapiens	9606	27392435
ckb	citreoviridin	C014416	25425-12-1	CKB	1152	Mus musculus	10090	31419397
ckb	citreoviridin	C014416	25425-12-1	CKB	1152	Rattus norvegicus	10116	31419397
ckb	Clobetasol	D002990	25122-41-2	CKB	1152	Mus musculus	10090	27462272
ckb	Clofibrate	D002994	637-07-0	CKB	1152	Oikopleura dioica	34765	22300585
ckb	Cocaine	D003042	50-36-2	CKB	1152	Homo sapiens	9606	12359538
ckb	Copper Sulfate	D019327	7758-98-7	CKB	1152	Homo sapiens	9606	19549813
ckb	costus absolute	C007139	8023-88-9	CKB	1152	Rattus norvegicus	10116	36286243
ckb	cupric oxide	C030973	1317-38-0	CKB	1152	Rattus norvegicus	10116	36286243
ckb	Cuprizone	D003471	370-81-0	CKB	1152	Homo sapiens	9606	34122009
ckb	Curcumin	D003474	458-37-7	CKB	1152	Rattus norvegicus	10116	21378372|29315967
ckb	Cycloheximide	D003513	66-81-9	CKB	1152	Rattus norvegicus	10116	7839363
ckb	Cyclosporine	D016572	59865-13-3	CKB	1152	Homo sapiens	9606	20106945|21632981|25562108|27989131
ckb	Cytarabine	D003561	147-94-4	CKB	1152	Homo sapiens	9606	21198554
ckb	Dactinomycin	D003609	50-76-0	CKB	1152	Rattus norvegicus	10116	7839363
ckb	daidzein	C004742	486-66-8	CKB	1152	Homo sapiens	9606	16621514
ckb	Deferoxamine	D003676	70-51-9	CKB	1152	Rattus norvegicus	10116	19688255
ckb	deoxynivalenol	C007262	51481-10-8	CKB	1152	Sus scrofa	9823	35307453
ckb	Dexamethasone	D003907	50-02-2	CKB	1152	Homo sapiens	9606	28628672
ckb	Dexamethasone	D003907	50-02-2	CKB	1152	Rattus norvegicus	10116	14618091
ckb	Dextran Sulfate	D016264	9042-14-2	CKB	1152	Mus musculus	10090	35999755
ckb	Diazinon	D003976	333-41-5	CKB	1152	Homo sapiens	9606	22964155
ckb	Dibutyl Phthalate	D003993	84-74-2	CKB	1152	Mus musculus	10090	21266533
ckb	dicyclohexyl phthalate	C036042	84-61-7	CKB	1152	Xenopus tropicalis	8364	26924002
ckb	Dietary Fats	D004041		CKB	1152	Mus musculus	10090	22609946
ckb	Diethylhexyl Phthalate	D004051	117-81-7	CKB	1152	Homo sapiens	9606	31163220
ckb	diethyl maleate	C014476	141-05-9	CKB	1152	Mus musculus	10090	19843705
ckb	Diethylstilbestrol	D004054	56-53-1	CKB	1152	Mus musculus	10090	16636312
ckb	Dihydrotestosterone	D013196	521-18-6	CKB	1152	Homo sapiens	9606	16621514
ckb	Dihydrotestosterone	D013196	521-18-6	CKB	1152	Rattus norvegicus	10116	17029789
ckb	dorsomorphin	C516138		CKB	1152	Homo sapiens	9606	27188386
ckb	Doxorubicin	D004317	23214-92-8	CKB	1152	Homo sapiens	9606	29385562|29803840
ckb	Doxorubicin	D004317	23214-92-8	CKB	1152	Rattus norvegicus	10116	15764680|19915844|29315967|30588110|33484087
ckb	Dronabinol	D013759		CKB	1152	Homo sapiens	9606	18163980
ckb	Endosulfan	D004726	115-29-7	CKB	1152	Rattus norvegicus	10116	29391264
ckb	ENNG	C013525	4245-77-6	CKB	1152	Rattus norvegicus	10116	22248470
ckb	Enzyme Inhibitors	D004791		CKB	1152	Homo sapiens	9606	23301498
ckb	Estradiol	D004958	50-28-2	CKB	1152	Homo sapiens	9606	16621514|17404688|20660070|23019147|30165855|31646340
ckb	Estradiol	D004958	50-28-2	CKB	1152	Rattus norvegicus	10116	10030690|17029789|32145629|7839363
ckb	Estriol	D004964	50-27-1	CKB	1152	Rattus norvegicus	10116	10030690
ckb	Ethanol	D000431	64-17-5	CKB	1152	Mus musculus	10090	30319688
ckb	Ethanol	D000431	64-17-5	CKB	1152	Rattus norvegicus	10116	33645892
ckb	Ethinyl Estradiol	D004997	57-63-6	CKB	1152	Homo sapiens	9606	18936297
ckb	Ethinyl Estradiol	D004997	57-63-6	CKB	1152	Mus musculus	10090	12072388|16174780|17942748|19400957
ckb	Ethinyl Estradiol	D004997	57-63-6	CKB	1152	Rattus norvegicus	10116	12075121|12655037|16140622|16174780|17351261|19400957
ckb	Ethinyl Estradiol	D004997	57-63-6	CKB	1152	Xenopus tropicalis	8364	23129252
ckb	ethylene dichloride	C024565	107-06-2	CKB	1152	Mus musculus	10090	28960355
ckb	fenamidone	C540355		CKB	1152	Mus musculus	10090	27029645
ckb	Fenretinide	D017313	65646-68-6	CKB	1152	Mus musculus	10090	28973697
ckb	Fenthion	D005284	55-38-9	CKB	1152	Mus musculus	10090	34813904
ckb	Fluorouracil	D005472	51-21-8	CKB	1152	Homo sapiens	9606	16217747
ckb	Folic Acid	D005492	59-30-3	CKB	1152	Mus musculus	10090	20938992|25629700
ckb	Fulvestrant	D000077267	129453-61-8	CKB	1152	Homo sapiens	9606	31646340
ckb	furan	C039281	110-00-9	CKB	1152	Rattus norvegicus	10116	27387713
ckb	Gallic Acid	D005707	149-91-7	CKB	1152	Rattus norvegicus	10116	19146839
ckb	Gemcitabine	D000093542		CKB	1152	Homo sapiens	9606	17039268
ckb	Genistein	D019833	446-72-0	CKB	1152	Homo sapiens	9606	16621514|23019147
ckb	Genistein	D019833	446-72-0	CKB	1152	Rattus norvegicus	10116	12075121
ckb	Gentamicins	D005839		CKB	1152			2822142
ckb	Glucose	D005947	50-99-7	CKB	1152	Homo sapiens	9606	16621514
ckb	Grape Seed Proanthocyanidins	C511402		CKB	1152	Rattus norvegicus	10116	16414080
ckb	halofuginone	C010176		CKB	1152	Rattus norvegicus	10116	17180598
ckb	hexabromocyclododecane	C089796	25637-99-4	CKB	1152	Rattus norvegicus	10116	26795019
ckb	Hydrogen Peroxide	D006861	7722-84-1	CKB	1152	Homo sapiens	9606	20044591
ckb	ICG 001	C492448		CKB	1152	Homo sapiens	9606	26191083
ckb	imetit	C077430		CKB	1152	Rattus norvegicus	10116	25496245
ckb	Indolinone A	C503753		CKB	1152	Rattus norvegicus	10116	15838870
ckb	Indomethacin	D007213	53-86-1	CKB	1152	Homo sapiens	9606	28628672
ckb	Isoflavones	D007529		CKB	1152	Rattus norvegicus	10116	22248470
ckb	Isoproterenol	D007545	7683-59-2	CKB	1152	Rattus norvegicus	10116	19146839|22391854|25269373|25496245|34435724
ckb	Isotretinoin	D015474	4759-48-2	CKB	1152	Homo sapiens	9606	15982314
ckb	Ivermectin	D007559	70288-86-7	CKB	1152	Homo sapiens	9606	32959892
ckb	jinfukang	C544151		CKB	1152	Homo sapiens	9606	27392435
ckb	(+)-JQ1 compound	C561695		CKB	1152	Homo sapiens	9606	23086925|24796395
ckb	K 7174	C410337		CKB	1152	Homo sapiens	9606	24086573
ckb	Ketone Bodies	D007657		CKB	1152	Rattus norvegicus	10116	16807920
ckb	Lactic Acid	D019344	50-21-5	CKB	1152	Homo sapiens	9606	30851411
ckb	lead acetate	C008261	301-04-2	CKB	1152	Homo sapiens	9606	12634122
ckb	lead acetate	C008261	301-04-2	CKB	1152	Mus musculus	10090	20797405
ckb	lead acetate	C008261	301-04-2	CKB	1152	Rattus norvegicus	10116	21378372
ckb	Lipopolysaccharides	D008070		CKB	1152	Homo sapiens	9606	35811015|35877022
ckb	Lithium	D008094	7439-93-2	CKB	1152	Rattus norvegicus	10116	18296634
ckb	Loperamide	D008139	53179-11-6	CKB	1152	Rattus norvegicus	10116	30597669
ckb	Lutein	D014975	127-40-2	CKB	1152	Rattus norvegicus	10116	34435724
ckb	Lycopene	D000077276	502-65-8	CKB	1152	Rattus norvegicus	10116	26900785
ckb	Melatonin	D008550	73-31-4	CKB	1152	Rattus norvegicus	10116	19389042
ckb	Methamphetamine	D008694	537-46-2	CKB	1152	Macaca fascicularis	9541	29802913
ckb	Methamphetamine	D008694	537-46-2	CKB	1152	Rattus norvegicus	10116	19826936
ckb	Methionine	D008715	63-68-3	CKB	1152	Mus musculus	10090	20938992
ckb	Methoxychlor	D008731	72-43-5	CKB	1152	Rattus norvegicus	10116	7839363
ckb	methylmercuric chloride	C004925	115-09-3	CKB	1152	Callithrix jacchus	9483	25809596
ckb	Methylmercury Compounds	D008767		CKB	1152	Danio rerio	7955	27544571
ckb	Methylmercury Compounds	D008767		CKB	1152	Mus musculus	10090	20566354|26558463
ckb	Methylnitronitrosoguanidine	D008769	70-25-7	CKB	1152	Homo sapiens	9606	12634122
ckb	Methyltestosterone	D008777	58-18-4	CKB	1152	Gallus gallus	9031	29191790
ckb	Metribolone	D015741	965-93-5	CKB	1152	Homo sapiens	9606	17152098
ckb	Mifepristone	D015735	84371-65-3	CKB	1152	Homo sapiens	9606	17584828
ckb	monomethyl phthalate	C517284		CKB	1152	Xenopus tropicalis	8364	26924002
ckb	Mustard Gas	D009151	505-60-2	CKB	1152	Homo sapiens	9606	25102026|33635393
ckb	Mustard Gas	D009151	505-60-2	CKB	1152	Rattus norvegicus	10116	33635393
ckb	Nanotubes, Carbon	D037742		CKB	1152	Mus musculus	10090	21135415|25554681|25620056
ckb	naphthalene	C031721	91-20-3	CKB	1152	Mus musculus	10090	18978301
ckb	nickel sulfate	C029938	7786-81-4	CKB	1152	Homo sapiens	9606	22714537
ckb	Nitroglycerin	D005996	55-63-0	CKB	1152	Rattus norvegicus	10116	12102619
ckb	nitrosobenzylmethylamine	C014707	937-40-6	CKB	1152	Rattus norvegicus	10116	17616710
ckb	N-pyridazin-3-yl-4-(3-((5-(trifluoromethyl)pyridin-2-yl)oxy)benzylidene)piperidine-1-carboxamide	C560620		CKB	1152	Rattus norvegicus	10116	34058248
ckb	Ouabain	D010042	630-60-4	CKB	1152	Rattus norvegicus	10116	19911114
ckb	Oxaliplatin	D000077150		CKB	1152	Rattus norvegicus	10116	25729387
ckb	Oxygen	D010100	7782-44-7	CKB	1152	Rattus norvegicus	10116	34351043
ckb	pentabromodiphenyl ether	C086401	32534-81-9	CKB	1152	Rattus norvegicus	10116	25616259
ckb	Pentachlorophenol	D010416	87-86-5	CKB	1152	Mus musculus	10090	23892564
ckb	pentanal	C046012	110-62-3	CKB	1152	Homo sapiens	9606	26079696
ckb	perfluorooctane sulfonic acid	C076994	1763-23-1	CKB	1152	Rattus norvegicus	10116	18692542
ckb	Phenobarbital	D010634	50-06-6	CKB	1152	Mus musculus	10090	19270015
ckb	Plant Extracts	D010936		CKB	1152	Mus musculus	10090	21378374
ckb	Pregnenolone Carbonitrile	D011285	1434-54-4	CKB	1152	Rattus norvegicus	10116	19162173
ckb	Proanthocyanidins	D044945		CKB	1152	Rattus norvegicus	10116	33484087
ckb	Progesterone	D011374	57-83-0	CKB	1152	Homo sapiens	9606	17404688|20660070
ckb	Progesterone	D011374	57-83-0	CKB	1152	Mus musculus	10090	17251523
ckb	propionaldehyde	C005556	123-38-6	CKB	1152	Homo sapiens	9606	26079696
ckb	Propylthiouracil	D011441	51-52-5	CKB	1152	Rattus norvegicus	10116	24780913
ckb	Quercetin	D011794	117-39-5	CKB	1152	Homo sapiens	9606	16621514|21632981
ckb	Quercetin	D011794	117-39-5	CKB	1152	Rattus norvegicus	10116	18095365
ckb	Quercetin	D011794	117-39-5	CKB	1152			2822142
ckb	Raloxifene Hydrochloride	D020849		CKB	1152	Homo sapiens	9606	16621514
ckb	Raloxifene Hydrochloride	D020849		CKB	1152	Rattus norvegicus	10116	17029789
ckb	Ribonucleotides	D012265		CKB	1152	Homo sapiens	9606	30528433
ckb	Rosiglitazone	D000077154		CKB	1152	Rattus norvegicus	10116	31419397
ckb	Rotenone	D012402	83-79-4	CKB	1152	Rattus norvegicus	10116	28374803|35544339
ckb	Ruthenium	D012428	7440-18-8	CKB	1152	Rattus norvegicus	10116	17109965
ckb	S-(1,2-dichlorovinyl)cysteine	C039961	627-72-5	CKB	1152	Homo sapiens	9606	35811015
ckb	Selenium	D012643	7782-49-2	CKB	1152	Homo sapiens	9606	19244175
ckb	Sesame Oil	D012715	8008-74-0	CKB	1152	Gallus gallus	9031	29191790
ckb	Silicon Dioxide	D012822	7631-86-9	CKB	1152	Homo sapiens	9606	25895662
ckb	sodium arsenite	C017947	13768-07-5	CKB	1152	Homo sapiens	9606	12634122|34032870
ckb	sodium arsenite	C017947	13768-07-5	CKB	1152	Mus musculus	10090	29044176
ckb	sodium arsenite	C017947	13768-07-5	CKB	1152	Rattus norvegicus	10116	29459688
ckb	Sodium Fluoride	D012969	7681-49-4	CKB	1152	Rattus norvegicus	10116	29653260
ckb	Sodium Glutamate	D012970	142-47-2	CKB	1152	Rattus norvegicus	10116	26900785
ckb	Sodium Selenite	D018038	10102-18-8	CKB	1152	Mus musculus	10090	31419397
ckb	Sodium Selenite	D018038	10102-18-8	CKB	1152	Rattus norvegicus	10116	31419397
ckb	Soman	D012999	96-64-0	CKB	1152	Rattus norvegicus	10116	19281266
ckb	sulforaphane	C016766		CKB	1152	Homo sapiens	9606	31838189
ckb	Sunitinib	D000077210		CKB	1152	Homo sapiens	9606	31533062
ckb	T-2 Toxin	D013605	21259-20-1	CKB	1152	Rattus norvegicus	10116	26141394
ckb	TAK-243	C000622638		CKB	1152	Homo sapiens	9606	31285264
ckb	Tamoxifen	D013629	10540-29-1	CKB	1152	Mus musculus	10090	19400957
ckb	Tamoxifen	D013629	10540-29-1	CKB	1152	Rattus norvegicus	10116	17029789|19400957
ckb	Tapentadol	D000077432		CKB	1152	Homo sapiens	9606	27317026
ckb	Temozolomide	D000077204	85622-93-1	CKB	1152	Homo sapiens	9606	31758290
ckb	Tetrachlorodibenzodioxin	D013749	1746-01-6	CKB	1152	Homo sapiens	9606	22298810
ckb	Tetrachlorodibenzodioxin	D013749	1746-01-6	CKB	1152	Mus musculus	10090	17942748|27913140
ckb	Tetrachlorodibenzodioxin	D013749	1746-01-6	CKB	1152	Rattus norvegicus	10116	15644576|32109520|33387578|34747641
ckb	Tetradecanoylphorbol Acetate	D013755	16561-29-8	CKB	1152			2822142
ckb	tetrahydropalmatine	C014215	10097-84-4	CKB	1152	Mus musculus	10090	37606869
ckb	Thapsigargin	D019284	67526-95-8	CKB	1152	Homo sapiens	9606	21692457|22378314
ckb	Thiamine	D013831	59-43-8	CKB	1152	Mus musculus	10090	31419397
ckb	Thiamine	D013831	59-43-8	CKB	1152	Rattus norvegicus	10116	31419397
ckb	Thioacetamide	D013853	62-55-5	CKB	1152	Cavia porcellus	10141	34492290
ckb	Thioacetamide	D013853	62-55-5	CKB	1152	Rattus norvegicus	10116	34492290
ckb	Tobacco Smoke Pollution	D014028		CKB	1152	Homo sapiens	9606	30291989|33660061
ckb	Topotecan	D019772	123948-87-8	CKB	1152	Rattus norvegicus	10116	25729387
ckb	Tramadol	D014147	27203-92-5	CKB	1152	Homo sapiens	9606	27317026
ckb	Tramadol	D014147	27203-92-5	CKB	1152	Rattus norvegicus	10116	33645892
ckb	Tretinoin	D014212	302-79-4	CKB	1152	Homo sapiens	9606	15982314|30093655
ckb	Tretinoin	D014212	302-79-4	CKB	1152			2822142
ckb	tributyltin	C011559	688-73-3	CKB	1152	Macaca mulatta	9544	29505797
ckb	tributyltin	C011559	688-73-3	CKB	1152	Mus musculus	10090	31939706
ckb	trichostatin A	C012589	58880-19-6	CKB	1152	Homo sapiens	9606	26272509|27188386
ckb	trichostatin A	C012589	58880-19-6	CKB	1152	Xenopus laevis	8355	15901671
ckb	Triclosan	D014260	3380-34-5	CKB	1152	Homo sapiens	9606	30510588
ckb	triphenyl phosphate	C005445	115-86-6	CKB	1152	Homo sapiens	9606	35776891
ckb	tris(1,3-dichloro-2-propyl)phosphate	C016805	13674-87-8	CKB	1152	Homo sapiens	9606	26179874
ckb	Tunicamycin	D014415	11089-65-9	CKB	1152	Homo sapiens	9606	22378314
ckb	Valproic Acid	D014635	99-66-1	CKB	1152	Homo sapiens	9606	19949822|23179753|25979313|28001369|29154799
ckb	Valproic Acid	D014635	99-66-1	CKB	1152	Mus musculus	10090	17292431|19136453
ckb	Valproic Acid	D014635	99-66-1	CKB	1152	Xenopus laevis	8355	15901671
ckb	Vitamin D	D014807	1406-16-2	CKB	1152	Rattus norvegicus	10116	17029789
ckb	Vitamin E	D014810	1406-18-4	CKB	1152	Homo sapiens	9606	19244175
ckb	Vitamin K 3	D024483	58-27-5	CKB	1152	Homo sapiens	9606	20044591
ckb	Zearalenone	D015025	17924-92-4	CKB	1152	Mus musculus	10090	36252740
ckm	1,3-dimethylthiourea	C038983	61805-96-7	CKM	1158	Rattus norvegicus	10116	9689591
ckm	2,4,5-Trichlorophenoxyacetic Acid	D015085	93-76-5	CKM	1158	Mus musculus	10090	18579281
ckm	2,7-dihydroxynaphthalene	C107946	582-17-2	CKM	1158	Homo sapiens	9606	28940058
ckm	2-amino-1-methyl-6-phenylimidazo(4,5-b)pyridine	C049584	105650-23-5	CKM	1158	Rattus norvegicus	10116	15059925|15215175
ckm	3,4,5,3',4'-pentachlorobiphenyl	C023035	57465-28-8	CKM	1158	Rattus norvegicus	10116	32119087
ckm	3-methyladenine	C025946	5142-23-4	CKM	1158	Rattus norvegicus	10116	31419397
ckm	4,4'-diaminodiphenylmethane	C009505	101-77-9	CKM	1158	Mus musculus	10090	18648102
ckm	abrine	C496492		CKM	1158	Homo sapiens	9606	31054353
ckm	Acetaminophen	D000082	103-90-2	CKM	1158	Homo sapiens	9606	22230336
ckm	Acetaminophen	D000082	103-90-2	CKM	1158	Rattus norvegicus	10116	33387578
ckm	Acetylcysteine	D000111	616-91-1	CKM	1158	Rattus norvegicus	10116	21912612|9689591
ckm	Acrylamide	D020106	79-06-1	CKM	1158	Rattus norvegicus	10116	28606764
ckm	Air Pollutants	D000393		CKM	1158	Mus musculus	10090	32780721
ckm	Air Pollutants	D000393		CKM	1158	Rattus norvegicus	10116	28106813
ckm	Albuterol	D000420	18559-94-9	CKM	1158	Homo sapiens	9606	8970440
ckm	aliskiren	C446481		CKM	1158	Rattus norvegicus	10116	26982530
ckm	Allopurinol	D000493	315-30-0	CKM	1158	Rattus norvegicus	10116	21912612
ckm	Ammonium Chloride	D000643	12125-02-9	CKM	1158	Rattus norvegicus	10116	16483693
ckm	Amphetamine	D000661	300-62-9	CKM	1158	Rattus norvegicus	10116	30779732
ckm	Apigenin	D047310	520-36-5	CKM	1158	Rattus norvegicus	10116	25557508
ckm	apremilast	C505730		CKM	1158	Rattus norvegicus	10116	27785949
ckm	Arsenic Trioxide	D000077237	1327-53-3	CKM	1158	Gallus gallus	9031	28054265
ckm	Arsenic Trioxide	D000077237	1327-53-3	CKM	1158	Homo sapiens	9606	20458559
ckm	benidipine	C061004	105979-17-7	CKM	1158	Rattus norvegicus	10116	25269373
ckm	Benzo(a)pyrene	D001564	50-32-8	CKM	1158	Homo sapiens	9606	27901495
ckm	Benzo(a)pyrene	D001564	50-32-8	CKM	1158	Mus musculus	10090	22228805
ckm	bisphenol A	C006780	80-05-7	CKM	1158	Homo sapiens	9606	33376534|37567409
ckm	bisphenol A	C006780	80-05-7	CKM	1158	Mus musculus	10090	24465770
ckm	bisphenol A	C006780	80-05-7	CKM	1158	Rattus norvegicus	10116	18180321|25181051|30903817
ckm	bisphenol S	C543008	80-09-1	CKM	1158	Mus musculus	10090	33297965
ckm	Blood Glucose	D001786		CKM	1158	Rattus norvegicus	10116	34351043
ckm	Cadmium Chloride	D019256	10108-64-2	CKM	1158	Homo sapiens	9606	12634122
ckm	Cantharidin	D002193	56-25-7	CKM	1158	Mus musculus	10090	36907384
ckm	Captan	D002215	133-06-2	CKM	1158	Mus musculus	10090	31558096
ckm	Carbimazole	D002231	22232-54-8	CKM	1158	Homo sapiens	9606	2565460
ckm	Carbon Tetrachloride	D002251	56-23-5	CKM	1158	Rattus norvegicus	10116	31150632
ckm	carfilzomib	C524865		CKM	1158	Mus musculus	10090	26899300
ckm	carfilzomib	C524865		CKM	1158	Rattus norvegicus	10116	27785949
ckm	Carmustine	D002330	154-93-8	CKM	1158	Homo sapiens	9606	15980968
ckm	carvacrol	C073316	499-75-2	CKM	1158	Rattus norvegicus	10116	29071762
