# Input	DiseaseName	DiseaseID	GeneSymbol	GeneID	DiseaseCategories	InferenceChemicalName	InferenceScore	OmimIDs	PubMedIDs
ckb	Abdomen, Acute	MESH:D000006	CKB	1152	Signs and symptoms	Cocaine	3.86		20013613
ckb	Abdominal Neoplasms	MESH:D000008	CKB	1152	Cancer	Tamoxifen	3.53		14745880
ckb	Abdominal Pain	MESH:D015746	CKB	1152	Signs and symptoms	Acetaminophen	51.99		11209028|11438806|16187469|29499192|8104298
ckb	Abdominal Pain	MESH:D015746	CKB	1152	Signs and symptoms	Amphetamine	51.99		9294377
ckb	Abdominal Pain	MESH:D015746	CKB	1152	Signs and symptoms	Ampicillin	51.99		2306432
ckb	Abdominal Pain	MESH:D015746	CKB	1152	Signs and symptoms	Azathioprine	51.99		11232733|15472540|3902952
ckb	Abdominal Pain	MESH:D015746	CKB	1152	Signs and symptoms	Cocaine	51.99		12480020|15700151|18274186|19758501|19761732|9808133
ckb	Abdominal Pain	MESH:D015746	CKB	1152	Signs and symptoms	Cytarabine	51.99		11745875|2411382
ckb	Abdominal Pain	MESH:D015746	CKB	1152	Signs and symptoms	Dexamethasone	51.99		1749637|9234591
ckb	Abdominal Pain	MESH:D015746	CKB	1152	Signs and symptoms	Doxorubicin	51.99		3712578|6542584
ckb	Abdominal Pain	MESH:D015746	CKB	1152	Signs and symptoms	Gemcitabine	51.99		17164233
ckb	Abdominal Pain	MESH:D015746	CKB	1152	Signs and symptoms	Indomethacin	51.99		1065802|17478464|6023693|7268625
ckb	Abdominal Pain	MESH:D015746	CKB	1152	Signs and symptoms	Lithium	51.99		7352540
ckb	Abdominal Pain	MESH:D015746	CKB	1152	Signs and symptoms	Loperamide	51.99		10985875
ckb	Abdominal Pain	MESH:D015746	CKB	1152	Signs and symptoms	Methamphetamine	51.99		848798
ckb	Abdominal Pain	MESH:D015746	CKB	1152	Signs and symptoms	Propylthiouracil	51.99		15822032|15879050
ckb	Abdominal Pain	MESH:D015746	CKB	1152	Signs and symptoms	sodium arsenite	51.99		30612929
ckb	Abdominal Pain	MESH:D015746	CKB	1152	Signs and symptoms	Tamoxifen	51.99		2578557
ckb	Abdominal Pain	MESH:D015746	CKB	1152	Signs and symptoms	Tramadol	51.99		17475611
ckb	Abdominal Pain	MESH:D015746	CKB	1152	Signs and symptoms	Tretinoin	51.99		9234591
ckb	Abdominal Pain	MESH:D015746	CKB	1152	Signs and symptoms	Valproic Acid	51.99		6206716
ckb	Abducens Nerve Diseases	MESH:D020434	CKB	1152	Nervous system disease	Cyclosporine	15.75		9052919
ckb	Abducens Nerve Diseases	MESH:D020434	CKB	1152	Nervous system disease	Cytarabine	15.75		8638223
ckb	Abducens Nerve Diseases	MESH:D020434	CKB	1152	Nervous system disease	Nitroglycerin	15.75		1903583|6416043
ckb	Abducens Nerve Diseases	MESH:D020434	CKB	1152	Nervous system disease	Tretinoin	15.75		10203107|16251142|19018859|9519692
ckb	Aberrant Crypt Foci	MESH:D058739	CKB	1152	Cancer	1,2-Dimethylhydrazine	8.98		16733082|22326950|22750881|28004603|29031619|29108773|29155087|29999212|30090573|30720227
ckb	Aberrant Crypt Foci	MESH:D058739	CKB	1152	Cancer	Arsenic Trioxide	8.98		30090573
ckb	Aberrant Crypt Foci	MESH:D058739	CKB	1152	Cancer	Dietary Fats	8.98		21510291|22750881
ckb	Abnormalities, Drug-Induced	MESH:D000014	CKB	1152	Congenital abnormality	4,4'-hexafluorisopropylidene diphenol	158.24		29458080
ckb	Abnormalities, Drug-Induced	MESH:D000014	CKB	1152	Congenital abnormality	Acetaminophen	158.24		2213573
ckb	Abnormalities, Drug-Induced	MESH:D000014	CKB	1152	Congenital abnormality	Amphetamine	158.24		16471094|8207770
ckb	Abnormalities, Drug-Induced	MESH:D000014	CKB	1152	Congenital abnormality	bisphenol A	158.24		20299547|20970156|21269433|25853433|29458080
ckb	Abnormalities, Drug-Induced	MESH:D000014	CKB	1152	Congenital abnormality	Cadmium	158.24		21278052
ckb	Abnormalities, Drug-Induced	MESH:D000014	CKB	1152	Congenital abnormality	Cadmium Chloride	158.24		25181703
ckb	Abnormalities, Drug-Induced	MESH:D000014	CKB	1152	Congenital abnormality	Caffeine	158.24		20864626|2467392|3130878|5041373
ckb	Abnormalities, Drug-Induced	MESH:D000014	CKB	1152	Congenital abnormality	Carbamazepine	158.24		15123016|15644835|17584909|1932927|2039260|8986270|9535510
ckb	Abnormalities, Drug-Induced	MESH:D000014	CKB	1152	Congenital abnormality	Cisplatin	158.24		19682442
ckb	Abnormalities, Drug-Induced	MESH:D000014	CKB	1152	Congenital abnormality	Cocaine	158.24		10560774|10775076|10804054|11408096|14745934|16143741|16686379|17162495|2276252|7513757|7945904|8194290|9650642
ckb	Abnormalities, Drug-Induced	MESH:D000014	CKB	1152	Congenital abnormality	Cycloheximide	158.24		31433962
ckb	Abnormalities, Drug-Induced	MESH:D000014	CKB	1152	Congenital abnormality	Cytarabine	158.24		10985699|16638609|6085450|7158296
ckb	Abnormalities, Drug-Induced	MESH:D000014	CKB	1152	Congenital abnormality	Dexamethasone	158.24		3193449|3868384
ckb	Abnormalities, Drug-Induced	MESH:D000014	CKB	1152	Congenital abnormality	Dibutyl Phthalate	158.24		22027561
ckb	Abnormalities, Drug-Induced	MESH:D000014	CKB	1152	Congenital abnormality	Diethylhexyl Phthalate	158.24		20420898|25853433|6734493
ckb	Abnormalities, Drug-Induced	MESH:D000014	CKB	1152	Congenital abnormality	Diethylstilbestrol	158.24		1171234|20002218
ckb	Abnormalities, Drug-Induced	MESH:D000014	CKB	1152	Congenital abnormality	Dihydrotestosterone	158.24		29458080
ckb	Abnormalities, Drug-Induced	MESH:D000014	CKB	1152	Congenital abnormality	Doxorubicin	158.24		10674343|15578190
ckb	Abnormalities, Drug-Induced	MESH:D000014	CKB	1152	Congenital abnormality	Dronabinol	158.24		29106691
ckb	Abnormalities, Drug-Induced	MESH:D000014	CKB	1152	Congenital abnormality	Estradiol	158.24		12507662|29458080
ckb	Abnormalities, Drug-Induced	MESH:D000014	CKB	1152	Congenital abnormality	Ethanol	158.24		10560774|17676605|18926900|22298809|26074427
ckb	Abnormalities, Drug-Induced	MESH:D000014	CKB	1152	Congenital abnormality	Ethinyl Estradiol	158.24		29458080
ckb	Abnormalities, Drug-Induced	MESH:D000014	CKB	1152	Congenital abnormality	Folic Acid	158.24		11096168|16112698
ckb	Abnormalities, Drug-Induced	MESH:D000014	CKB	1152	Congenital abnormality	Genistein	158.24		20299547|29458080|32827888
ckb	Abnormalities, Drug-Induced	MESH:D000014	CKB	1152	Congenital abnormality	Isotretinoin	158.24		12149069|18769834|8048045
ckb	Abnormalities, Drug-Induced	MESH:D000014	CKB	1152	Congenital abnormality	Methamphetamine	158.24		17162495|19369643|19464935|19564919
ckb	Abnormalities, Drug-Induced	MESH:D000014	CKB	1152	Congenital abnormality	Methoxychlor	158.24		12507662
ckb	Abnormalities, Drug-Induced	MESH:D000014	CKB	1152	Congenital abnormality	methylmercuric chloride	158.24		20181659|20864626|28526320|6734493
ckb	Abnormalities, Drug-Induced	MESH:D000014	CKB	1152	Congenital abnormality	Methylmercury Compounds	158.24		20855423
ckb	Abnormalities, Drug-Induced	MESH:D000014	CKB	1152	Congenital abnormality	Methyltestosterone	158.24		29458080
ckb	Abnormalities, Drug-Induced	MESH:D000014	CKB	1152	Congenital abnormality	naphthalene	158.24		19286257
ckb	Abnormalities, Drug-Induced	MESH:D000014	CKB	1152	Congenital abnormality	Ouabain	158.24		21269433
ckb	Abnormalities, Drug-Induced	MESH:D000014	CKB	1152	Congenital abnormality	Oxygen	158.24		9650642
ckb	Abnormalities, Drug-Induced	MESH:D000014	CKB	1152	Congenital abnormality	pentabromodiphenyl ether	158.24		20375078
ckb	Abnormalities, Drug-Induced	MESH:D000014	CKB	1152	Congenital abnormality	Pentachlorophenol	158.24		29458080
ckb	Abnormalities, Drug-Induced	MESH:D000014	CKB	1152	Congenital abnormality	perfluorooctane sulfonic acid	158.24		29458080
ckb	Abnormalities, Drug-Induced	MESH:D000014	CKB	1152	Congenital abnormality	Phenobarbital	158.24		15123016|15644835|17584909|1893664|2055617|424928|4441320|6195326|6462788
ckb	Abnormalities, Drug-Induced	MESH:D000014	CKB	1152	Congenital abnormality	Quercetin	158.24		28450151
ckb	Abnormalities, Drug-Induced	MESH:D000014	CKB	1152	Congenital abnormality	Raloxifene Hydrochloride	158.24		29458080
ckb	Abnormalities, Drug-Induced	MESH:D000014	CKB	1152	Congenital abnormality	Selenium	158.24		15883090
ckb	Abnormalities, Drug-Induced	MESH:D000014	CKB	1152	Congenital abnormality	Tetrachlorodibenzodioxin	158.24		11091363|11752688|14514962|15322242|19805408|21777668|23811824
ckb	Abnormalities, Drug-Induced	MESH:D000014	CKB	1152	Congenital abnormality	Tobacco Smoke Pollution	158.24		27576004
ckb	Abnormalities, Drug-Induced	MESH:D000014	CKB	1152	Congenital abnormality	Tretinoin	158.24		1438063|20117194|2114463|22498432|2339323|6175036|8048045
ckb	Abnormalities, Drug-Induced	MESH:D000014	CKB	1152	Congenital abnormality	trichostatin A	158.24		15901671|17320131|19850124
ckb	Abnormalities, Drug-Induced	MESH:D000014	CKB	1152	Congenital abnormality	Triclosan	158.24		27538710|29596926
ckb	Abnormalities, Drug-Induced	MESH:D000014	CKB	1152	Congenital abnormality	Valproic Acid	158.24		11091363|11223853|11339465|11986102|12196666|12237071|1363493|1377411|15123016|15208813|1574164|1574165|15901671|15955936|16112698|16239295|17320131|1893664|19174036|19507301|19850124|20025093|2284927|23888923|2499680|3080718|3140405|3142446|6126782|6147468|6150384|6401849|6412342|6428923|7687042|7852547|8363144|8816215|8875741|8935868|9344057
ckb	Abnormalities, Multiple	MESH:D000015	CKB	1152	Congenital abnormality	Atrazine	82.53		20809547
ckb	Abnormalities, Multiple	MESH:D000015	CKB	1152	Congenital abnormality	bisphenol A	82.53		23637088|27107150|27486708|30248606
ckb	Abnormalities, Multiple	MESH:D000015	CKB	1152	Congenital abnormality	Cadmium	82.53		26125595
ckb	Abnormalities, Multiple	MESH:D000015	CKB	1152	Congenital abnormality	Cadmium Chloride	82.53		23644582|31494276
ckb	Abnormalities, Multiple	MESH:D000015	CKB	1152	Congenital abnormality	Caffeine	82.53		20864626|22449533|22898132
ckb	Abnormalities, Multiple	MESH:D000015	CKB	1152	Congenital abnormality	Carbamazepine	82.53		2492459
ckb	Abnormalities, Multiple	MESH:D000015	CKB	1152	Congenital abnormality	Chlorpyrifos	82.53		23637088
ckb	Abnormalities, Multiple	MESH:D000015	CKB	1152	Congenital abnormality	Cocaine	82.53		14745934
ckb	Abnormalities, Multiple	MESH:D000015	CKB	1152	Congenital abnormality	Cycloheximide	82.53		31433962
ckb	Abnormalities, Multiple	MESH:D000015	CKB	1152	Congenital abnormality	Dibutyl Phthalate	82.53		22975441
ckb	Abnormalities, Multiple	MESH:D000015	CKB	1152	Congenital abnormality	dicyclohexyl phthalate	82.53		26924002
ckb	Abnormalities, Multiple	MESH:D000015	CKB	1152	Congenital abnormality	Estradiol	82.53		27107150
ckb	Abnormalities, Multiple	MESH:D000015	CKB	1152	Congenital abnormality	hexabromocyclododecane	82.53		19356805
ckb	Abnormalities, Multiple	MESH:D000015	CKB	1152	Congenital abnormality	Isotretinoin	82.53		18769834
ckb	Abnormalities, Multiple	MESH:D000015	CKB	1152	Congenital abnormality	methylmercuric chloride	82.53		20864626
ckb	Abnormalities, Multiple	MESH:D000015	CKB	1152	Congenital abnormality	Methylmercury Compounds	82.53		27544571
ckb	Abnormalities, Multiple	MESH:D000015	CKB	1152	Congenital abnormality	perfluorooctane sulfonic acid	82.53		24667235
ckb	Abnormalities, Multiple	MESH:D000015	CKB	1152	Congenital abnormality	Phenobarbital	82.53		2492459
ckb	Abnormalities, Multiple	MESH:D000015	CKB	1152	Congenital abnormality	Tetrachlorodibenzodioxin	82.53		10048156|20566336|23811824|30398377
ckb	Abnormalities, Multiple	MESH:D000015	CKB	1152	Congenital abnormality	Tretinoin	82.53		20695457|22898132
ckb	Abnormalities, Multiple	MESH:D000015	CKB	1152	Congenital abnormality	trichostatin A	82.53		15901671
ckb	Abnormalities, Multiple	MESH:D000015	CKB	1152	Congenital abnormality	tris(1,3-dichloro-2-propyl)phosphate	82.53		23919627|30157643
ckb	Abnormalities, Multiple	MESH:D000015	CKB	1152	Congenital abnormality	Valproic Acid	82.53		11223853|15901671|19490988|23811354|2492459|6439041|8363144
ckb	Abnormalities, Radiation-Induced	MESH:D000016	CKB	1152	Congenital abnormality|Wounds and injuries	Cadmium Chloride	3.86		25853276
ckb	Abnormalities, Severe Teratoid	MESH:D009008	CKB	1152	Congenital abnormality	Acetaminophen	8.35		20566340
ckb	Abnormalities, Severe Teratoid	MESH:D009008	CKB	1152	Congenital abnormality	Ethanol	8.35		23733920
ckb	Abortion, Spontaneous	MESH:D000022	CKB	1152	Pregnancy complication	Chlorpyrifos	20.63		36769379
ckb	Abortion, Spontaneous	MESH:D000022	CKB	1152	Pregnancy complication	Cocaine	20.63		1495535|16355064
ckb	Abortion, Spontaneous	MESH:D000022	CKB	1152	Pregnancy complication	Diethylhexyl Phthalate	20.63		22588786
ckb	Abortion, Spontaneous	MESH:D000022	CKB	1152	Pregnancy complication	Diethylstilbestrol	20.63		10209454|79882
ckb	Abortion, Spontaneous	MESH:D000022	CKB	1152	Pregnancy complication	Genistein	20.63		21810550
ckb	Abortion, Spontaneous	MESH:D000022	CKB	1152	Pregnancy complication	Isotretinoin	20.63		3162101
ckb	Abortion, Spontaneous	MESH:D000022	CKB	1152	Pregnancy complication	Mifepristone	20.63		16764872|20686183
ckb	Abortion, Spontaneous	MESH:D000022	CKB	1152	Pregnancy complication	Propylthiouracil	20.63		29793475
ckb	Abortion, Spontaneous	MESH:D000022	CKB	1152	Pregnancy complication	sodium arsenite	20.63		17569693
ckb	Abortion, Veterinary	MESH:D000034	CKB	1152	Animal disease|Pregnancy complication	Progesterone	4.20		18809207
ckb	Abruptio Placentae	MESH:D000037	CKB	1152	Pregnancy complication	Cocaine	13.72		11489591|1495535|2038082|2742283|3537786|6846442|7555128
ckb	Abruptio Placentae	MESH:D000037	CKB	1152	Pregnancy complication	Methamphetamine	13.72		11732233
ckb	Abruptio Placentae	MESH:D000037	CKB	1152	Pregnancy complication	Phenobarbital	13.72		19047607
ckb	Abscess	MESH:D000038	CKB	1152	Pathology (process)	Ampicillin	6.04		18319500
ckb	Abscess	MESH:D000038	CKB	1152	Pathology (process)	Gentamicins	6.04		4850936
ckb	Acantholysis	MESH:D000051	CKB	1152	Pathology (process)|Skin disease	Tretinoin	3.32		17763283
ckb	Accelerated Idioventricular Rhythm	MESH:D016170	CKB	1152	Cardiovascular disease|Pathology (process)	Cocaine	3.86		12232568
ckb	Accutane embryopathy	MESH:C535670	CKB	1152	Congenital abnormality	Isotretinoin	4.87		11105626|15864947|2278026|2933136|3162101|6237184|6591112|7499738
ckb	Acid-Base Imbalance	MESH:D000137	CKB	1152	Metabolic disease	Cocaine	3.86		10452435
ckb	Acidosis	MESH:D000138	CKB	1152	Metabolic disease	Acetaminophen	33.36		10092726|3403780|8214766
ckb	Acidosis	MESH:D000138	CKB	1152	Metabolic disease	Ammonium Chloride	33.36		18287403
ckb	Acidosis	MESH:D000138	CKB	1152	Metabolic disease	benzyloxycarbonylleucyl-leucyl-leucine aldehyde	33.36		29618784
ckb	Acidosis	MESH:D000138	CKB	1152	Metabolic disease	Cocaine	33.36		11284850|11590577|19062679|20357395
ckb	Acidosis	MESH:D000138	CKB	1152	Metabolic disease	Cytarabine	33.36		8318674
ckb	Acidosis	MESH:D000138	CKB	1152	Metabolic disease	Diethylhexyl Phthalate	33.36		22672789
ckb	Acidosis	MESH:D000138	CKB	1152	Metabolic disease	Ethanol	33.36		11192467
ckb	Acidosis	MESH:D000138	CKB	1152	Metabolic disease	Lactic Acid	33.36		18406487|20872349
ckb	Acidosis	MESH:D000138	CKB	1152	Metabolic disease	Lithium	33.36		2626134|443255
ckb	Acidosis	MESH:D000138	CKB	1152	Metabolic disease	Thiamine	33.36		8765181
ckb	Acidosis	MESH:D000138	CKB	1152	Metabolic disease	Valproic Acid	33.36		11891102
ckb	Acidosis, Lactic	MESH:D000140	CKB	1152	Metabolic disease	Acetaminophen	27.58		10447915|18609519
ckb	Acidosis, Lactic	MESH:D000140	CKB	1152	Metabolic disease	Ethanol	27.58		2054009|404836
ckb	Acidosis, Lactic	MESH:D000140	CKB	1152	Metabolic disease	Fluorouracil	27.58		9020500|9635854
ckb	Acidosis, Lactic	MESH:D000140	CKB	1152	Metabolic disease	Glucose	27.58		19427052
ckb	Acidosis, Lactic	MESH:D000140	CKB	1152	Metabolic disease	Lactic Acid	27.58		11356440
ckb	Acidosis, Lactic	MESH:D000140	CKB	1152	Metabolic disease	Lipopolysaccharides	27.58		9445295
ckb	Acidosis, Lactic	MESH:D000140	CKB	1152	Metabolic disease	Mustard Gas	27.58		25331496
ckb	Acidosis, Lactic	MESH:D000140	CKB	1152	Metabolic disease	Valproic Acid	27.58		3922731
ckb	Acidosis, Renal Tubular	MESH:D000141	CKB	1152	Genetic disease (inborn)|Metabolic disease|Urogenital disease (female)|Urogenital disease (male)	Lithium	3.53		20344995|2170960
ckb	Acidosis, Respiratory	MESH:D000142	CKB	1152	Metabolic disease|Respiratory tract disease	Copper Sulfate	2.69		7265320
ckb	Acinetobacter Infections	MESH:D000151	CKB	1152	Bacterial infection or mycosis	Plant Extracts	3.59		22182644
ckb	Acneiform Eruptions	MESH:D017486	CKB	1152	Skin disease	Isotretinoin	3.64		16232082
ckb	Acne Vulgaris	MESH:D000152	CKB	1152	Skin disease	Dexamethasone	18.91		16552437
ckb	Acne Vulgaris	MESH:D000152	CKB	1152	Skin disease	Ethinyl Estradiol	18.91		12615818|15269926|17505938|2945082|8222658
ckb	Acne Vulgaris	MESH:D000152	CKB	1152	Skin disease	Isotretinoin	18.91		10831665|11464180|12207595|12587200|12622636|12653758|12963905|15204147|15826276|15897376|16185265|16232082|16405632|17062097|17166623|17277875|17286159|17305209|17472998|17501969|17556790|1831820|18363422|18769834|19382995|19783054|19950851|20059367|20236286|2039732|2933136|2938008|3157930|34224824|6225882|6238241|6591112|7769163|8347155|8655244|8746368|8961893|9330049|9784036
ckb	Acne Vulgaris	MESH:D000152	CKB	1152	Skin disease	Tobacco Smoke Pollution	18.91		15029439
ckb	Acne Vulgaris	MESH:D000152	CKB	1152	Skin disease	Tretinoin	18.91		161830|20233239|21274875|2146526|3156656|3157930
ckb	Acne Vulgaris	MESH:D000152	CKB	1152	Skin disease	Vitamin E	18.91		6455256
ckb	Acquired ichthyosis	MESH:C538175	CKB	1152	Congenital abnormality|Infant-newborn disease|Skin disease	Tretinoin	3.86		10473963|1401316
ckb	Acrodermatitis	MESH:D000169	CKB	1152	Congenital abnormality|Skin disease	Dexamethasone	7.77		17495388
ckb	Acrodermatitis	MESH:D000169	CKB	1152	Congenital abnormality|Skin disease	Temozolomide	7.77		17495388
ckb	Acromegaly	MESH:D000172	CKB	1152	Endocrine system disease|Musculoskeletal disease|Nervous system disease	Melatonin	3.99		9186818
ckb	ACTH Deficiency, Isolated	MESH:C562707	CKB	1152	Endocrine system disease|Genetic disease (inborn)|Metabolic disease	Dexamethasone	3.25		11141589
ckb	Actinomycetales Infections	MESH:D000193	CKB	1152	Bacterial infection or mycosis	Azathioprine	4.56		6350469
ckb	Activated Protein C Resistance	MESH:D020016	CKB	1152	Blood disease|Genetic disease (inborn)	Estradiol	2.70		11703344
ckb	Acute Coronary Syndrome	MESH:D054058	CKB	1152	Cardiovascular disease	Amphetamine	20.18		15928743|17280638
ckb	Acute Coronary Syndrome	MESH:D054058	CKB	1152	Cardiovascular disease	Carvedilol	20.18		17956961
ckb	Acute Coronary Syndrome	MESH:D054058	CKB	1152	Cardiovascular disease	Cocaine	20.18		10958127|11423825|11423826|11684250|16521662|17488862|17826394|17956961|18072128|18338668|19231323|19371914|20133495|20206876
ckb	Acute Coronary Syndrome	MESH:D054058	CKB	1152	Cardiovascular disease	Fluorouracil	20.18		15855175|16268749|16981070
ckb	Acute Coronary Syndrome	MESH:D054058	CKB	1152	Cardiovascular disease	Methamphetamine	20.18		12745036|17404411
ckb	Acute Coronary Syndrome	MESH:D054058	CKB	1152	Cardiovascular disease	Nitroglycerin	20.18		10958127|15005775
ckb	Acute Coronary Syndrome	MESH:D054058	CKB	1152	Cardiovascular disease	Selenium	20.18		15966572
ckb	Acute Disease	MESH:D000208	CKB	1152	Pathology (process)	Carbamazepine	11.82		15289703
ckb	Acute Disease	MESH:D000208	CKB	1152	Pathology (process)	Lithium	11.82		15289703
ckb	Acute Disease	MESH:D000208	CKB	1152	Pathology (process)	Valproic Acid	11.82		15289703
ckb	Acute Generalized Exanthematous Pustulosis	MESH:D056150	CKB	1152	Immune system disease|Skin disease	Carbamazepine	4.11		12430739|15229826
ckb	Acute Kidney Injury	MESH:D058186	CKB	1152	Urogenital disease (female)|Urogenital disease (male)	Acetaminophen	147.80		10454517|10462288|10529635|15058171|15118981|15546480|1605724|1676404|19109935|19183124|19369842|19515070|19639374|19815612|19995690|22093918|2302954|2873910|30099449|3403780|35020164|35243748|3605153|3747662|3827589|3992409|455818|6173498|6708674|6800515|6802245|6825559|6877410|7100020|7318260|7364436|7969685|8156726|8244261|8317017|8669426|8812206|9085330|9381478|9796772|9858252
ckb	Acute Kidney Injury	MESH:D058186	CKB	1152	Urogenital disease (female)|Urogenital disease (male)	Acetylcysteine	147.80		14624421|15637469|16897003|19204016|19473638|19526394|19945959|26230185|30236763|30639957
ckb	Acute Kidney Injury	MESH:D058186	CKB	1152	Urogenital disease (female)|Urogenital disease (male)	Amphetamine	147.80		16161930|3057269|6701599|7058372|8099372|9467496
ckb	Acute Kidney Injury	MESH:D058186	CKB	1152	Urogenital disease (female)|Urogenital disease (male)	Ampicillin	147.80		14736991|653062|6649724
ckb	Acute Kidney Injury	MESH:D058186	CKB	1152	Urogenital disease (female)|Urogenital disease (male)	aristolochic acid I	147.80		24530882|26204831|27422293|34677723
ckb	Acute Kidney Injury	MESH:D058186	CKB	1152	Urogenital disease (female)|Urogenital disease (male)	Arsenic Trioxide	147.80		18463343
ckb	Acute Kidney Injury	MESH:D058186	CKB	1152	Urogenital disease (female)|Urogenital disease (male)	Azathioprine	147.80		4067979
ckb	Acute Kidney Injury	MESH:D058186	CKB	1152	Urogenital disease (female)|Urogenital disease (male)	bisphenol A	147.80		24625398
ckb	Acute Kidney Injury	MESH:D058186	CKB	1152	Urogenital disease (female)|Urogenital disease (male)	Blood Glucose	147.80		16153449|27363640
ckb	Acute Kidney Injury	MESH:D058186	CKB	1152	Urogenital disease (female)|Urogenital disease (male)	Cadmium	147.80		37357614
ckb	Acute Kidney Injury	MESH:D058186	CKB	1152	Urogenital disease (female)|Urogenital disease (male)	Cadmium Chloride	147.80		21620867|28759707|29286200|32818823|35122928
ckb	Acute Kidney Injury	MESH:D058186	CKB	1152	Urogenital disease (female)|Urogenital disease (male)	Carbamazepine	147.80		11346062|12005248|1494733|19995690|2918954|4653892
ckb	Acute Kidney Injury	MESH:D058186	CKB	1152	Urogenital disease (female)|Urogenital disease (male)	Carbon Tetrachloride	147.80		24975872|28285099|30825423
ckb	Acute Kidney Injury	MESH:D058186	CKB	1152	Urogenital disease (female)|Urogenital disease (male)	Carvedilol	147.80		21044617|24012798
ckb	Acute Kidney Injury	MESH:D058186	CKB	1152	Urogenital disease (female)|Urogenital disease (male)	Cisplatin	147.80		10454517|11977638|12180108|12690470|15814532|16316343|17670903|19144690|19833167|19913604|20369241|20419391|20463654|20510337|20514524|20603111|20650967|20652569|20656754|20676799|20817559|20844023|20844471|20861081|20942565|20943766|21044617|21048024|21048391|21058009|21256724|21272267|21325496|21458517|21470069|21570986|21593185|21633170|2170045|21745194|21802473|21835770|21847101|22005293|22581811|22992436|23384965|23649842|24012798|24113306|24632086|24778426|24973089|24975837|25184746|25382014|25598344|25957482|26165641|26230185|26546572|26723870|27480280|28321044|28414026|28698153|28885000|28902463|29126144|29476062|29599129|30291731|31103702|31153982|3152939|31926187|32110797|32504734|32777238|32888910|33965372|34560070|34785303|35279909|35367536|35403300|36006825|37057715|37087747|37179038|37863467|6350313|657154|7018267|7199128
ckb	Acute Kidney Injury	MESH:D058186	CKB	1152	Urogenital disease (female)|Urogenital disease (male)	Clofibrate	147.80		12503032|55557|7437867
ckb	Acute Kidney Injury	MESH:D058186	CKB	1152	Urogenital disease (female)|Urogenital disease (male)	Cocaine	147.80		10095180|10570114|10745478|11147017|11155017|11217644|11391224|11792999|11971848|12218880|14658178|15104930|15335299|16523435|17338430|18081441|18590504|18946498|2076148|2228713|2272809|2772692|2913784|7944088|8191618|8465100
ckb	Acute Kidney Injury	MESH:D058186	CKB	1152	Urogenital disease (female)|Urogenital disease (male)	Copper Sulfate	147.80		30431687|602954
ckb	Acute Kidney Injury	MESH:D058186	CKB	1152	Urogenital disease (female)|Urogenital disease (male)	Curcumin	147.80		17076682|28698153|30431687
ckb	Acute Kidney Injury	MESH:D058186	CKB	1152	Urogenital disease (female)|Urogenital disease (male)	Cyclosporine	147.80		11271297|11576359|12131698|1539206|1839490|21058009|22005293|2368707|2576639|2940667|29975447|3086006|3544376|3544821|6342655|7518975|7566623
ckb	Acute Kidney Injury	MESH:D058186	CKB	1152	Urogenital disease (female)|Urogenital disease (male)	Cytarabine	147.80		10327034|12180108|7858489|8318674
ckb	Acute Kidney Injury	MESH:D058186	CKB	1152	Urogenital disease (female)|Urogenital disease (male)	Deferoxamine	147.80		12644925|1324513|19204016|30431687|3123518|451459
ckb	Acute Kidney Injury	MESH:D058186	CKB	1152	Urogenital disease (female)|Urogenital disease (male)	Dexamethasone	147.80		31654708|32687258|8546128|9763554
ckb	Acute Kidney Injury	MESH:D058186	CKB	1152	Urogenital disease (female)|Urogenital disease (male)	Dietary Fats	147.80		24795233
ckb	Acute Kidney Injury	MESH:D058186	CKB	1152	Urogenital disease (female)|Urogenital disease (male)	Doxorubicin	147.80		18680783|21354902|21812276|25411067|26825964|28885000|29474904|30543781|3070145|31376360|32289291
ckb	Acute Kidney Injury	MESH:D058186	CKB	1152	Urogenital disease (female)|Urogenital disease (male)	Dronabinol	147.80		16161930
ckb	Acute Kidney Injury	MESH:D058186	CKB	1152	Urogenital disease (female)|Urogenital disease (male)	Enzyme Inhibitors	147.80		19326569
ckb	Acute Kidney Injury	MESH:D058186	CKB	1152	Urogenital disease (female)|Urogenital disease (male)	Ethanol	147.80		28285099|3747662
ckb	Acute Kidney Injury	MESH:D058186	CKB	1152	Urogenital disease (female)|Urogenital disease (male)	Fluorouracil	147.80		15895229|3978662
ckb	Acute Kidney Injury	MESH:D058186	CKB	1152	Urogenital disease (female)|Urogenital disease (male)	Folic Acid	147.80		1068326|10980121|11532093|135854|15149334|15625121|16316344|16595132|17003819|18480750|18626492|19552531|23255615|24275386|25559736|2566606|30405444|31447676|31593741|33404076|35191561|35772596|4142233|5070373|562503|745638|7531211|851170|8594875
ckb	Acute Kidney Injury	MESH:D058186	CKB	1152	Urogenital disease (female)|Urogenital disease (male)	Gallic Acid	147.80		24433871
ckb	Acute Kidney Injury	MESH:D058186	CKB	1152	Urogenital disease (female)|Urogenital disease (male)	Gemcitabine	147.80		15895229|18427761
