# Input	DiseaseName	DiseaseID	GeneSymbol	GeneID	DiseaseCategories	InferenceChemicalName	InferenceScore	OmimIDs	PubMedIDs
ckm	Myocardial Reperfusion Injury	MESH:D015428	CKM	1158	Cardiovascular disease|Pathology (process)	Rosiglitazone	40.03		11714655|16582019|18562925|19566839
ckm	Myocardial Reperfusion Injury	MESH:D015428	CKM	1158	Cardiovascular disease|Pathology (process)	Simvastatin	40.03		11742885
ckm	Myocardial Stunning	MESH:D017682	CKM	1158	Cardiovascular disease|Signs and symptoms	Cocaine	7.30		3354475|7772323
ckm	Myocardial Stunning	MESH:D017682	CKM	1158	Cardiovascular disease|Signs and symptoms	Doxorubicin	7.30		15944435
ckm	Myocarditis	MESH:D009205	CKM	1158	Cardiovascular disease	Acetylcysteine	51.69		9261645
ckm	Myocarditis	MESH:D009205	CKM	1158	Cardiovascular disease	Albuterol	51.69		16908771
ckm	Myocarditis	MESH:D009205	CKM	1158	Cardiovascular disease	Amphetamine	51.69		18791201
ckm	Myocarditis	MESH:D009205	CKM	1158	Cardiovascular disease	bisphenol A	51.69		22718145|31551929
ckm	Myocarditis	MESH:D009205	CKM	1158	Cardiovascular disease	Carvedilol	51.69		14684360|20017808|20457150
ckm	Myocarditis	MESH:D009205	CKM	1158	Cardiovascular disease	Cocaine	51.69		10069205|15013162|16290291|19463023|20513064|2729073|3187482|3364339|3785295|7555128|7750342|9181711
ckm	Myocarditis	MESH:D009205	CKM	1158	Cardiovascular disease	Curcumin	51.69		29315967
ckm	Myocarditis	MESH:D009205	CKM	1158	Cardiovascular disease	Cyclophosphamide	51.69		11041571|11271907|2285129|4833912|7235784|9248329
ckm	Myocarditis	MESH:D009205	CKM	1158	Cardiovascular disease	Daunorubicin	51.69		180611
ckm	Myocarditis	MESH:D009205	CKM	1158	Cardiovascular disease	Doxorubicin	51.69		29315967|8356947|9505340
ckm	Myocarditis	MESH:D009205	CKM	1158	Cardiovascular disease	Isoproterenol	51.69		1892950|2169911|3160411
ckm	Myocarditis	MESH:D009205	CKM	1158	Cardiovascular disease	Particulate Matter	51.69		12563109|35285579
ckm	Myocarditis	MESH:D009205	CKM	1158	Cardiovascular disease	Phenytoin	51.69		3421797|8965113
ckm	Myocarditis	MESH:D009205	CKM	1158	Cardiovascular disease	Tretinoin	51.69		15842672|17619879|20060166
ckm	Myocarditis	MESH:D009205	CKM	1158	Cardiovascular disease	Vitamin E	51.69		12924018|1926593|7256931
ckm	Myoclonic Epilepsies, Progressive	MESH:D020191	CKM	1158	Nervous system disease	Phenobarbital	7.05		17484760
ckm	Myoclonic Epilepsies, Progressive	MESH:D020191	CKM	1158	Nervous system disease	Phenytoin	7.05		17484760
ckm	Myoclonic Epilepsy, Juvenile	MESH:D020190	CKM	1158	Nervous system disease	Valproic Acid	2.79		19177810
ckm	Myoclonus	MESH:D009207	CKM	1158	Nervous system disease|Signs and symptoms	Acetaminophen	17.72		15459624|7110997
ckm	Myoclonus	MESH:D009207	CKM	1158	Nervous system disease|Signs and symptoms	Acetylcysteine	17.72		15459624
ckm	Myoclonus	MESH:D009207	CKM	1158	Nervous system disease|Signs and symptoms	Albuterol	17.72		10822452
ckm	Myoclonus	MESH:D009207	CKM	1158	Nervous system disease|Signs and symptoms	Dexamethasone	17.72		16162960|16256900|19276142|8094972|9445200|9926738
ckm	Myoclonus	MESH:D009207	CKM	1158	Nervous system disease|Signs and symptoms	Pentoxifylline	17.72		8275036
ckm	Myoclonus	MESH:D009207	CKM	1158	Nervous system disease|Signs and symptoms	Phenytoin	17.72		11310291|19448237|3994321|4406897|8704069|8937794
ckm	Myoclonus	MESH:D009207	CKM	1158	Nervous system disease|Signs and symptoms	Tramadol	17.72		14633768
ckm	Myoclonus	MESH:D009207	CKM	1158	Nervous system disease|Signs and symptoms	Valproic Acid	17.72		15380868|15701074|16507108|18495313|19448237|19721703|20332743|7532570|8099687
ckm	Myoglobinuria	MESH:D009212	CKM	1158	Musculoskeletal disease	Amphetamine	14.57		3057269|7058372
ckm	Myoglobinuria	MESH:D009212	CKM	1158	Musculoskeletal disease	Clofibrate	14.57		846520
ckm	Myoglobinuria	MESH:D009212	CKM	1158	Musculoskeletal disease	Glycerol	14.57		10362817
ckm	Myoglobinuria	MESH:D009212	CKM	1158	Musculoskeletal disease	Simvastatin	14.57		18819764|19099134
ckm	Myoma	MESH:D009214	CKM	1158	Cancer	bisphenol A	3.04		23915859
ckm	Myopia	MESH:D009216	CKM	1158	Eye disease	Dexamethasone	2.64		16338581
ckm	Myositis	MESH:D009220	CKM	1158	Musculoskeletal disease|Nervous system disease	Carbimazole	35.73		1681385|2565460
ckm	Myositis	MESH:D009220	CKM	1158	Musculoskeletal disease|Nervous system disease	Clarithromycin	35.73		16159992
ckm	Myositis	MESH:D009220	CKM	1158	Musculoskeletal disease|Nervous system disease	Clofibrate	35.73		3547004
ckm	Myositis	MESH:D009220	CKM	1158	Musculoskeletal disease|Nervous system disease	Dexamethasone	35.73		10629576|16351631|18205843|19887701|7934481
ckm	Myositis	MESH:D009220	CKM	1158	Musculoskeletal disease|Nervous system disease	Doxorubicin	35.73		10398795
ckm	Myositis	MESH:D009220	CKM	1158	Musculoskeletal disease|Nervous system disease	Phenytoin	35.73		1036571
ckm	Myositis	MESH:D009220	CKM	1158	Musculoskeletal disease|Nervous system disease	Progesterone	35.73		3342908
ckm	Myositis	MESH:D009220	CKM	1158	Musculoskeletal disease|Nervous system disease	Simvastatin	35.73		11281188|12528328|15298748|16159992|18434476|9002485
ckm	Myositis	MESH:D009220	CKM	1158	Musculoskeletal disease|Nervous system disease	Tretinoin	35.73		10629576|15842672|16307543|16351631|16923519|18205843|19887701|20009973|24658375|7934481
ckm	Myositis, Inclusion Body	MESH:D018979	CKM	1158	Musculoskeletal disease|Nervous system disease	Simvastatin	4.58		19670387
ckm	Myotonia	MESH:D009222	CKM	1158	Nervous system disease|Signs and symptoms	Plant Extracts	3.02		15138009
ckm	Myotonia Congenita	MESH:D009224	CKM	1158	Genetic disease (inborn)|Musculoskeletal disease|Nervous system disease	Phenytoin	4.15		1896199
ckm	Myotonic Dystrophy	MESH:D009223	CKM	1158	Genetic disease (inborn)|Musculoskeletal disease|Nervous system disease	Phenytoin	4.08		4051836
ckm	Myxedema	MESH:D009230	CKM	1158	Connective tissue disease|Endocrine system disease	Dexamethasone	3.20		19934393
ckm	Nail Diseases	MESH:D009260	CKM	1158	Skin disease	Docetaxel	8.63		10792238|11206991|7918124|7918126
ckm	Nail Diseases	MESH:D009260	CKM	1158	Skin disease	Mitoxantrone	8.63		2283895
ckm	Nails, Malformed	MESH:D009264	CKM	1158	Pathology (anatomical condition)	Phenobarbital	9.84		2055617
ckm	Nails, Malformed	MESH:D009264	CKM	1158	Pathology (anatomical condition)	Phenytoin	9.84		10798072
ckm	Narcolepsy	MESH:D009290	CKM	1158	Mental disorder|Nervous system disease	Amphetamine	6.27		2048132|2845442|4359162
ckm	Narcolepsy	MESH:D009290	CKM	1158	Mental disorder|Nervous system disease	Plant Extracts	6.27		21061460
ckm	Nasal Obstruction	MESH:D015508	CKM	1158	Ear-nose-throat disease|Respiratory tract disease	Cocaine	8.37		11704715|11913063|12501110|14692833|15016489
ckm	Nasal Obstruction	MESH:D015508	CKM	1158	Ear-nose-throat disease|Respiratory tract disease	Dexamethasone	8.37		10463118
ckm	Nasopharyngeal Carcinoma	MESH:D000077274	CKM	1158	Cancer|Ear-nose-throat disease|Mouth disease	Arsenic Trioxide	2.68		23104537
ckm	Nasopharyngeal Neoplasms	MESH:D009303	CKM	1158	Cancer|Ear-nose-throat disease|Mouth disease	Docetaxel	4.13		17697552
ckm	Nausea	MESH:D009325	CKM	1158	Signs and symptoms	Acetaminophen	69.58		11209028|11438806|7100020|8104298
ckm	Nausea	MESH:D009325	CKM	1158	Signs and symptoms	Acetylcysteine	69.58		11736926
ckm	Nausea	MESH:D009325	CKM	1158	Signs and symptoms	Arsenic Trioxide	69.58		11960341|16207595|17497326|20164150
ckm	Nausea	MESH:D009325	CKM	1158	Signs and symptoms	Carbimazole	69.58		2565460|3718146
ckm	Nausea	MESH:D009325	CKM	1158	Signs and symptoms	Carmustine	69.58		2836567|4343318|509386|6213670
ckm	Nausea	MESH:D009325	CKM	1158	Signs and symptoms	Clarithromycin	69.58		11678058|11866297|17316343|9220047|9421124|9570263
ckm	Nausea	MESH:D009325	CKM	1158	Signs and symptoms	Clofibrate	69.58		7437867
ckm	Nausea	MESH:D009325	CKM	1158	Signs and symptoms	Cocaine	69.58		16033719|18468752|2913784|9404801
ckm	Nausea	MESH:D009325	CKM	1158	Signs and symptoms	Copper	69.58		12600855
ckm	Nausea	MESH:D009325	CKM	1158	Signs and symptoms	Cyclophosphamide	69.58		11132226|12099946|142579|15493359|2056144|21808994|2910423|4168247|5454367|6377283|6614043|8398704|9390207
ckm	Nausea	MESH:D009325	CKM	1158	Signs and symptoms	Dexamethasone	69.58		10089087|10688811|12099946|16256900|16304666|1749637|17600880|19800799|20552375|21383291|21539837|21808994|21840870|21996961|3098151|6539363|7636556|8891570|9234591
ckm	Nausea	MESH:D009325	CKM	1158	Signs and symptoms	Docetaxel	69.58		12006518|12365019|12794247|18000507
ckm	Nausea	MESH:D009325	CKM	1158	Signs and symptoms	Doxorubicin	69.58		11745287|12006519|12099946|135666|14998846|15459211|15493359|1987737|2224762|2910423|3894277|6542584|7191768|7740334|7793456|8893895|9390207|985619
ckm	Nausea	MESH:D009325	CKM	1158	Signs and symptoms	Ethanol	69.58		21053676
ckm	Nausea	MESH:D009325	CKM	1158	Signs and symptoms	Ethinyl Estradiol	69.58		10574641|12499032|19443681|7750278|8353409|9408704|9678128
ckm	Nausea	MESH:D009325	CKM	1158	Signs and symptoms	Etoposide	69.58		17600880|3114435|7083457|7858489|8673994|9164223|9879292
ckm	Nausea	MESH:D009325	CKM	1158	Signs and symptoms	Isoproterenol	69.58		2127
ckm	Nausea	MESH:D009325	CKM	1158	Signs and symptoms	Isotretinoin	69.58		10928138
ckm	Nausea	MESH:D009325	CKM	1158	Signs and symptoms	Lithium Chloride	69.58		21827451|31897571
ckm	Nausea	MESH:D009325	CKM	1158	Signs and symptoms	lumiracoxib	69.58		17478464
ckm	Nausea	MESH:D009325	CKM	1158	Signs and symptoms	Mitoxantrone	69.58		10597740|11851027|1802019
ckm	Nausea	MESH:D009325	CKM	1158	Signs and symptoms	Pentoxifylline	69.58		10688811|14677181|16260695|18787510|3619234|8275036
ckm	Nausea	MESH:D009325	CKM	1158	Signs and symptoms	Petroleum	69.58		20383050
ckm	Nausea	MESH:D009325	CKM	1158	Signs and symptoms	Phenytoin	69.58		1098684|1147459|6081207|7396317|8369243|9658485
ckm	Nausea	MESH:D009325	CKM	1158	Signs and symptoms	Tramadol	69.58		12224377|1396064|18181382|9204095|9785072
ckm	Nausea	MESH:D009325	CKM	1158	Signs and symptoms	Tretinoin	69.58		10742073|8487058|9028161|9234591
ckm	Nausea	MESH:D009325	CKM	1158	Signs and symptoms	Valproic Acid	69.58		10227223|1606338|17846437|18446695|2121122|6772435
ckm	Nausea	MESH:D009325	CKM	1158	Signs and symptoms	Vitamin E	69.58		946274
ckm	Neck Pain	MESH:D019547	CKM	1158	Signs and symptoms	Pentoxifylline	4.45		12427911
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	1,3-dimethylthiourea	268.28		21575692
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	3,4,5,3',4'-pentachlorobiphenyl	268.28		17493787|20959002
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	3-methyladenine	268.28		25939952|26804764
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	4,4'-diaminodiphenylmethane	268.28		26396155
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	Acetaminophen	268.28		11209028|11334364|11346894|11529661|11890740|12051994|12085349|15010265|15469856|15486922|16140478|16278372|17420223|17584759|18068290|18435715|18835260|1904133|19256530|19336648|1957310|19835899|19931551|20067817|20100502|20166895|20500806|20644519|21163907|21241727|21672600|22048645|22112502|22319198|22363424|22461450|22563491|22687999|22939915|22986947|23288050|24440347|24770590|24863736|25752611|26176337|26772156|26881866|26912412|26969520|27826632|27866976|27989599|28435131|28827156|29174983|29331651|30273691|3086971|31524377|32040233|32045647|3281885|347920|35292334|35713544|3603555|3947399|3973835|4018740|4032494|626461|6515131|7244370|7469628|7563219|8487595|8742320|9444671|9858252|989539
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	Acetylcysteine	268.28		10632456|11341981|11346894|11470263|12849721|15884711|16445087|16532269|17309078|18068290|18079140|1904133|19728331|19837105|21051528|2340629|25939952|26804764|28435131|30639957|3973835|6724195|7469628
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	Acrylamide	268.28		25858877
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	Arsenic Trioxide	268.28		10626785|15669187|17121903|18479373|19437134|23201927|24549004|25410152|26187899|28978146
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	Benzo(a)pyrene	268.28		17961608|20719421|37364758
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	bisphenol A	268.28		17493787|26063408|26450347
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	bisphenol S	268.28		29199064
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	Cadmium Chloride	268.28		10647914|11341981|12449241|16532269|16597613|17292349|17323976|17785681|19135076|19997867|20435356|20719421|21337715|21697648|23717155|23750309|23961183|24549004|26790433
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	Carbon Tetrachloride	268.28		12923366|18930782|19066852|19911120|19913046|20100483|20371262|21095217|22112502|22206755|22363424|22563491|22902988|23146752|23288052|23845967|23994094|24293383|24389507|24530446|24639359|24802811|25656916|26739621|26882442|27623180|27693115|27865848|27865854|28428136|29250925|29777724|29974145|30538632|31150632|3947399|5135827|8884888
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	Carmustine	268.28		16863996|18089819
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	carvacrol	268.28		27838229
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	Carvedilol	268.28		10569482
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	celastrol	268.28		28435131|29643811
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	Clofibrate	268.28		15016835|16465232|661938|8742320
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	Cocaine	268.28		10425576|10491482|10604166|11027056|11283516|11368239|11642523|11913063|11998527|12133232|12843832|12940134|1471229|15602430|15929586|16220857|17643265|17993909|18023268|18830903|19047443|19114541|19127137|19183502|19458577|20506546|20513844|20600547|9833211
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	Copper	268.28		11502874|17031754|20971185|7849148
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	costus absolute	268.28		36286243
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	crocin	268.28		23523949
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	cupric chloride	268.28		21641295
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	cupric oxide	268.28		22954531|24120544|36286243
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	Curcumin	268.28		19002562|25119790|30138604|8534267
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	Cyclophosphamide	268.28		10921050|1197900|1285674|1473364|25779342|30506662|3060893|4933887|5454367|6530353|6803878
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	Daunorubicin	268.28		1197900|12370496|20888384
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	Dexamethasone	268.28		11751287|16146070|19997867
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	Diazinon	268.28		23523949|27920530
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	Dietary Fats	268.28		21051528|24534256|26961609|30996006
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	Diethylhexyl Phthalate	268.28		11836017|30017959
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	Diuron	268.28		19812366|22923491|24172598
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	Docetaxel	268.28		11778233
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	Doxorubicin	268.28		10891466|11334364|12227071|12351979|12370496|15455384|18845130|20144634|24275640|24939721|24998637|27565713|27666003|31100273|34648132|3781430|7969078
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	Estradiol	268.28		25280774
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	Ethanol	268.28		15016835|18793633|19167417|20116195|20442652|21051528|21410490|24296114|2524618|26033013|26522475|26769846|3865005|6645200|6681608
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	Etoposide	268.28		10891466|16725115
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	fullerene C60	268.28		20045429
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	furan	268.28		20124500|22507866
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	Genistein	268.28		10572627|25620059
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	Gentamicins	268.28		11470263|1263024|1322021|1438039|15267137|16925772|19535489|20435566|20816719|21081137|21396950|22061828|23142791|23335628|23535405|3111476|6724209|696801|9741354
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	Glycerol	268.28		20299303
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	Hydrogen Peroxide	268.28		10486581|10891466|15191356|16310883|16532269|16863996|19780897|19885844|20525898|21400612|25280774
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	Isoproterenol	268.28		10533957|10831235|11064274|1208595|1217150|12577380|15261977|15282950|15813973|17045618|17509559|1752259|18513933|18528854|19216232|19667237|19854236|19957885|20211217|2047568|20554997|21570962|23558518|24117263|24201307|24286936|24954035|2527639|25537132|2617945|26996544|2959998|3130838|3158047|3158144|3336205|35130744|3712522|3894677|4091837|4226214|4381147|4402017|453639|475980|4773536|5017287|5927953|6017708|6048021|62047|6228730|6241897|6255219|6330819|656315|6721878|6832181|6868085|7135265|7161883|7436998|7494559|8592101|949029|9539862|9788755
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	lead acetate	268.28		19347332|22728154
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	Lipopolysaccharides	268.28		12133232|16706124|20848084|21262334|21984482|22107987|22154906|24817034|30776389|35691465|8157128
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	Loperamide	268.28		30597669
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	Mitoxantrone	268.28		2299913
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	mono-(2-ethylhexyl)phthalate	268.28		24706461
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	Mustard Gas	268.28		18852015|19482056|23810508|27617619|29569912
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	Nanotubes, Carbon	268.28		25620056
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	Nickel	268.28		19839048|24579805
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	Oxygen	268.28		15786717|25831079|7377592
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	Paraquat	268.28		24912633|30967525
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	Particulate Matter	268.28		21162728|21979174
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	Pentoxifylline	268.28		15145246|19737289|21983523|8005172
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	perfluorooctane sulfonic acid	268.28		23948355
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	Phenobarbital	268.28		10817630|2006506|21763762|2734806|347920|616978|7377592|839448
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	Phenytoin	268.28		9796746
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	Pioglitazone	268.28		19858066|22989705|28263783|30130594
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	Plant Extracts	268.28		15267137|15878355|18513933|19428342|20884815|23262642|23717155|23961183|23994094|24296114|24581381|26177929|35595039
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	Poloxamer	268.28		32961231
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	Quercetin	268.28		17927767|19615871|20654599|21337715|21885874|22728154|23907460|24117263|25537132|26054880|26873426|27252111
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	Rosiglitazone	268.28		27866976
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	schizandrin B	268.28		31150632
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	Silicon Dioxide	268.28		24992398
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	Simvastatin	268.28		12962723|14634922|17241784|18679777|19001041|20044596
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	sodium arsenite	268.28		12018983|17681577|17941083|19428342|19874834|20045014|21134390|23022324|23143138|23164666|23219847|24100277|25869292|27174133|27427241|9176145
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	sodium bichromate	268.28		24612858|25270677
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	Sodium Fluoride	268.28		21986897|30225638
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	Sodium Selenite	268.28		15191356|28757135
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	Spermine	268.28		10942576
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	Tetrachlorodibenzodioxin	268.28		15664267|20959002|21851831|2465810|27693115
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	Tetradecanoylphorbol Acetate	268.28		17323976
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	Thioacetamide	268.28		19389872|20036707|20713078|21885874|22563491|23142791|23408952|24614237|26957569|26961609|29777724|30138605|30500344|32961231|33522075|3947399
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	titanium dioxide	268.28		19156710|22352400
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	Tobacco Smoke Pollution	268.28		22960471|26169828|27818348
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	Tramadol	268.28		27317026
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	Tretinoin	268.28		12969142|16351631|17763283|21274875|27368152|7934481
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	Trichloroethylene	268.28		23037997|24974766
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	Tunicamycin	268.28		29027487
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	Valproic Acid	268.28		11698905|15858223|19535489|20861068|2119302|22898132|30273971|8099687
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	Vitamin E	268.28		11834455|11913585|12955582|17927767|23523949|25779342|3353995|7288501|9840616
ckm	Necrosis	MESH:D009336	CKM	1158	Pathology (process)	Zinc	268.28		27501764
ckm	Neointima	MESH:D058426	CKM	1158	Pathology (process)	Copper	10.21		20671235
ckm	Neointima	MESH:D058426	CKM	1158	Pathology (process)	Hydrogen Peroxide	10.21		15867141
ckm	Neointima	MESH:D058426	CKM	1158	Pathology (process)	Rosiglitazone	10.21		14993120|19201691
ckm	Neonatal Abstinence Syndrome	MESH:D009357	CKM	1158	Infant-newborn disease|Mental disorder|Substance-related disorder	Cocaine	16.51		15280134
ckm	Neonatal Abstinence Syndrome	MESH:D009357	CKM	1158	Infant-newborn disease|Mental disorder|Substance-related disorder	Phenobarbital	16.51		14689334|3348657
ckm	Neonatal Abstinence Syndrome	MESH:D009357	CKM	1158	Infant-newborn disease|Mental disorder|Substance-related disorder	Tramadol	16.51		9403290
ckm	Neonatal Abstinence Syndrome	MESH:D009357	CKM	1158	Infant-newborn disease|Mental disorder|Substance-related disorder	Valproic Acid	16.51		8215567
ckm	Neoplasm Invasiveness	MESH:D009361	CKM	1158	Cancer|Pathology (process)	2-amino-1-methyl-6-phenylimidazo(4,5-b)pyridine	70.15		20951759|22307971
ckm	Neoplasm Invasiveness	MESH:D009361	CKM	1158	Cancer|Pathology (process)	Acetylcysteine	70.15		21749277|22261521|24813866|26514923
ckm	Neoplasm Invasiveness	MESH:D009361	CKM	1158	Cancer|Pathology (process)	Apigenin	70.15		22634262|27468969
ckm	Neoplasm Invasiveness	MESH:D009361	CKM	1158	Cancer|Pathology (process)	Arsenic Trioxide	70.15		15962302|16624393|22521957|24680928|25728215|25791921
ckm	Neoplasm Invasiveness	MESH:D009361	CKM	1158	Cancer|Pathology (process)	Benzo(a)pyrene	70.15		24847786|25724548|29746904|30236600
ckm	Neoplasm Invasiveness	MESH:D009361	CKM	1158	Cancer|Pathology (process)	bisphenol A	70.15		25312822|26546977|27366082|28466560|33683587
ckm	Neoplasm Invasiveness	MESH:D009361	CKM	1158	Cancer|Pathology (process)	Cadmium Chloride	70.15		26514923|28527916|28830677|33129824
ckm	Neoplasm Invasiveness	MESH:D009361	CKM	1158	Cancer|Pathology (process)	Cantharidin	70.15		31945315
ckm	Neoplasm Invasiveness	MESH:D009361	CKM	1158	Cancer|Pathology (process)	Curcumin	70.15		18495463|22261521|24211270|25256401|26514923
ckm	Neoplasm Invasiveness	MESH:D009361	CKM	1158	Cancer|Pathology (process)	decamethrin	70.15		32800223
ckm	Neoplasm Invasiveness	MESH:D009361	CKM	1158	Cancer|Pathology (process)	Doxorubicin	70.15		23911960
ckm	Neoplasm Invasiveness	MESH:D009361	CKM	1158	Cancer|Pathology (process)	Estradiol	70.15		15802018|26990689|2846159
ckm	Neoplasm Invasiveness	MESH:D009361	CKM	1158	Cancer|Pathology (process)	Ethanol	70.15		22331491|26014148
ckm	Neoplasm Invasiveness	MESH:D009361	CKM	1158	Cancer|Pathology (process)	Gallic Acid	70.15		22387266|27634460
ckm	Neoplasm Invasiveness	MESH:D009361	CKM	1158	Cancer|Pathology (process)	Hydrogen Peroxide	70.15		21749277|22580338
ckm	Neoplasm Invasiveness	MESH:D009361	CKM	1158	Cancer|Pathology (process)	Isoproterenol	70.15		24929186
ckm	Neoplasm Invasiveness	MESH:D009361	CKM	1158	Cancer|Pathology (process)	mono-(2-ethylhexyl)phthalate	70.15		22321834
ckm	Neoplasm Invasiveness	MESH:D009361	CKM	1158	Cancer|Pathology (process)	Nanotubes, Carbon	70.15		23634900
ckm	Neoplasm Invasiveness	MESH:D009361	CKM	1158	Cancer|Pathology (process)	Oxygen	70.15		21994956|28574600
ckm	Neoplasm Invasiveness	MESH:D009361	CKM	1158	Cancer|Pathology (process)	Particulate Matter	70.15		27995036|28846189
ckm	Neoplasm Invasiveness	MESH:D009361	CKM	1158	Cancer|Pathology (process)	Plant Extracts	70.15		20670616|22144737|22634262|23201449|23955962|25882088|28181379|29962088|30259628
ckm	Neoplasm Invasiveness	MESH:D009361	CKM	1158	Cancer|Pathology (process)	Quercetin	70.15		14593496|21308698|21867678|26676551|27279714|27468969
ckm	Neoplasm Invasiveness	MESH:D009361	CKM	1158	Cancer|Pathology (process)	sodium arsenite	70.15		21954225|24816914|26101800|26735578|28888487|29277653|32197950|32682831
ckm	Neoplasm Invasiveness	MESH:D009361	CKM	1158	Cancer|Pathology (process)	Tetradecanoylphorbol Acetate	70.15		15962302|19447859|20188714|22634262|22696189|23899529|24211270|24951586|25656647|25866363|26807887|28731287|30259628|9848099
