Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Monoatomic Cation Transmembrane Transport (GO:0098655)	1/281	0.08140337995389504	0.10051761378431294	0	0	14.081428571428571	35.32098919626428	SLC6A8
Inorganic Cation Transmembrane Transport (GO:0098662)	1/284	0.08224168400534694	0.10051761378431294	0	0	13.930035335689047	34.798523772510855	SLC6A8
Regulation Of Intracellular Signal Transduction (GO:1902531)	1/297	0.0858669719166811	0.10266703163951002	0	0	13.30945945945946	32.67413760292951	SGK1
Proteolysis (GO:0006508)	1/330	0.09501606787972378	0.11118901560393209	0	0	11.954407294832826	28.137199220669505	PSMB5
Positive Regulation Of Multicellular Organismal Process (GO:0051240)	1/387	0.11063931324852903	0.12677421309727285	0	0	10.15958549222798	22.36612222457128	GATM
Phosphorylation (GO:0016310)	1/429	0.12200679474869001	0.13302662754139602	0	0	9.142990654205608	19.23391324108107	SGK1
Nervous System Development (GO:0007399)	1/433	0.12308306741949436	0.13302662754139602	0	0	9.056481481481482	18.97238507881714	PRPS1
Regulation Of Cell Migration (GO:0030334)	1/434	0.12335196372020359	0.13302662754139602	0	0	9.035103926096998	18.907884106678026	SGK1
Protein Phosphorylation (GO:0006468)	1/500	0.14094786294456849	0.14907947042213976	0	0	7.813627254509018	15.309749510587356	SGK1
Regulation Of Apoptotic Process (GO:0042981)	1/705	0.1937364286447065	0.19885530444763208	0	0	5.480113636363637	8.994272997247428	SGK1
Protein Modification Process (GO:0036211)	1/711	0.1952397534576751	0.19885530444763208	0	0	5.432112676056338	8.873502564379246	SGK1
Regulation Of Cell Population Proliferation (GO:0042127)	1/766	0.20891172033983044	0.20891172033983044	0	0	5.027189542483661	7.87179210339511	SGK1
