ID,EntrezGeneID,GeneSymbol,GB_ACC,PROBE_DERIVED_FROM_TRANSCRIPT,SPOT_ID,RosettaGeneModelID,GENE_ID,GSM493540,GSM493541,GSM493542,GSM493543,GSM493544,GSM493545,GSM493546,GSM493547,GSM493548,GSM493549,GSM493550,GSM493551,GSM493552,GSM493553
100079067_TGI_at,14599,Gh,NM_008117,NM_008117,,MMG00267429,14599,5.263297373149642,5.431619617042504,5.324717012383159,5.138040335941237,5.087904068725614,4.9273607940498945,4.818283062852119,5.263098273731767,5.293304263512365,5.0813524112006005,5.2485348361386785,5.17517725859247,5.055959150228277,5.134882160368236
100079068_TGI_at,237730,AI595406,NM_001004147,NM_001004147,,MMG00262425,237730,4.432745658843848,4.720929610793339,4.349011354907432,4.4132691144968,4.32289437689642,4.417217926995086,4.480400853106008,4.527233017488013,4.359661722333877,4.443474044734321,4.673562077172803,4.866754702193588,4.516172775525088,4.516172775525088
100079069_TGI_at,18039,Nefl,NM_010910,NM_010910,,MMG00273484,18039,3.3451692508566535,3.2909993619157634,3.4397959846727644,3.1866907070252006,3.115499412557526,3.215259237859582,2.886706211368727,3.2439584438988827,3.245739032429285,3.0830942026752766,3.358494726471712,3.3979808924033517,3.0190613650934304,3.258579224184294
100079070_TGI_at,234371,Tmem161a,NM_145597,NM_145597,,MMG00255780,234371,5.50070646497177,5.83465307406346,5.731381489881852,5.670554283264444,5.939259494123513,5.772899122289309,5.620231557668501,5.6941614513978625,5.842654565976125,5.901861260739096,5.574513301802488,5.720163526679725,6.023306369211818,5.838979491433015
100079071_TGI_at,791390,ENSMUSG00000068293,,non-public,ENSEMBLE: ENSMUST00000089563,MMG00286973,791390,2.700794799373721,2.861340053494793,2.6922486356733786,2.891088612375925,2.723143494869549,2.767887813859936,2.6582114827517946,2.9380787366422934,2.8473355197484853,2.537022662280786,2.8180324746580947,2.7183725867428032,2.7223348644145537,2.7293352350131355
100079072_TGI_at,58869,Pex5l,NM_021483,NM_021483,,MMG00214954,58869,2.6447100125323235,2.936647360653706,3.2142958043288603,2.52654462218539,2.5734957154956093,2.537022662280786,2.537022662280786,2.6326404758656317,2.3740100576179324,2.542431410428481,2.442067663406488,2.537022662280786,2.5907696674564646,2.55466251933078
100079073_TGI_at,329851,OTTMUSG00000007337,AK052790,AK052790,,MMG00226171,329851,5.622523364520891,5.658285758208211,5.622567289443257,5.540256703026853,5.4046545245902395,5.4126629891862645,5.23423305121834,5.445902130544461,5.575070247451549,5.5584758178093505,5.9039637668029785,5.808706815057563,5.537634644411502,5.531344027943151
100079074_TGI_at,77878,6030440G07Rik,AK020059,AK020059,,MMG00279011,77878,2.617157404068217,2.5969828339969916,2.552819698563203,2.4400485701351973,2.652532385084238,2.643024958013437,2.479980691770095,2.59912732633497,2.616216526191657,2.5119486888700306,2.6948356301019762,2.7396321142206115,2.589811416256618,2.500445158552971
100079075_TGI_at,19014,Med1,NM_134027,NM_134027,,MMG00267712,19014,7.458133428909458,7.462595518193137,7.442109144739422,7.565292520581023,7.495001946127023,7.498289966587052,7.516575438198728,7.447378349104756,7.346340865338955,7.445366679802831,7.35946845993231,7.355408362572306,7.438115664705013,7.42160454456076
100079076_TGI_at,215201,4732479N06Rik,,non-public,ENSEMBLE: ENSMUST00000087540,MMG00222808,215201,7.241156609684579,7.284017121819146,7.136263174660303,7.243479631032967,7.398553029862099,7.438279542522916,7.385690733440049,7.327224772623664,7.344020659837365,7.175507635151921,7.166633106179343,7.227113379285318,7.3387426212416855,7.207236932084279
100079077_TGI_at,240869,Zbtb37,,non-public,ENSEMBLE: ENSMUST00000064713,MMG00203366,240869,2.8660375499986306,3.1909466577135324,3.3180854130429527,2.9652856030788137,2.960456106720665,2.642562955562603,2.817643721125745,2.6849982218829997,2.764494782551535,2.558879853475443,2.9431899507298565,2.893944608016303,2.662387819259684,2.7952474508047978
100079078_TGI_at,14968,H2-Ea,NM_010381,NM_010381,,MMG00290385,14968,8.354591444171927,8.145310621687479,8.366706007508885,8.408312755295325,8.091587185294813,5.743172941788834,5.1355184530196185,5.2999845746820995,4.868533678249438,9.121575476621528,9.982354199383176,9.23529912702822,9.522467758839039,8.961092811145836
100079079_TGI_at,12524,Cd86,NM_019388,NM_019388,,MMG00286284,12524,3.0454604451592258,3.285387421914152,3.4626020615174253,3.4729815825409287,3.423954594014897,3.3105291710832225,3.3653845950323804,3.383759580326398,3.351826177316601,3.2552590048286505,3.701338348199345,3.5642196219369695,3.4357885883269774,3.634593268445757
100079080_TGI_at,70333,Cd3eap,NM_145822,NM_145822,,MMG00242391,70333,6.514772431321308,6.5296460638033595,6.645949463624785,6.38130933247369,6.322806068287455,6.457530271335966,6.3306067997732365,6.123777919887325,6.430970992371826,5.885025196290356,5.909631515345316,6.088357883122321,6.1737870517383815,6.335188452591937
100079081_TGI_at,67845,Zfp364,NM_026406,NM_026406,,MMG00214934,67845,8.120854228827584,7.96224592333346,7.465628437321924,8.126220740501658,8.126921764032302,8.085890932746532,8.156349084223326,8.308231165310753,8.132217460741995,8.255418587832999,7.856925949620251,8.20687224067506,8.243374899286483,8.190274095852109
100079082_TGI_at,258425,Olfr994,NM_146433,NM_146433,,MMG00209040,258425,2.322072357178457,2.493186171663102,2.3714194650524663,2.341131828860455,2.184629419289359,2.322072357178457,2.3877209641134556,2.270020545752319,2.375345319792665,2.0777898886436676,2.270020545752319,2.374955995968092,2.197991165735134,2.5864044748950628
100079083_TGI_at,74579,4833419E13Rik,AK014724,AK014724,,MMG00265236,74579,3.3412314787175275,3.1199703123194946,3.0725345997229545,3.1364210965082946,3.1006581344233606,2.8825061090962856,3.041050189401051,3.2550625707414516,3.1904410310580262,3.1045211787754,3.1182268137929476,3.389429143453934,3.0700114297013847,3.1197213700655184
