# Input	DiseaseName	DiseaseID	GeneSymbol	GeneID	DiseaseCategories	InferenceChemicalName	InferenceScore	OmimIDs	PubMedIDs
slc2a4	Abdominal Injuries	MESH:D000007	SLC2A4	6517	Wounds and injuries	Resveratrol	3.78		18277952
slc2a4	Abdominal Neoplasms	MESH:D000008	SLC2A4	6517	Cancer	Tamoxifen	3.34		14745880
slc2a4	Abdominal Pain	MESH:D015746	SLC2A4	6517	Signs and symptoms	Acetaminophen	54.99		11209028|11438806|16187469|29499192|8104298
slc2a4	Abdominal Pain	MESH:D015746	SLC2A4	6517	Signs and symptoms	Arsenic	54.99		24735908
slc2a4	Abdominal Pain	MESH:D015746	SLC2A4	6517	Signs and symptoms	Capsaicin	54.99		10189853
slc2a4	Abdominal Pain	MESH:D015746	SLC2A4	6517	Signs and symptoms	Copper	54.99		12600855
slc2a4	Abdominal Pain	MESH:D015746	SLC2A4	6517	Signs and symptoms	Dexamethasone	54.99		1749637|9234591
slc2a4	Abdominal Pain	MESH:D015746	SLC2A4	6517	Signs and symptoms	Doxorubicin	54.99		3712578|6542584
slc2a4	Abdominal Pain	MESH:D015746	SLC2A4	6517	Signs and symptoms	Indinavir	54.99		12473836|9337438
slc2a4	Abdominal Pain	MESH:D015746	SLC2A4	6517	Signs and symptoms	Indomethacin	54.99		1065802|17478464|6023693|7268625
slc2a4	Abdominal Pain	MESH:D015746	SLC2A4	6517	Signs and symptoms	Lead	54.99		30081045
slc2a4	Abdominal Pain	MESH:D015746	SLC2A4	6517	Signs and symptoms	Metformin	54.99		15752411
slc2a4	Abdominal Pain	MESH:D015746	SLC2A4	6517	Signs and symptoms	Naloxone	54.99		12845923
slc2a4	Abdominal Pain	MESH:D015746	SLC2A4	6517	Signs and symptoms	nimesulide	54.99		14655069
slc2a4	Abdominal Pain	MESH:D015746	SLC2A4	6517	Signs and symptoms	Propylthiouracil	54.99		15822032|15879050
slc2a4	Abdominal Pain	MESH:D015746	SLC2A4	6517	Signs and symptoms	Sildenafil Citrate	54.99		18537952
slc2a4	Abdominal Pain	MESH:D015746	SLC2A4	6517	Signs and symptoms	Smoke	54.99		18608866
slc2a4	Abdominal Pain	MESH:D015746	SLC2A4	6517	Signs and symptoms	sodium arsenite	54.99		30612929
slc2a4	Abdominal Pain	MESH:D015746	SLC2A4	6517	Signs and symptoms	Tamoxifen	54.99		2578557
slc2a4	Abdominal Pain	MESH:D015746	SLC2A4	6517	Signs and symptoms	Thyroxine	54.99		9207477
slc2a4	Abdominal Pain	MESH:D015746	SLC2A4	6517	Signs and symptoms	Tramadol	54.99		17475611
slc2a4	Abdominal Pain	MESH:D015746	SLC2A4	6517	Signs and symptoms	Tretinoin	54.99		9234591
slc2a4	Abdominal Pain	MESH:D015746	SLC2A4	6517	Signs and symptoms	Valproic Acid	54.99		6206716
slc2a4	Abdominal Pain	MESH:D015746	SLC2A4	6517	Signs and symptoms	Zidovudine	54.99		7905523
slc2a4	Abducens Nerve Diseases	MESH:D020434	SLC2A4	6517	Nervous system disease	Tretinoin	2.29		10203107|16251142|19018859|9519692
slc2a4	Aberrant Crypt Foci	MESH:D058739	SLC2A4	6517	Cancer	1,2-Dimethylhydrazine	27.83		16733082|22326950|22750881|28004603|29031619|29108773|29155087|29999212|30090573|30720227
slc2a4	Aberrant Crypt Foci	MESH:D058739	SLC2A4	6517	Cancer	Capsaicin	27.83		29155087
slc2a4	Aberrant Crypt Foci	MESH:D058739	SLC2A4	6517	Cancer	chromium hexavalent ion	27.83		25352572
slc2a4	Aberrant Crypt Foci	MESH:D058739	SLC2A4	6517	Cancer	Copper	27.83		11983831
slc2a4	Aberrant Crypt Foci	MESH:D058739	SLC2A4	6517	Cancer	Dietary Fats	27.83		21510291|22750881
slc2a4	Aberrant Crypt Foci	MESH:D058739	SLC2A4	6517	Cancer	epigallocatechin gallate	27.83		29999212
slc2a4	Aberrant Crypt Foci	MESH:D058739	SLC2A4	6517	Cancer	kaempferol	27.83		29999212
slc2a4	Aberrant Crypt Foci	MESH:D058739	SLC2A4	6517	Cancer	Resveratrol	27.83		16733082
slc2a4	Abnormalities, Drug-Induced	MESH:D000014	SLC2A4	6517	Congenital abnormality	4,4'-hexafluorisopropylidene diphenol	123.28		29458080
slc2a4	Abnormalities, Drug-Induced	MESH:D000014	SLC2A4	6517	Congenital abnormality	Acetaminophen	123.28		2213573
slc2a4	Abnormalities, Drug-Induced	MESH:D000014	SLC2A4	6517	Congenital abnormality	Anthraquinones	123.28		23684558
slc2a4	Abnormalities, Drug-Induced	MESH:D000014	SLC2A4	6517	Congenital abnormality	bisphenol A	123.28		20299547|20970156|21269433|25853433|29458080
slc2a4	Abnormalities, Drug-Induced	MESH:D000014	SLC2A4	6517	Congenital abnormality	boric acid	123.28		17320131
slc2a4	Abnormalities, Drug-Induced	MESH:D000014	SLC2A4	6517	Congenital abnormality	Cadmium	123.28		21278052
slc2a4	Abnormalities, Drug-Induced	MESH:D000014	SLC2A4	6517	Congenital abnormality	Cadmium Chloride	123.28		25181703
slc2a4	Abnormalities, Drug-Induced	MESH:D000014	SLC2A4	6517	Congenital abnormality	Calcium	123.28		16193507
slc2a4	Abnormalities, Drug-Induced	MESH:D000014	SLC2A4	6517	Congenital abnormality	Capsaicin	123.28		18926900
slc2a4	Abnormalities, Drug-Induced	MESH:D000014	SLC2A4	6517	Congenital abnormality	Chloroquine	123.28		8638253
slc2a4	Abnormalities, Drug-Induced	MESH:D000014	SLC2A4	6517	Congenital abnormality	Cisplatin	123.28		19682442
slc2a4	Abnormalities, Drug-Induced	MESH:D000014	SLC2A4	6517	Congenital abnormality	Cycloheximide	123.28		31433962
slc2a4	Abnormalities, Drug-Induced	MESH:D000014	SLC2A4	6517	Congenital abnormality	Dexamethasone	123.28		3193449|3868384
slc2a4	Abnormalities, Drug-Induced	MESH:D000014	SLC2A4	6517	Congenital abnormality	Dichlorodiphenyl Dichloroethylene	123.28		19490997
slc2a4	Abnormalities, Drug-Induced	MESH:D000014	SLC2A4	6517	Congenital abnormality	Diethylhexyl Phthalate	123.28		20420898|25853433|6734493
slc2a4	Abnormalities, Drug-Induced	MESH:D000014	SLC2A4	6517	Congenital abnormality	Doxorubicin	123.28		10674343|15578190
slc2a4	Abnormalities, Drug-Induced	MESH:D000014	SLC2A4	6517	Congenital abnormality	Endrin	123.28		29458080
slc2a4	Abnormalities, Drug-Induced	MESH:D000014	SLC2A4	6517	Congenital abnormality	Estradiol	123.28		12507662|29458080
slc2a4	Abnormalities, Drug-Induced	MESH:D000014	SLC2A4	6517	Congenital abnormality	Ethanol	123.28		10560774|17676605|18926900|22298809|26074427
slc2a4	Abnormalities, Drug-Induced	MESH:D000014	SLC2A4	6517	Congenital abnormality	Ethinyl Estradiol	123.28		29458080
slc2a4	Abnormalities, Drug-Induced	MESH:D000014	SLC2A4	6517	Congenital abnormality	Genistein	123.28		20299547|29458080|32827888
slc2a4	Abnormalities, Drug-Induced	MESH:D000014	SLC2A4	6517	Congenital abnormality	Haloperidol	123.28		29458080
slc2a4	Abnormalities, Drug-Induced	MESH:D000014	SLC2A4	6517	Congenital abnormality	Isotretinoin	123.28		12149069|18769834|8048045
slc2a4	Abnormalities, Drug-Induced	MESH:D000014	SLC2A4	6517	Congenital abnormality	Methimazole	123.28		11038449|16440566
slc2a4	Abnormalities, Drug-Induced	MESH:D000014	SLC2A4	6517	Congenital abnormality	methylmercuric chloride	123.28		20181659|20864626|28526320|6734493
slc2a4	Abnormalities, Drug-Induced	MESH:D000014	SLC2A4	6517	Congenital abnormality	Oxygen	123.28		9650642
slc2a4	Abnormalities, Drug-Induced	MESH:D000014	SLC2A4	6517	Congenital abnormality	Pantothenic Acid	123.28		16112698
slc2a4	Abnormalities, Drug-Induced	MESH:D000014	SLC2A4	6517	Congenital abnormality	perfluorooctane sulfonic acid	123.28		29458080
slc2a4	Abnormalities, Drug-Induced	MESH:D000014	SLC2A4	6517	Congenital abnormality	Quercetin	123.28		28450151
slc2a4	Abnormalities, Drug-Induced	MESH:D000014	SLC2A4	6517	Congenital abnormality	Raloxifene Hydrochloride	123.28		29458080
slc2a4	Abnormalities, Drug-Induced	MESH:D000014	SLC2A4	6517	Congenital abnormality	Smoke	123.28		16193507
slc2a4	Abnormalities, Drug-Induced	MESH:D000014	SLC2A4	6517	Congenital abnormality	Tetrachlorodibenzodioxin	123.28		11091363|11752688|14514962|15322242|19805408|21777668|23811824
slc2a4	Abnormalities, Drug-Induced	MESH:D000014	SLC2A4	6517	Congenital abnormality	Tretinoin	123.28		1438063|20117194|2114463|22498432|2339323|6175036|8048045
slc2a4	Abnormalities, Drug-Induced	MESH:D000014	SLC2A4	6517	Congenital abnormality	Trichloroethylene	123.28		19910388
slc2a4	Abnormalities, Drug-Induced	MESH:D000014	SLC2A4	6517	Congenital abnormality	trichostatin A	123.28		15901671|17320131|19850124
slc2a4	Abnormalities, Drug-Induced	MESH:D000014	SLC2A4	6517	Congenital abnormality	Triclosan	123.28		27538710|29596926
slc2a4	Abnormalities, Drug-Induced	MESH:D000014	SLC2A4	6517	Congenital abnormality	Triiodothyronine	123.28		29458080
slc2a4	Abnormalities, Drug-Induced	MESH:D000014	SLC2A4	6517	Congenital abnormality	Urethane	123.28		11091363
slc2a4	Abnormalities, Drug-Induced	MESH:D000014	SLC2A4	6517	Congenital abnormality	Valproic Acid	123.28		11091363|11223853|11339465|11986102|12196666|12237071|1363493|1377411|15123016|15208813|1574164|1574165|15901671|15955936|16112698|16239295|17320131|1893664|19174036|19507301|19850124|20025093|2284927|23888923|2499680|3080718|3140405|3142446|6126782|6147468|6150384|6401849|6412342|6428923|7687042|7852547|8363144|8816215|8875741|8935868|9344057
slc2a4	Abnormalities, Drug-Induced	MESH:D000014	SLC2A4	6517	Congenital abnormality	Verapamil	123.28		9100294
slc2a4	Abnormalities, Drug-Induced	MESH:D000014	SLC2A4	6517	Congenital abnormality	vinclozolin	123.28		25853433|29458080|32827888
slc2a4	Abnormalities, Drug-Induced	MESH:D000014	SLC2A4	6517	Congenital abnormality	Zidovudine	123.28		10509500|10969349
slc2a4	Abnormalities, Multiple	MESH:D000015	SLC2A4	6517	Congenital abnormality	2,2',4,4'-tetrabromodiphenyl ether	65.25		20566336
slc2a4	Abnormalities, Multiple	MESH:D000015	SLC2A4	6517	Congenital abnormality	bisphenol A	65.25		23637088|27107150|27486708|30248606
slc2a4	Abnormalities, Multiple	MESH:D000015	SLC2A4	6517	Congenital abnormality	Cadmium	65.25		26125595
slc2a4	Abnormalities, Multiple	MESH:D000015	SLC2A4	6517	Congenital abnormality	Cadmium Chloride	65.25		23644582|31494276
slc2a4	Abnormalities, Multiple	MESH:D000015	SLC2A4	6517	Congenital abnormality	Chlorpyrifos	65.25		23637088
slc2a4	Abnormalities, Multiple	MESH:D000015	SLC2A4	6517	Congenital abnormality	Copper	65.25		12604640
slc2a4	Abnormalities, Multiple	MESH:D000015	SLC2A4	6517	Congenital abnormality	Cycloheximide	65.25		31433962
slc2a4	Abnormalities, Multiple	MESH:D000015	SLC2A4	6517	Congenital abnormality	Estradiol	65.25		27107150
slc2a4	Abnormalities, Multiple	MESH:D000015	SLC2A4	6517	Congenital abnormality	Glyphosate	65.25		20695457
slc2a4	Abnormalities, Multiple	MESH:D000015	SLC2A4	6517	Congenital abnormality	hexabromocyclododecane	65.25		19356805
slc2a4	Abnormalities, Multiple	MESH:D000015	SLC2A4	6517	Congenital abnormality	Isotretinoin	65.25		18769834
slc2a4	Abnormalities, Multiple	MESH:D000015	SLC2A4	6517	Congenital abnormality	Leflunomide	65.25		19190124
slc2a4	Abnormalities, Multiple	MESH:D000015	SLC2A4	6517	Congenital abnormality	Metformin	65.25		31541821
slc2a4	Abnormalities, Multiple	MESH:D000015	SLC2A4	6517	Congenital abnormality	methylmercuric chloride	65.25		20864626
slc2a4	Abnormalities, Multiple	MESH:D000015	SLC2A4	6517	Congenital abnormality	Particulate Matter	65.25		28391149
slc2a4	Abnormalities, Multiple	MESH:D000015	SLC2A4	6517	Congenital abnormality	perfluorooctane sulfonic acid	65.25		24667235
slc2a4	Abnormalities, Multiple	MESH:D000015	SLC2A4	6517	Congenital abnormality	perfluorooctanoic acid	65.25		31494276
slc2a4	Abnormalities, Multiple	MESH:D000015	SLC2A4	6517	Congenital abnormality	Tetrachlorodibenzodioxin	65.25		10048156|20566336|23811824|30398377
slc2a4	Abnormalities, Multiple	MESH:D000015	SLC2A4	6517	Congenital abnormality	Tretinoin	65.25		20695457|22898132
slc2a4	Abnormalities, Multiple	MESH:D000015	SLC2A4	6517	Congenital abnormality	trichostatin A	65.25		15901671
slc2a4	Abnormalities, Multiple	MESH:D000015	SLC2A4	6517	Congenital abnormality	Valproic Acid	65.25		11223853|15901671|19490988|23811354|2492459|6439041|8363144
slc2a4	Abnormalities, Radiation-Induced	MESH:D000016	SLC2A4	6517	Congenital abnormality|Wounds and injuries	Cadmium Chloride	3.68		25853276
slc2a4	Abnormalities, Severe Teratoid	MESH:D009008	SLC2A4	6517	Congenital abnormality	Acetaminophen	7.74		20566340
slc2a4	Abnormalities, Severe Teratoid	MESH:D009008	SLC2A4	6517	Congenital abnormality	Ethanol	7.74		23733920
slc2a4	Abortion, Habitual	MESH:D000026	SLC2A4	6517	Pregnancy complication	Sildenafil Citrate	4.60		19912049
slc2a4	Abortion, Spontaneous	MESH:D000022	SLC2A4	6517	Pregnancy complication	Arsenic	23.08		12934964|20940111|22426358
slc2a4	Abortion, Spontaneous	MESH:D000022	SLC2A4	6517	Pregnancy complication	Chlorpyrifos	23.08		36769379
slc2a4	Abortion, Spontaneous	MESH:D000022	SLC2A4	6517	Pregnancy complication	DDT	23.08		16120699
slc2a4	Abortion, Spontaneous	MESH:D000022	SLC2A4	6517	Pregnancy complication	Dichlorodiphenyl Dichloroethylene	23.08		16120699
slc2a4	Abortion, Spontaneous	MESH:D000022	SLC2A4	6517	Pregnancy complication	Diethylhexyl Phthalate	23.08		22588786
slc2a4	Abortion, Spontaneous	MESH:D000022	SLC2A4	6517	Pregnancy complication	Genistein	23.08		21810550
slc2a4	Abortion, Spontaneous	MESH:D000022	SLC2A4	6517	Pregnancy complication	Isotretinoin	23.08		3162101
slc2a4	Abortion, Spontaneous	MESH:D000022	SLC2A4	6517	Pregnancy complication	Metformin	23.08		15910403
slc2a4	Abortion, Spontaneous	MESH:D000022	SLC2A4	6517	Pregnancy complication	perfluorooctanoic acid	23.08		23978332|32319790
slc2a4	Abortion, Spontaneous	MESH:D000022	SLC2A4	6517	Pregnancy complication	Propylthiouracil	23.08		29793475
slc2a4	Abortion, Spontaneous	MESH:D000022	SLC2A4	6517	Pregnancy complication	sodium arsenite	23.08		17569693
slc2a4	Abortion, Veterinary	MESH:D000034	SLC2A4	6517	Animal disease|Pregnancy complication	Progesterone	4.01		18809207
slc2a4	Abscess	MESH:D000038	SLC2A4	6517	Pathology (process)	Vancomycin	2.95		11601669|2552905
slc2a4	Acantholysis	MESH:D000051	SLC2A4	6517	Pathology (process)|Skin disease	Tretinoin	3.13		17763283
slc2a4	Accutane embryopathy	MESH:C535670	SLC2A4	6517	Congenital abnormality	Isotretinoin	4.68		11105626|15864947|2278026|2933136|3162101|6237184|6591112|7499738
slc2a4	Acidosis	MESH:D000138	SLC2A4	6517	Metabolic disease	Acetaminophen	32.87		10092726|3403780|8214766
slc2a4	Acidosis	MESH:D000138	SLC2A4	6517	Metabolic disease	Adenosine Triphosphate	32.87		1433833|6483146
slc2a4	Acidosis	MESH:D000138	SLC2A4	6517	Metabolic disease	Ammonium Chloride	32.87		18287403
slc2a4	Acidosis	MESH:D000138	SLC2A4	6517	Metabolic disease	Bupivacaine	32.87		7059040
slc2a4	Acidosis	MESH:D000138	SLC2A4	6517	Metabolic disease	Copper	32.87		11820775
slc2a4	Acidosis	MESH:D000138	SLC2A4	6517	Metabolic disease	Diethylhexyl Phthalate	32.87		22672789
slc2a4	Acidosis	MESH:D000138	SLC2A4	6517	Metabolic disease	Ethanol	32.87		11192467
slc2a4	Acidosis	MESH:D000138	SLC2A4	6517	Metabolic disease	Indinavir	32.87		12473836
slc2a4	Acidosis	MESH:D000138	SLC2A4	6517	Metabolic disease	Niacin	32.87		17418450
slc2a4	Acidosis	MESH:D000138	SLC2A4	6517	Metabolic disease	Troglitazone	32.87		14506076|15501982
slc2a4	Acidosis	MESH:D000138	SLC2A4	6517	Metabolic disease	Valproic Acid	32.87		11891102
slc2a4	Acidosis	MESH:D000138	SLC2A4	6517	Metabolic disease	Verapamil	32.87		14559139|8021338|8701865
slc2a4	Acidosis, Lactic	MESH:D000140	SLC2A4	6517	Metabolic disease	Acetaminophen	37.10		10447915|18609519
slc2a4	Acidosis, Lactic	MESH:D000140	SLC2A4	6517	Metabolic disease	Ethanol	37.10		2054009|404836
slc2a4	Acidosis, Lactic	MESH:D000140	SLC2A4	6517	Metabolic disease	Glucose	37.10		19427052
slc2a4	Acidosis, Lactic	MESH:D000140	SLC2A4	6517	Metabolic disease	Glyburide	37.10		1602014
slc2a4	Acidosis, Lactic	MESH:D000140	SLC2A4	6517	Metabolic disease	Indinavir	37.10		16798620
slc2a4	Acidosis, Lactic	MESH:D000140	SLC2A4	6517	Metabolic disease	Lipopolysaccharides	37.10		9445295
slc2a4	Acidosis, Lactic	MESH:D000140	SLC2A4	6517	Metabolic disease	Metformin	37.10		10643227|10742816|11045136|11471623|11910877|14604317|14633764|16190374|16620273|17259530|17520852|18251038|18259965|18431417|19427052|20223410|20578420|20627210|3865878|4217736|8955764|8997466
slc2a4	Acidosis, Lactic	MESH:D000140	SLC2A4	6517	Metabolic disease	Niacin	37.10		2054009
slc2a4	Acidosis, Lactic	MESH:D000140	SLC2A4	6517	Metabolic disease	Valproic Acid	37.10		3922731
slc2a4	Acidosis, Lactic	MESH:D000140	SLC2A4	6517	Metabolic disease	Vancomycin	37.10		11356440
slc2a4	Acidosis, Lactic	MESH:D000140	SLC2A4	6517	Metabolic disease	Zidovudine	37.10		10219365|23782481|9267960|9587562
slc2a4	Acidosis, Renal Tubular	MESH:D000141	SLC2A4	6517	Genetic disease (inborn)|Metabolic disease|Urogenital disease (female)|Urogenital disease (male)	Streptozocin	2.90		11219485|3538860
slc2a4	Acidosis, Respiratory	MESH:D000142	SLC2A4	6517	Metabolic disease|Respiratory tract disease	Naloxone	4.03		1971163
slc2a4	Acinetobacter Infections	MESH:D000151	SLC2A4	6517	Bacterial infection or mycosis	Plant Extracts	3.40		22182644
slc2a4	Acneiform Eruptions	MESH:D017486	SLC2A4	6517	Skin disease	Isotretinoin	3.46		16232082
slc2a4	Acne Vulgaris	MESH:D000152	SLC2A4	6517	Skin disease	Dexamethasone	16.71		16552437
slc2a4	Acne Vulgaris	MESH:D000152	SLC2A4	6517	Skin disease	Estrogens	16.71		4261461
slc2a4	Acne Vulgaris	MESH:D000152	SLC2A4	6517	Skin disease	Ethinyl Estradiol	16.71		12615818|15269926|17505938|2945082|8222658
slc2a4	Acne Vulgaris	MESH:D000152	SLC2A4	6517	Skin disease	Isotretinoin	16.71		10831665|11464180|12207595|12587200|12622636|12653758|12963905|15204147|15826276|15897376|16185265|16232082|16405632|17062097|17166623|17277875|17286159|17305209|17472998|17501969|17556790|1831820|18363422|18769834|19382995|19783054|19950851|20059367|20236286|2039732|2933136|2938008|3157930|34224824|6225882|6238241|6591112|7769163|8347155|8655244|8746368|8961893|9330049|9784036
slc2a4	Acne Vulgaris	MESH:D000152	SLC2A4	6517	Skin disease	Tretinoin	16.71		161830|20233239|21274875|2146526|3156656|3157930
slc2a4	Acne Vulgaris	MESH:D000152	SLC2A4	6517	Skin disease	Vitamin E	16.71		6455256
slc2a4	Acquired ichthyosis	MESH:C538175	SLC2A4	6517	Congenital abnormality|Infant-newborn disease|Skin disease	Tretinoin	3.67		10473963|1401316
slc2a4	Acquired Immunodeficiency Syndrome	MESH:D000163	SLC2A4	6517	Immune system disease|Viral disease	Indinavir	6.70		10452668|10737512|15384277|17180736|8992346|9338723|9716639|9776425
slc2a4	Acquired Immunodeficiency Syndrome	MESH:D000163	SLC2A4	6517	Immune system disease|Viral disease	Zidovudine	6.70		1336487|1972225|1979744|2378412|2521663|2677429|2729341|2964805|3299090|8094279|8263554|9612607|9810533|9861562
slc2a4	Acrocephalosyndactylia	MESH:D000168	SLC2A4	6517	Congenital abnormality|Musculoskeletal disease	U 0126	4.39		17694057
slc2a4	Acrodermatitis	MESH:D000169	SLC2A4	6517	Congenital abnormality|Skin disease	Dexamethasone	2.72		17495388
slc2a4	Acrodynia	MESH:D000170	SLC2A4	6517	Nervous system disease	Mercury	4.25		18485443
slc2a4	Acromegaly	MESH:D000172	SLC2A4	6517	Endocrine system disease|Musculoskeletal disease|Nervous system disease	Melatonin	3.81		9186818
slc2a4	ACTH Deficiency, Isolated	MESH:C562707	SLC2A4	6517	Endocrine system disease|Genetic disease (inborn)|Metabolic disease	Dexamethasone	3.06		11141589
slc2a4	Activated Protein C Resistance	MESH:D020016	SLC2A4	6517	Blood disease|Genetic disease (inborn)	Estradiol	2.51		11703344
slc2a4	Acute Coronary Syndrome	MESH:D054058	SLC2A4	6517	Cardiovascular disease	Atorvastatin	4.08		15300960|18440347
slc2a4	Acute Coronary Syndrome	MESH:D054058	SLC2A4	6517	Cardiovascular disease	Copper	4.08		15966572
slc2a4	Acute Disease	MESH:D000208	SLC2A4	6517	Pathology (process)	Valproic Acid	2.15		15289703
slc2a4	Acute Kidney Injury	MESH:D058186	SLC2A4	6517	Urogenital disease (female)|Urogenital disease (male)	2,2',4,4'-tetrabromodiphenyl ether	215.70		37357614
slc2a4	Acute Kidney Injury	MESH:D058186	SLC2A4	6517	Urogenital disease (female)|Urogenital disease (male)	4-phenylbutyric acid	215.70		32879258
slc2a4	Acute Kidney Injury	MESH:D058186	SLC2A4	6517	Urogenital disease (female)|Urogenital disease (male)	Acetaminophen	215.70		10454517|10462288|10529635|15058171|15118981|15546480|1605724|1676404|19109935|19183124|19369842|19515070|19639374|19815612|19995690|22093918|2302954|2873910|30099449|3403780|35020164|35243748|3605153|3747662|3827589|3992409|455818|6173498|6708674|6800515|6802245|6825559|6877410|7100020|7318260|7364436|7969685|8156726|8244261|8317017|8669426|8812206|9085330|9381478|9796772|9858252
slc2a4	Acute Kidney Injury	MESH:D058186	SLC2A4	6517	Urogenital disease (female)|Urogenital disease (male)	Acetylcysteine	215.70		14624421|15637469|16897003|19204016|19473638|19526394|19945959|26230185|30236763|30639957
slc2a4	Acute Kidney Injury	MESH:D058186	SLC2A4	6517	Urogenital disease (female)|Urogenital disease (male)	Alloxan	215.70		36309138
slc2a4	Acute Kidney Injury	MESH:D058186	SLC2A4	6517	Urogenital disease (female)|Urogenital disease (male)	Anthraquinones	215.70		28321044
slc2a4	Acute Kidney Injury	MESH:D058186	SLC2A4	6517	Urogenital disease (female)|Urogenital disease (male)	aristolochic acid I	215.70		24530882|26204831|27422293|34677723
slc2a4	Acute Kidney Injury	MESH:D058186	SLC2A4	6517	Urogenital disease (female)|Urogenital disease (male)	Ascorbic Acid	215.70		18714631|30606963
slc2a4	Acute Kidney Injury	MESH:D058186	SLC2A4	6517	Urogenital disease (female)|Urogenital disease (male)	Atorvastatin	215.70		11959068|12243603|16780456
slc2a4	Acute Kidney Injury	MESH:D058186	SLC2A4	6517	Urogenital disease (female)|Urogenital disease (male)	Bezafibrate	215.70		11764054|16316343|2280884|3374444|8808248
slc2a4	Acute Kidney Injury	MESH:D058186	SLC2A4	6517	Urogenital disease (female)|Urogenital disease (male)	bisphenol A	215.70		24625398
slc2a4	Acute Kidney Injury	MESH:D058186	SLC2A4	6517	Urogenital disease (female)|Urogenital disease (male)	Cadmium	215.70		37357614
slc2a4	Acute Kidney Injury	MESH:D058186	SLC2A4	6517	Urogenital disease (female)|Urogenital disease (male)	Cadmium Chloride	215.70		21620867|28759707|29286200|32818823|35122928
slc2a4	Acute Kidney Injury	MESH:D058186	SLC2A4	6517	Urogenital disease (female)|Urogenital disease (male)	caffeic acid	215.70		29968957
slc2a4	Acute Kidney Injury	MESH:D058186	SLC2A4	6517	Urogenital disease (female)|Urogenital disease (male)	Calcium	215.70		19856155|2689848|6690474
slc2a4	Acute Kidney Injury	MESH:D058186	SLC2A4	6517	Urogenital disease (female)|Urogenital disease (male)	Cantharidin	215.70		35398186
slc2a4	Acute Kidney Injury	MESH:D058186	SLC2A4	6517	Urogenital disease (female)|Urogenital disease (male)	Capsaicin	215.70		18460982
slc2a4	Acute Kidney Injury	MESH:D058186	SLC2A4	6517	Urogenital disease (female)|Urogenital disease (male)	Carnitine	215.70		16897003|19737869
slc2a4	Acute Kidney Injury	MESH:D058186	SLC2A4	6517	Urogenital disease (female)|Urogenital disease (male)	Chloroquine	215.70		15526909|17076682|4794122|7325735|734759
slc2a4	Acute Kidney Injury	MESH:D058186	SLC2A4	6517	Urogenital disease (female)|Urogenital disease (male)	chromium hexavalent ion	215.70		30236763
slc2a4	Acute Kidney Injury	MESH:D058186	SLC2A4	6517	Urogenital disease (female)|Urogenital disease (male)	Cisplatin	215.70		10454517|11977638|12180108|12690470|15814532|16316343|17670903|19144690|19833167|19913604|20369241|20419391|20463654|20510337|20514524|20603111|20650967|20652569|20656754|20676799|20817559|20844023|20844471|20861081|20942565|20943766|21044617|21048024|21048391|21058009|21256724|21272267|21325496|21458517|21470069|21570986|21593185|21633170|2170045|21745194|21802473|21835770|21847101|22005293|22581811|22992436|23384965|23649842|24012798|24113306|24632086|24778426|24973089|24975837|25184746|25382014|25598344|25957482|26165641|26230185|26546572|26723870|27480280|28321044|28414026|28698153|28885000|28902463|29126144|29476062|29599129|30291731|31103702|31153982|3152939|31926187|32110797|32504734|32777238|32888910|33965372|34560070|34785303|35279909|35367536|35403300|36006825|37057715|37087747|37179038|37863467|6350313|657154|7018267|7199128
slc2a4	Acute Kidney Injury	MESH:D058186	SLC2A4	6517	Urogenital disease (female)|Urogenital disease (male)	Deferoxamine	215.70		12644925|1324513|19204016|30431687|3123518|451459
slc2a4	Acute Kidney Injury	MESH:D058186	SLC2A4	6517	Urogenital disease (female)|Urogenital disease (male)	Dexamethasone	215.70		31654708|32687258|8546128|9763554
slc2a4	Acute Kidney Injury	MESH:D058186	SLC2A4	6517	Urogenital disease (female)|Urogenital disease (male)	Dietary Fats	215.70		24795233
slc2a4	Acute Kidney Injury	MESH:D058186	SLC2A4	6517	Urogenital disease (female)|Urogenital disease (male)	Dopamine	215.70		1769878
slc2a4	Acute Kidney Injury	MESH:D058186	SLC2A4	6517	Urogenital disease (female)|Urogenital disease (male)	Doxorubicin	215.70		18680783|21354902|21812276|25411067|26825964|28885000|29474904|30543781|3070145|31376360|32289291
slc2a4	Acute Kidney Injury	MESH:D058186	SLC2A4	6517	Urogenital disease (female)|Urogenital disease (male)	epigallocatechin gallate	215.70		25382014|36309138
slc2a4	Acute Kidney Injury	MESH:D058186	SLC2A4	6517	Urogenital disease (female)|Urogenital disease (male)	Ethanol	215.70		28285099|3747662
slc2a4	Acute Kidney Injury	MESH:D058186	SLC2A4	6517	Urogenital disease (female)|Urogenital disease (male)	Fenoldopam	215.70		1346161
slc2a4	Acute Kidney Injury	MESH:D058186	SLC2A4	6517	Urogenital disease (female)|Urogenital disease (male)	fisetin	215.70		25184746
slc2a4	Acute Kidney Injury	MESH:D058186	SLC2A4	6517	Urogenital disease (female)|Urogenital disease (male)	Glycyrrhizic Acid	215.70		12969435
slc2a4	Acute Kidney Injury	MESH:D058186	SLC2A4	6517	Urogenital disease (female)|Urogenital disease (male)	Glyphosate	215.70		24361898|32818823
slc2a4	Acute Kidney Injury	MESH:D058186	SLC2A4	6517	Urogenital disease (female)|Urogenital disease (male)	Haloperidol	215.70		6121542|7569118|8828352
