# Input	GeneSymbol	GeneID	PathwayName	PathwayID
psmd3	PSMD3	5709	p53-Independent DNA Damage Response	REACT:R-HSA-69610
psmd3	PSMD3	5709	p53-Independent G1/S DNA damage checkpoint	REACT:R-HSA-69613
psmd3	PSMD3	5709	PCP/CE pathway	REACT:R-HSA-4086400
psmd3	PSMD3	5709	Post-translational protein modification	REACT:R-HSA-597592
psmd3	PSMD3	5709	Programmed Cell Death	REACT:R-HSA-5357801
psmd3	PSMD3	5709	Prolonged ERK activation events	REACT:R-HSA-169893
psmd3	PSMD3	5709	Proteasome	KEGG:hsa03050
psmd3	PSMD3	5709	Proteasome, 19S regulatory particle (PA700)	KEGG:hsa_M00341
psmd3	PSMD3	5709	RAF/MAP kinase cascade	REACT:R-HSA-5673001
psmd3	PSMD3	5709	Regulation of activated PAK-2p34 by proteasome mediated degradation	REACT:R-HSA-211733
psmd3	PSMD3	5709	Regulation of APC/C activators between G1/S and early anaphase	REACT:R-HSA-176408
psmd3	PSMD3	5709	Regulation of Apoptosis	REACT:R-HSA-169911
psmd3	PSMD3	5709	Regulation of DNA replication	REACT:R-HSA-69304
psmd3	PSMD3	5709	Regulation of Hypoxia-inducible Factor (HIF) by oxygen	REACT:R-HSA-1234174
psmd3	PSMD3	5709	Regulation of mitotic cell cycle	REACT:R-HSA-453276
psmd3	PSMD3	5709	Regulation of mRNA stability by proteins that bind AU-rich elements	REACT:R-HSA-450531
psmd3	PSMD3	5709	Regulation of ornithine decarboxylase (ODC)	REACT:R-HSA-350562
psmd3	PSMD3	5709	Regulation of RAS by GAPs	REACT:R-HSA-5658442
psmd3	PSMD3	5709	Removal of licensing factors from origins	REACT:R-HSA-69300
psmd3	PSMD3	5709	RET signaling	REACT:R-HSA-8853659
psmd3	PSMD3	5709	SCF-beta-TrCP mediated degradation of Emi1	REACT:R-HSA-174113
psmd3	PSMD3	5709	SCF(Skp2)-mediated degradation of p27/p21	REACT:R-HSA-187577
psmd3	PSMD3	5709	Separation of Sister Chromatids	REACT:R-HSA-2467813
psmd3	PSMD3	5709	SHC1 events in EGFR signaling	REACT:R-HSA-180336
psmd3	PSMD3	5709	Signaling by EGFR	REACT:R-HSA-177929
psmd3	PSMD3	5709	Signaling by GPCR	REACT:R-HSA-372790
psmd3	PSMD3	5709	Signaling by Hedgehog	REACT:R-HSA-5358351
psmd3	PSMD3	5709	Signaling by Insulin receptor	REACT:R-HSA-74752
psmd3	PSMD3	5709	Signaling by Interleukins	REACT:R-HSA-449147
psmd3	PSMD3	5709	Signaling by Leptin	REACT:R-HSA-2586552
psmd3	PSMD3	5709	Signaling by PDGF	REACT:R-HSA-186797
psmd3	PSMD3	5709	Signaling by SCF-KIT	REACT:R-HSA-1433557
psmd3	PSMD3	5709	Signaling by the B Cell Receptor (BCR)	REACT:R-HSA-983705
psmd3	PSMD3	5709	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	REACT:R-HSA-2404192
psmd3	PSMD3	5709	Signaling by VEGF	REACT:R-HSA-194138
psmd3	PSMD3	5709	Signaling by Wnt	REACT:R-HSA-195721
psmd3	PSMD3	5709	Signalling by NGF	REACT:R-HSA-166520
psmd3	PSMD3	5709	Signalling to ERKs	REACT:R-HSA-187687
psmd3	PSMD3	5709	Signalling to p38 via RIT and RIN	REACT:R-HSA-187706
psmd3	PSMD3	5709	Signalling to RAS	REACT:R-HSA-167044
psmd3	PSMD3	5709	Signal Transduction	REACT:R-HSA-162582
psmd3	PSMD3	5709	SOS-mediated signalling	REACT:R-HSA-112412
psmd3	PSMD3	5709	S Phase	REACT:R-HSA-69242
psmd3	PSMD3	5709	Stabilization of p53	REACT:R-HSA-69541
psmd3	PSMD3	5709	Switching of origins to a post-replicative state	REACT:R-HSA-69052
psmd3	PSMD3	5709	Synthesis of DNA	REACT:R-HSA-69239
psmd3	PSMD3	5709	TCF dependent signaling in response to WNT	REACT:R-HSA-201681
psmd3	PSMD3	5709	TCR signaling	REACT:R-HSA-202403
psmd3	PSMD3	5709	The role of GTSE1 in G2/M progression after G2 checkpoint	REACT:R-HSA-8852276
psmd3	PSMD3	5709	TNFR2 non-canonical NF-kB pathway	REACT:R-HSA-5668541
psmd3	PSMD3	5709	Transmembrane transport of small molecules	REACT:R-HSA-382551
psmd3	PSMD3	5709	Ubiquitin-dependent degradation of Cyclin D	REACT:R-HSA-75815
psmd3	PSMD3	5709	Ubiquitin-dependent degradation of Cyclin D1	REACT:R-HSA-69229
psmd3	PSMD3	5709	Ubiquitin Mediated Degradation of Phosphorylated Cdc25A	REACT:R-HSA-69601
psmd3	PSMD3	5709	Ub-specific processing proteases	REACT:R-HSA-5689880
psmd3	PSMD3	5709	UCH proteinases	REACT:R-HSA-5689603
psmd3	PSMD3	5709	VEGFA-VEGFR2 Pathway	REACT:R-HSA-4420097
psmd3	PSMD3	5709	VEGFR2 mediated cell proliferation	REACT:R-HSA-5218921
psmd3	PSMD3	5709	Vif-mediated degradation of APOBEC3G	REACT:R-HSA-180585
psmd3	PSMD3	5709	Vpu mediated degradation of CD4	REACT:R-HSA-180534
sgk1	SGK1	6446	Aldosterone-regulated sodium reabsorption	KEGG:hsa04960
sgk1	SGK1	6446	FoxO signaling pathway	KEGG:hsa04068
sgk1	SGK1	6446	Gene Expression	REACT:R-HSA-74160
sgk1	SGK1	6446	Generic Transcription Pathway	REACT:R-HSA-212436
sgk1	SGK1	6446	Ion channel transport	REACT:R-HSA-983712
sgk1	SGK1	6446	mTOR signaling pathway	KEGG:hsa04150
sgk1	SGK1	6446	PI3K-Akt signaling pathway	KEGG:hsa04151
sgk1	SGK1	6446	Regulation of TP53 Activity	REACT:R-HSA-5633007
sgk1	SGK1	6446	Regulation of TP53 Degradation	REACT:R-HSA-6804757
sgk1	SGK1	6446	Regulation of TP53 Expression and Degradation	REACT:R-HSA-6806003
sgk1	SGK1	6446	Stimuli-sensing channels	REACT:R-HSA-2672351
sgk1	SGK1	6446	Transcriptional Regulation by TP53	REACT:R-HSA-3700989
sgk1	SGK1	6446	Transmembrane transport of small molecules	REACT:R-HSA-382551
prps1	PRPS1	5631	5-Phosphoribose 1-diphosphate biosynthesis	REACT:R-HSA-73843
prps1	PRPS1	5631	Biosynthesis of amino acids	KEGG:hsa01230
prps1	PRPS1	5631	Carbon metabolism	KEGG:hsa01200
prps1	PRPS1	5631	Metabolic pathways	KEGG:hsa01100
prps1	PRPS1	5631	Metabolism	REACT:R-HSA-1430728
prps1	PRPS1	5631	Metabolism of carbohydrates	REACT:R-HSA-71387
prps1	PRPS1	5631	Pentose phosphate pathway	KEGG:hsa00030
prps1	PRPS1	5631	PRPP biosynthesis, ribose 5P => PRPP	KEGG:hsa_M00005
prps1	PRPS1	5631	Purine metabolism	KEGG:hsa00230
